	f_pHep_m_ConvR_1	f_pHep_m_ConvR_2	f_pHep_m_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_ConvR_2	f_pHep_f_ConvR_3	f_pHep_f_ConvR_1	f_pHep_f_GF_serum_2	f_pHep_f_GF_serum_3	f_pHep_f_GF_serum__GH_1	f_pHep_f_GF_serum_GH_2	f_pHep_f_GF_serum_GH_3	m_pHep_m_ConvR_1	m_pHep_m_ConvR_2	m_pHep_m_ConvR_3
ENSMUSG00000001436|Slc19a1	848	966	972	944	1220	1054	891	989	864	1117	950	1125	489	516	533
ENSMUSG00000001440|Kpnb1	24966	23254	27071	28178	33213	31061	26805	28899	25472	32837	29668	33247	17739	20163	19405
ENSMUSG00000001441|Npepps	1505	1376	1749	1826	2110	1760	1682	1872	1540	2206	1853	2238	1285	1560	1514
ENSMUSG00000001444|Tbx21	2	2	3	0	1	3	4	1	2	5	0	8	3	0	3
ENSMUSG00000001445|Mrpl10	2685	2785	2767	3044	3543	3381	2857	2864	2683	3339	3008	3537	2269	2358	2335
ENSMUSG00000001467|Cyp51	4817	5773	6734	6116	6068	6010	5762	5709	5485	7964	6021	7532	4847	5277	5824
ENSMUSG00000001472|Tcf25	9165	9629	10295	10742	12534	10624	9728	10161	9067	12226	10077	12518	9520	10391	9995
ENSMUSG00000001473|Tubb6	16677	16575	16519	16080	20159	19673	15971	17917	17051	17785	18633	19693	14134	16239	15838
ENSMUSG00000001482|Def8	1218	1481	1259	2044	2170	2042	1403	1254	1118	1922	1489	1659	1051	1059	1097
ENSMUSG00000001493|Meox1	13	10	13	16	12	18	12	8	3	17	12	17	10	19	26
ENSMUSG00000001494|Sost	1	3	2	1	0	0	3	2	2	3	4	3	1	2	0
ENSMUSG00000001496|Nkx2-1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000001497|Pax9	26	31	36	23	29	16	25	31	33	22	23	35	5	8	7
ENSMUSG00000001504|Irx2	10	11	11	3	8	6	4	5	4	4	11	8	0	3	1
ENSMUSG00000001506|Col1a1	17	9	13	12	12	3	7	17	20	15	13	10	3	3	6
ENSMUSG00000001507|Itga3	8402	7519	8599	7815	7940	7167	7802	9476	8309	10268	8666	10086	3260	3775	3493
ENSMUSG00000001508|Sgca	2	0	1	1	3	0	0	1	0	2	1	1	5	2	2
ENSMUSG00000001510|Dlx3	1	0	0	1	1	1	2	1	1	4	1	3	0	1	0
ENSMUSG00000001517|Foxm1	27	32	34	32	36	16	21	18	14	55	45	43	22	27	17
ENSMUSG00000001518|Itfg2	862	763	845	810	926	998	731	882	884	957	821	970	523	652	648
ENSMUSG00000001520|Nrip2	3	16	11	25	23	9	6	11	15	9	6	12	3	3	6
ENSMUSG00000001521|Tulp3	47	39	27	54	69	34	39	39	21	48	37	58	41	46	25
ENSMUSG00000001524|Gtf2h4	550	594	565	782	815	773	597	555	559	747	659	810	457	501	469
ENSMUSG00000001525|Tubb5	45280	44888	53611	44513	50319	49778	46343	54946	51273	57499	51875	59501	41147	47590	48098
ENSMUSG00000001542|Ell2	6889	6974	7780	9108	10355	8400	7633	7737	6750	11199	9866	11046	7042	7769	7268
ENSMUSG00000001552|Jup	7917	7518	7427	5890	7002	5778	6058	6574	5732	7208	6358	7180	4533	4712	5119
ENSMUSG00000001555|Fkbp10	27	44	32	26	26	32	38	31	21	38	28	41	35	33	21
ENSMUSG00000001558|Klhl10	1	4	6	5	5	5	4	1	2	11	2	5	2	1	2
ENSMUSG00000001566|Mnx1	0	1	2	0	0	0	1	1	2	0	0	2	0	0	0
ENSMUSG00000001569|Nom1	2564	2574	2695	2812	3157	3163	2468	2752	2439	3032	2867	3231	2065	2318	2267
ENSMUSG00000001576|Ergic1	4475	4498	4706	5605	6275	4926	4514	4342	3896	5905	4663	5619	3620	3843	3614
ENSMUSG00000001583|Tnk1	3	5	5	0	0	0	7	4	2	1	2	2	5	6	4
ENSMUSG00000001588|Acap1	6	7	11	5	5	5	17	13	7	12	3	12	8	10	14
ENSMUSG00000001604|Tcea3	17	24	26	79	95	33	34	35	17	37	30	56	37	31	38
ENSMUSG00000001622|Csn3	15	7	12	26	17	20	15	37	41	30	23	27	30	30	33
ENSMUSG00000001627|Ifrd1	10812	8012	10758	8579	11159	11444	10429	12779	10676	10759	13129	14070	9534	10939	10194
ENSMUSG00000001630|Stk38l	8772	6426	8719	7032	8033	6742	7722	8626	7278	8680	8149	9793	8550	10493	9872
ENSMUSG00000001632|Brpf1	1848	1669	1874	1873	2244	2096	1833	2055	1567	2154	1969	2033	1252	1469	1315
ENSMUSG00000001642|Akr1b3	916	919	961	1083	1081	1069	887	855	790	1075	895	1153	486	466	505
ENSMUSG00000001655|Hoxc13	1	2	1	3	0	2	2	1	0	5	0	8	2	2	3
ENSMUSG00000001656|Hoxc11	1	0	0	1	0	2	0	3	0	3	0	7	3	2	0
ENSMUSG00000001657|Hoxc8	3	0	0	0	0	2	1	4	0	3	1	7	2	3	0
ENSMUSG00000001661|Hoxc6	1	0	0	0	0	2	0	1	0	3	0	7	5	1	1
ENSMUSG00000001663|Gstt1	597	618	601	832	918	929	712	617	660	851	632	847	769	662	595
ENSMUSG00000001665|Gstt3	309	360	370	464	489	544	404	360	344	513	392	549	76	105	79
ENSMUSG00000001666|Ddt	999	1192	1083	1462	1534	1502	1055	1118	1076	1446	1207	1458	1047	1111	982
ENSMUSG00000001670|Tat	207	232	125	493	483	530	169	161	169	221	192	201	1193	1158	1173
ENSMUSG00000001672|Marveld3	13	15	8	26	18	11	17	15	11	33	20	24	47	41	36
ENSMUSG00000001674|Ddx18	2427	1920	2128	2175	2503	2677	2234	2415	2207	2502	2579	2860	1859	1961	1847
ENSMUSG00000001687|Ubl3	2364	2465	2628	3011	3395	3380	2517	2654	2332	3101	2729	3195	1747	2128	2003
ENSMUSG00000001700|Gramd3	3337	2998	3324	3734	3715	3737	3352	3917	3630	4216	4038	4825	2623	2946	2940
ENSMUSG00000001707|Eef1e1	1785	1519	1918	1564	1719	1943	1759	2039	2069	2207	2221	2377	1600	1574	1680
ENSMUSG00000001729|Akt1	6222	6501	7007	6079	6821	6135	5923	6159	5877	7510	6535	7826	4363	4676	4769
ENSMUSG00000001739|Cldn15	14	15	21	19	11	24	23	17	12	16	28	27	8	22	12
ENSMUSG00000001741|Il16	16	12	6	5	17	13	6	15	8	9	7	24	32	25	36
ENSMUSG00000001750|Tcirg1	5816	5700	6159	6353	7292	6421	6252	6771	5953	7346	6666	7818	3901	4689	4368
ENSMUSG00000001751|Naglu	830	705	782	1011	1121	928	930	1034	813	1099	843	1225	1033	1067	1136
ENSMUSG00000001755|Coasy	1321	1315	1387	1550	1836	1675	1369	1472	1348	1691	1439	1768	1330	1286	1316
ENSMUSG00000001761|Smo	798	883	930	1114	1268	1157	855	969	752	1059	929	1082	585	609	603
ENSMUSG00000001763|Tspan33	209	208	231	225	282	288	177	187	182	261	166	233	160	144	141
ENSMUSG00000001767|Crnkl1	2470	2586	2899	2868	3297	3297	2724	2656	2532	3283	3217	3789	2349	2839	2639
ENSMUSG00000001768|Rin2	171	172	181	317	293	284	184	180	190	292	207	246	139	184	171
ENSMUSG00000001773|Folh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001774|Chordc1	4069	3957	5016	4424	4870	5198	4497	5013	4595	5520	5709	6053	3582	4215	4113
ENSMUSG00000001783|D10Wsu52e	7747	7613	8402	9099	10265	10426	7975	8778	7995	9469	9444	10791	7136	7790	7662
ENSMUSG00000001785|Pwp1	3373	3225	3780	3921	4378	4602	3792	4000	3818	4194	4424	4974	3009	3296	3361
ENSMUSG00000001786|Fbxo7	1304	1371	1466	1428	1794	1656	1412	1593	1344	1484	1553	1748	1374	1562	1462
ENSMUSG00000001794|Capns1	16136	16559	17164	15815	18497	16635	15345	16499	15674	18034	16354	20048	17222	18542	18467
ENSMUSG00000001802|Lrp3	747	676	668	571	694	710	574	743	597	677	605	726	390	430	447
ENSMUSG00000001804|Dsg4	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0
ENSMUSG00000001815|Evx2	1	4	3	1	0	0	0	0	0	0	0	3	0	4	0
ENSMUSG00000001819|Hoxd13	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001823|Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827|Folr1	0	2	3	1	0	2	0	2	2	0	1	0	0	0	0
ENSMUSG00000001829|Clpb	1976	2093	2265	2472	2757	2441	2150	2227	1996	2648	2266	2457	1457	1524	1517
ENSMUSG00000001833|Sept7	7825	7243	9306	9859	10768	10611	8858	9700	8673	11144	10746	11782	7542	8730	9021
ENSMUSG00000001844|Zdhhc4	661	754	723	1002	1089	1007	702	694	630	885	749	876	544	632	561
ENSMUSG00000001847|Rac1	14188	13805	15164	14122	15852	14151	13250	13997	13830	17764	14859	17448	10499	11863	12114
ENSMUSG00000001855|Nup214	1496	1001	1337	1400	1664	1311	1327	1590	1044	1636	1274	1437	708	817	783
ENSMUSG00000001864|Aif1l	7	11	14	14	5	8	8	7	11	7	14	7	1	6	7
ENSMUSG00000001865|Cpa3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001870|Ltbp1	42	25	33	33	31	28	48	40	67	42	43	32	44	83	38
ENSMUSG00000001891|Ugp2	3447	3287	3979	5161	5364	5092	4232	4403	3794	5326	4547	5448	5142	6147	5920
ENSMUSG00000001901|Kcnh6	1	0	0	0	0	1	1	0	0	0	1	3	3	2	0
ENSMUSG00000001909|Trmt1	3739	3502	3833	3381	4266	4015	3460	4046	3588	4008	3922	4273	2757	2845	2742
ENSMUSG00000001910|Nacc1	3429	2974	3179	3273	3664	3534	2994	3039	3099	3602	3269	3648	2196	2421	2404
ENSMUSG00000001911|Nfix	1673	1276	1261	1345	1469	1216	1184	1173	1084	1452	1232	1293	864	835	917
ENSMUSG00000001918|Slc1a5	101	81	92	85	119	109	123	122	96	118	127	122	56	66	85
ENSMUSG00000001924|Uba1	15749	15513	17661	16829	18917	16668	16088	17730	15678	20088	17506	20329	13049	15192	14306
ENSMUSG00000001930|Vwf	7	2	2	0	2	5	6	0	5	2	1	0	3	7	0
ENSMUSG00000001942|Siae	472	525	538	714	779	640	578	528	480	659	557	729	607	649	696
ENSMUSG00000001943|Vsig2	6	1	4	0	4	1	2	12	2	2	2	3	8	2	3
ENSMUSG00000001946|Esam	71	29	51	37	43	31	19	49	26	41	36	51	78	103	85
ENSMUSG00000001948|Spa17	29	18	29	42	51	30	44	41	40	43	45	45	16	43	26
ENSMUSG00000001962|Fam50a	2457	1569	1806	1867	2211	2068	1986	2336	1879	2304	2236	2447	1839	1870	1983
ENSMUSG00000001964|Emd	1003	933	910	1036	1161	1132	839	1043	853	1054	1035	1255	736	821	807
ENSMUSG00000001983|Taco1	489	610	507	589	700	648	614	517	462	582	601	666	406	480	477
ENSMUSG00000001985|Grik3	11	16	11	5	7	7	5	2	6	5	3	9	4	4	11
ENSMUSG00000001986|Gria3	180	171	171	327	409	323	188	149	88	263	185	216	125	128	128
ENSMUSG00000001988|Npas1	0	0	1	0	0	2	0	0	1	2	0	0	2	3	2
ENSMUSG00000001995|Sipa1l2	197	155	227	258	311	256	225	181	172	247	163	232	123	121	129
ENSMUSG00000001998|Ap4e1	1664	1548	1990	2114	2359	2094	1926	2085	1631	2421	2126	2593	1378	1717	1494
ENSMUSG00000001999|Blvra	774	818	877	991	1111	978	879	800	733	1126	906	1095	653	666	734
ENSMUSG00000002006|Pdzd4	1	2	4	4	1	5	0	3	1	8	2	3	1	4	6
ENSMUSG00000002007|Srpk3	1	2	0	2	0	1	0	0	0	1	0	1	1	0	0
ENSMUSG00000002010|Idh3g	2309	2353	2435	2487	2986	2750	2307	2438	2404	2766	2539	3043	1975	2373	2138
ENSMUSG00000002012|Pnck	1	1	0	2	0	1	1	2	5	0	0	3	1	1	0
ENSMUSG00000002014|Ssr4	3161	3331	3284	3633	3874	3390	3336	3131	2994	4072	3313	4127	3507	3691	3917
ENSMUSG00000002015|Bcap31	6568	6594	7213	7576	8431	8017	6837	7177	6718	8417	7526	9296	7523	8409	8123
ENSMUSG00000002017|Fam98a	2537	1951	2263	2758	3001	2448	2348	2335	2033	2959	2579	2993	2038	2326	2387
ENSMUSG00000002020|Ltbp2	1979	2302	2416	2440	1937	979	1677	1518	1110	3265	1536	2176	254	362	454
ENSMUSG00000002028|Mll1	1963	1419	1819	1708	2057	1412	1924	2262	1321	2807	1876	2106	988	1037	945
ENSMUSG00000002031|Ift46	2139	2165	2476	2203	2593	2426	2068	2339	2102	2621	2278	2815	1933	2019	1994
ENSMUSG00000002032|Tmem25	37	56	43	114	100	66	47	26	47	61	43	53	28	36	39
ENSMUSG00000002033|Cd3g	1	1	1	2	1	1	1	0	2	0	0	0	0	2	1
ENSMUSG00000002043|Trappc6a	897	662	824	970	1328	1212	950	989	860	1020	1004	1166	979	1047	963
ENSMUSG00000002052|Supt6h	5094	4655	5602	5816	6659	5588	5321	5969	4580	6882	5925	6553	3554	4192	3900
ENSMUSG00000002055|Spag5	67	78	102	92	107	95	69	96	79	138	95	137	94	89	98
ENSMUSG00000002057|Foxn1	1	2	0	1	0	0	2	5	5	1	2	4	0	1	1
ENSMUSG00000002058|Unc119	421	442	437	515	537	643	421	463	406	521	449	542	487	474	515
ENSMUSG00000002059|Rab34	369	363	376	374	515	484	351	373	321	433	406	423	524	614	635
ENSMUSG00000002064|Sdf2	1589	1524	1680	1625	1868	1731	1538	1672	1528	1745	1743	2003	1595	1643	1603
ENSMUSG00000002068|Ccne1	231	280	319	298	273	285	244	248	230	402	291	321	253	281	271
ENSMUSG00000002076|Hsf2bp	15	11	19	26	38	21	23	7	21	24	17	26	12	26	15
ENSMUSG00000002083|Bbc3	1191	942	921	904	1134	1303	880	1067	884	815	1125	1110	790	790	777
ENSMUSG00000002100|Mybpc3	0	3	1	0	3	2	4	0	1	0	1	1	0	3	0
ENSMUSG00000002102|Psmc3	7044	7595	7600	7734	9072	8776	7367	7649	7225	8611	7940	9454	7045	7598	7399
ENSMUSG00000002103|Acp2	1392	1480	1439	2084	2139	1898	1532	1540	1284	1909	1569	2050	1674	1876	1718
ENSMUSG00000002104|Rapsn	2	5	9	9	3	6	14	7	2	9	14	8	3	7	1
ENSMUSG00000002105|Slc39a13	915	1188	1036	1199	1329	989	1045	871	812	1203	1001	1176	805	789	880
ENSMUSG00000002107|Celf2	312	288	294	355	450	295	325	273	248	385	301	385	212	258	219
ENSMUSG00000002108|Nr1h3	1183	1486	1275	1945	2192	1877	1402	1232	1237	1843	1441	1898	1025	1066	1140
ENSMUSG00000002109|Ddb2	188	184	186	298	296	292	203	263	181	290	218	246	137	179	142
ENSMUSG00000002111|Sfpi1	2	8	10	7	8	9	10	6	12	8	10	27	14	18	6
ENSMUSG00000002129|Sf3a1	2531	1898	2061	2417	2802	2705	2279	2702	2172	2632	2422	2797	1526	1563	1579
ENSMUSG00000002147|Stat6	5906	6111	6653	6870	7689	6489	5895	6195	5486	7747	6537	7597	4366	4662	4791
ENSMUSG00000002190|Clgn	1	0	0	1	0	1	0	3	0	0	2	1	0	1	1
ENSMUSG00000002204|Napsa	1	2	1	1	0	1	0	0	0	1	0	1	0	3	3
ENSMUSG00000002205|Vrk3	1044	942	1112	1230	1317	1186	1128	1373	1029	1318	1255	1286	794	956	916
ENSMUSG00000002210|Smg9	979	923	927	1032	1280	1026	800	1046	848	1013	895	1072	549	612	554
ENSMUSG00000002221|Paxip1	857	764	810	866	988	900	767	872	711	868	810	930	587	675	555
ENSMUSG00000002222|Rmnd5a	4239	3706	4741	4468	5127	5100	4537	4912	3985	5327	4999	5360	3748	4274	3854
ENSMUSG00000002227|Mov10	1819	1643	1691	2116	2248	1670	1786	1946	1530	2614	1693	2122	1186	1372	1311
ENSMUSG00000002228|Ppm1j	242	278	331	256	299	209	279	235	191	338	257	345	226	221	223
ENSMUSG00000002233|Rhoc	8303	7577	7954	8404	9070	7929	8361	8587	8299	10414	8775	11091	9275	9396	10270
ENSMUSG00000002240|4930432K09Rik	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000002249|Tead3	291	256	266	361	399	317	276	318	225	329	236	316	217	216	226
ENSMUSG00000002250|Ppard	430	288	325	317	363	304	297	390	328	379	380	388	227	254	225
ENSMUSG00000002257|Def6	6	10	16	6	6	2	3	5	5	5	6	1	7	2	5
ENSMUSG00000002265|Peg3	99	103	144	199	214	123	156	155	89	185	142	131	405	551	418
ENSMUSG00000002266|Zim1	2	0	0	0	0	0	0	2	0	0	0	0	3	2	0
ENSMUSG00000002274|Metrn	112	150	128	167	160	155	134	109	106	114	119	164	58	52	51
ENSMUSG00000002279|Lmf1	1237	1188	1342	1477	1758	1396	1312	1334	1274	1730	1329	1683	1108	1142	1102
ENSMUSG00000002280|Narfl	880	898	954	1039	1132	1244	869	859	797	1093	929	1148	659	690	759
ENSMUSG00000002289|Angptl4	7134	10221	7280	15650	18524	11643	7998	5813	5474	12893	10533	11771	6414	7099	7001
ENSMUSG00000002297|Dbf4	1311	1045	1481	1110	1293	1475	1192	1604	1218	1447	1536	1589	1119	1212	1155
ENSMUSG00000002307|Daxx	2044	1828	2028	2268	2718	2411	1815	2150	1870	2340	2113	2418	1387	1572	1409
ENSMUSG00000002308|Cd320	278	251	300	228	283	299	272	279	278	310	274	302	246	261	211
ENSMUSG00000002319|Ipo4	4279	4085	4466	4444	5107	4210	4309	4690	4038	5070	4376	5196	2960	3424	3221
ENSMUSG00000002320|Tm9sf1	1915	1815	2035	2425	2585	2220	1943	2180	1932	2429	2092	2467	1686	1908	1903
ENSMUSG00000002324|Rec8	3	0	2	1	3	0	3	2	1	2	2	1	4	1	1
ENSMUSG00000002325|Irf9	3139	3236	3285	3870	4526	4532	3223	3653	3395	3630	3634	4209	2661	3152	2708
ENSMUSG00000002326|Gmpr2	1189	972	1035	1166	1405	1326	991	1190	1036	1303	1104	1304	891	991	921
ENSMUSG00000002329|Mdp1	771	869	836	1093	1252	1208	865	894	780	1119	910	1255	786	803	840
ENSMUSG00000002332|Dhrs1	1005	1035	1033	1386	1457	1211	1139	1086	1156	1523	1206	1522	1261	1373	1431
ENSMUSG00000002341|Ncan	1	2	2	0	3	2	3	2	1	2	4	0	5	9	2
ENSMUSG00000002342|Tmem161a	1502	1386	1336	1419	1629	1686	1276	1364	1338	1577	1373	1692	1144	1044	1121
ENSMUSG00000002343|Armc6	1249	1382	1231	1330	1576	1582	1224	1332	1226	1348	1237	1530	733	745	753
ENSMUSG00000002345|2310045N01Rik	968	998	932	958	1104	1073	893	1008	852	1108	939	1159	901	833	917
ENSMUSG00000002346|Slc25a42	185	194	194	267	286	230	195	179	123	252	171	192	143	149	138
ENSMUSG00000002365|Snx9	4450	4321	4900	4602	5304	4919	4437	4986	4600	5290	4999	5646	3282	3718	3476
ENSMUSG00000002372|Ranbp3	2376	2602	2620	2478	2963	2969	2435	2612	2397	2764	2558	2936	1866	1948	1880
ENSMUSG00000002379|Ndufa11	2004	1950	1877	1919	2192	2049	1813	1796	1760	2062	1799	2206	1865	1956	1941
ENSMUSG00000002384|Bmp8b	2896	3294	3065	3142	3459	2520	2873	2607	2283	3845	3055	3257	1432	1455	1627
ENSMUSG00000002393|Nr2f6	3937	4305	4095	4525	4737	4566	3826	3786	3539	4706	3816	4956	3555	3714	3915
ENSMUSG00000002395|Use1	1515	1497	1463	1717	1906	1859	1604	1580	1532	1607	1540	1948	1732	1726	1725
ENSMUSG00000002396|Ocel1	385	370	326	396	579	507	359	372	307	383	329	387	413	424	442
ENSMUSG00000002409|Dyrk1b	327	247	304	213	274	284	264	369	298	284	306	273	245	271	217
ENSMUSG00000002413|Braf	1971	1703	2000	2316	2780	2263	2064	2327	1740	3015	2294	2634	1591	1867	1579
ENSMUSG00000002416|Ndufb2	1240	1489	1472	1498	1512	1789	1441	1367	1352	1782	1471	1757	1445	1501	1565
ENSMUSG00000002428|Hltf	1229	1265	1448	1655	1772	1664	1405	1452	1244	1714	1633	1922	1361	1676	1605
ENSMUSG00000002455|Prpf6	4472	4161	4655	4947	5880	5655	4575	4827	4167	5094	5011	5800	3928	4339	4081
ENSMUSG00000002458|Rgs19	282	278	267	235	284	276	270	276	283	329	276	314	184	211	174
ENSMUSG00000002459|Rgs20	37	23	21	35	40	14	33	33	25	55	37	49	38	57	42
ENSMUSG00000002475|Abhd3	388	486	447	639	686	519	491	335	359	701	398	581	438	483	489
ENSMUSG00000002477|Snrpd1	1984	1863	2253	2280	2539	2627	2120	2488	2202	2605	2618	2864	1667	1832	1909
ENSMUSG00000002486|Tchp	341	291	298	335	390	393	280	388	276	334	345	398	184	214	197
ENSMUSG00000002489|Tiam1	2	5	5	3	1	1	4	13	8	2	6	2	3	2	8
ENSMUSG00000002496|Tsc2	1434	1216	1436	1446	1591	1093	1279	1634	1014	1695	1347	1398	808	999	895
ENSMUSG00000002500|Rpl3l	0	1	2	1	0	2	2	0	4	2	4	0	2	2	2
ENSMUSG00000002504|Slc9a3r2	302	362	348	407	395	441	415	362	301	465	359	418	255	268	269
ENSMUSG00000002524|Puf60	6047	5825	6384	6177	7144	6859	5781	6669	6212	6700	6566	7408	4944	5314	5412
ENSMUSG00000002546|Golga2	3182	2885	3565	3454	4423	3376	3254	3471	2868	3872	3310	3852	2853	3219	3083
ENSMUSG00000002550|Uck1	1025	1177	1146	1374	1647	1750	1043	1280	1087	1235	1251	1385	823	832	809
ENSMUSG00000002565|Scin	0	0	0	0	0	1	2	2	1	5	2	3	2	2	0
ENSMUSG00000002578|Ikzf4	4	7	5	1	8	10	5	6	10	16	16	12	7	15	4
ENSMUSG00000002580|Mien1	2210	1757	1975	2169	2520	2478	2101	2294	2146	2369	2373	2661	1866	2081	2172
ENSMUSG00000002588|Pon1	1937	2292	2513	3086	3224	2358	2478	2034	2014	3418	2331	3331	3408	3970	3894
ENSMUSG00000002602|Axl	243	152	216	139	184	276	216	334	257	168	252	251	279	270	322
ENSMUSG00000002603|Tgfb1	67	51	65	58	53	48	51	61	43	80	60	76	56	44	36
ENSMUSG00000002608|Ccdc97	679	478	565	630	683	601	572	634	542	633	609	720	440	441	423
ENSMUSG00000002617|Zfp40	182	183	244	361	420	369	244	229	167	296	248	291	197	180	191
ENSMUSG00000002625|Akap8l	1195	1344	1412	1424	1642	1527	1250	1380	1126	1472	1452	1577	982	1032	989
ENSMUSG00000002633|Shh	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000002635|Pdcd2l	577	505	624	603	685	694	625	646	595	659	681	708	449	483	493
ENSMUSG00000002658|Gtf2f1	5955	5690	6030	6091	6826	6993	5816	5892	5387	6267	6444	7123	4152	4461	4401
ENSMUSG00000002660|Clpp	2096	1744	2048	2043	2510	2355	1920	2243	2109	2305	2223	2510	1626	1767	1777
ENSMUSG00000002661|Alkbh7	233	235	236	383	304	417	258	245	279	288	226	349	145	154	167
ENSMUSG00000002664|Pspn	4	6	0	6	5	3	3	2	3	2	1	2	0	0	1
ENSMUSG00000002668|Dennd1c	5	4	1	4	4	1	2	2	2	3	0	1	3	1	1
ENSMUSG00000002679|Med6	1099	1106	1232	1239	1548	1566	1162	1459	1265	1330	1351	1628	1079	1107	1179
ENSMUSG00000002688|Prkd1	0	0	1	0	0	1	2	0	0	0	0	4	0	3	0
ENSMUSG00000002699|Lcp2	21	14	9	6	10	9	8	13	5	35	29	40	20	15	16
ENSMUSG00000002718|Cse1l	5451	4414	5659	4659	5495	5727	4724	5360	4978	5643	5753	6551	3991	4536	4651
ENSMUSG00000002728|Naa20	3134	3279	3574	3926	4562	4507	3466	3807	3458	4300	4184	4568	2556	2957	2983
ENSMUSG00000002731|Prkra	467	483	569	584	648	692	571	541	514	627	602	742	493	537	544
ENSMUSG00000002732|Fkbp7	104	102	120	179	144	152	120	140	112	145	128	175	131	128	153
ENSMUSG00000002733|Plekha3	2538	2152	2492	2223	2623	2585	2240	2562	2299	2756	2792	2919	1776	2031	2007
ENSMUSG00000002741|Ykt6	7604	6981	8118	7216	8520	8000	7037	7972	7220	8266	8025	8784	5761	6523	6385
ENSMUSG00000002748|Baz1b	4563	4059	5108	5280	5985	5412	5128	5228	4239	6224	5377	6030	3276	4101	3781
ENSMUSG00000002763|Pex6	1737	1685	1809	2089	2411	2135	1669	1866	1657	1892	1824	2071	1387	1552	1477
ENSMUSG00000002767|Mrpl2	1954	1972	2009	2160	2530	2660	2061	2085	1967	2199	2121	2436	1672	1786	1829
ENSMUSG00000002768|Mea1	3201	2947	3164	2996	3602	3604	2968	3323	3058	3422	3319	3977	3039	2976	3202
ENSMUSG00000002769|Gnmt	395	434	345	498	502	520	284	321	286	474	362	370	899	939	908
ENSMUSG00000002771|Grin2d	6	5	6	5	7	3	12	6	1	7	2	5	2	7	8
ENSMUSG00000002778|Kdelr1	3831	3772	3877	4677	5346	4572	3919	3990	3738	5005	4155	4842	3729	4160	4194
ENSMUSG00000002781|Tmem143	401	486	430	575	674	578	484	409	388	564	434	591	372	358	380
ENSMUSG00000002791|Pdxk-ps	1	4	10	1	5	0	1	0	2	1	2	2	4	2	4
ENSMUSG00000002797|Ggct	2855	1745	2952	1425	1813	2036	2598	3904	3563	2423	3191	3656	630	678	647
ENSMUSG00000002799|Jag2	10	1	6	10	9	6	4	8	4	4	2	7	2	7	0
ENSMUSG00000002803|Btbd6	826	727	714	824	902	956	781	835	647	878	819	983	555	584	571
ENSMUSG00000002804|Nudt14	131	125	111	183	201	214	113	116	149	185	133	180	141	161	177
ENSMUSG00000002808|Epdr1	67	33	47	92	91	96	73	62	56	57	63	98	63	49	62
ENSMUSG00000002812|Flii	7345	7071	7850	7468	8280	7574	7274	8167	6612	8798	7691	8644	5137	5749	5571
ENSMUSG00000002814|Top3a	594	518	668	587	683	701	591	748	622	729	703	714	463	530	435
ENSMUSG00000002820|Atg4d	734	745	772	724	787	748	763	719	700	957	826	927	516	572	575
ENSMUSG00000002825|Qtrt1	807	737	713	674	843	865	773	809	821	780	813	880	583	569	633
ENSMUSG00000002831|Plin4	135	171	151	305	386	143	184	153	90	310	152	224	682	704	734
ENSMUSG00000002833|Hdgfrp2	1551	1315	1579	1593	1647	1757	1641	1583	1443	1792	1647	1859	1229	1285	1364
ENSMUSG00000002835|Chaf1a	254	283	317	296	326	295	313	292	243	439	281	390	114	165	167
ENSMUSG00000002844|Adprh	810	687	829	842	1114	963	779	1001	888	1030	834	979	663	624	701
ENSMUSG00000002845|Tmem39a	955	894	1012	1131	1277	1093	1036	1037	969	1228	1125	1379	965	1129	1135
ENSMUSG00000002846|Timmdc1	1325	1287	1258	1431	1742	1511	1385	1376	1346	1497	1358	1665	1218	1288	1333
ENSMUSG00000002847|Pla1a	900	1004	1078	1612	1499	1322	1241	1064	986	1714	1168	1583	1311	1411	1337
ENSMUSG00000002870|Mcm2	1271	1353	1434	1291	1404	1443	1274	1440	1337	1550	1321	1580	638	689	724
ENSMUSG00000002871|Tpra1	1043	1032	1115	1022	1292	1198	1106	1315	1122	1319	1067	1401	837	939	900
ENSMUSG00000002881|Nab1	9272	8733	10414	12120	13090	11002	10667	10653	9539	13893	11496	13732	9128	10314	10318
ENSMUSG00000002885|Cd97	562	526	673	577	620	548	548	553	548	708	554	752	990	1229	1198
ENSMUSG00000002897|Il17ra	2206	2165	2260	2037	2517	2299	1913	2108	1729	2280	2225	2344	1197	1230	1202
ENSMUSG00000002900|Lamb1	136	72	155	115	119	137	152	213	147	119	190	164	120	148	152
ENSMUSG00000002908|Kcnn1	181	194	169	253	274	235	201	176	147	235	201	232	79	97	93
