Gene_name	Exon_length	Sample_CTR1_WAT_ZT02	Sample_CTR1_WAT_ZT06	Sample_CTR1_WAT_ZT10	Sample_CTR1_WAT_ZT14	Sample_CTR1_WAT_ZT18	Sample_CTR1_WAT_ZT22	Sample_CTR2_WAT_ZT02	Sample_CTR2_WAT_ZT06	Sample_CTR2_WAT_ZT10	Sample_CTR2_WAT_ZT14	Sample_CTR2_WAT_ZT18	Sample_CTR2_WAT_ZT22	Sample_GFM1_WAT_ZT06	Sample_GFM1_WAT_ZT10	Sample_GFM1_WAT_ZT22	Sample_GFM2_WAT_ZT02	Sample_GFM2_WAT_ZT06	Sample_GFM2_WAT_ZT10	Sample_GFM2_WAT_ZT14	Sample_GFM2_WAT_ZT18	Sample_GFM2_WAT_ZT22
ENSMUSG00000001082|Mfsd10	2752	443	422	430	497	293	330	459	393	524	427	376	444	391	452	391	560	437	455	368	477	481
ENSMUSG00000001089|Luzp1	10833	3352	2812	2759	2956	2140	2459	3371	2647	3605	2637	2608	2993	3257	3065	2818	3235	3383	3468	2361	3432	4171
ENSMUSG00000001095|Slc13a2	5046	21	18	12	6	4	5	15	6	6	5	10	9	12	8	12	3	14	2	3	6	18
ENSMUSG00000001098|Kctd10	4046	3328	2707	2853	3014	2044	2460	3293	2694	3654	2629	2627	3273	3413	2949	2617	4470	3516	3039	2356	3481	3823
ENSMUSG00000001100|Poldip2	3783	3814	3822	2533	2952	2203	2687	3145	3357	3169	2669	2677	3334	3644	4724	3158	4025	3851	3677	3189	4394	5745
ENSMUSG00000001103|Sebox	1357	1	0	1	0	0	2	1	0	0	1	1	0	0	0	0	0	0	1	1	1	3
ENSMUSG00000001105|Ift20	1525	1017	963	767	854	624	768	973	923	907	762	853	936	956	1024	1083	1109	1000	836	761	1214	1650
ENSMUSG00000001119|Col6a1	4380	16805	13356	14639	13056	7749	12218	16904	12942	16585	12076	14397	20936	12664	10145	13400	22143	16147	10618	9017	13340	12730
ENSMUSG00000001120|Pcbp3	2933	236	195	199	222	135	222	235	139	288	191	181	260	180	147	162	212	175	204	111	170	261
ENSMUSG00000001123|Lgals9	2137	1165	1035	915	907	684	765	1225	962	1195	861	952	1044	1050	973	783	1274	926	995	760	1000	1281
ENSMUSG00000001127|Araf	7094	2981	2812	2305	2422	1960	1973	2673	2319	3082	2189	2088	2775	2570	2871	2522	2955	2822	2607	2185	2911	3578
ENSMUSG00000001128|Cfp	1736	1674	1707	1807	1390	880	1478	2556	1415	1877	1520	1396	1811	1892	1172	873	2956	1318	1329	815	1263	1482
ENSMUSG00000001131|Timp1	888	82	55	124	52	36	67	84	41	36	52	60	82	34	39	65	156	57	29	31	41	39
ENSMUSG00000001134|Uxt	1826	460	469	287	339	237	331	373	432	388	322	331	397	497	510	396	502	463	392	342	541	702
ENSMUSG00000001138|Cnnm3	5558	1041	1057	801	818	892	961	876	943	1039	823	773	1361	667	705	601	996	726	890	626	879	909
ENSMUSG00000001143|Lman2l	5995	1218	1219	1044	1048	1135	1004	1049	1106	1171	894	1111	1262	1018	1207	1036	1219	1199	1280	928	1303	1635
ENSMUSG00000001150|Mcm3ap	6382	2295	1823	1782	1661	1422	1549	2080	1795	2183	1564	1644	2043	1870	2087	1766	2333	2070	2157	1552	2310	2351
ENSMUSG00000001151|Pcnt	9530	2039	2067	2011	1921	1394	1715	1843	1851	2667	1688	1579	2311	1991	2317	1897	2262	2713	2658	1653	1945	2352
ENSMUSG00000001155|Ftcd	3192	23	9	11	7	2	3	122	9	3	5	3	4	8	11	47	1	12	2	52	3	4
ENSMUSG00000001156|Mxd1	4662	590	605	606	649	322	430	433	576	903	532	388	536	998	1273	536	516	1054	1006	569	706	623
ENSMUSG00000001157|Gmcl1	3823	551	524	473	454	381	424	557	459	599	402	425	517	629	657	545	622	689	562	461	557	661
ENSMUSG00000001158|Snrnp27	1767	834	729	615	661	491	546	824	738	845	569	651	753	898	959	829	953	882	802	737	980	1230
ENSMUSG00000001166|Oas1c	2405	93	110	112	73	49	77	110	74	136	77	58	97	73	88	96	93	108	74	71	120	113
ENSMUSG00000001168|Oas1h	1709	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSMUSG00000001173|Ocrl	9486	1155	1027	1040	1006	687	780	1149	966	1269	959	957	1083	907	1077	974	1105	988	1108	774	1056	1267
ENSMUSG00000001175|Calm1	4698	20192	16282	13626	14543	11047	12822	17406	14681	17350	14366	15591	17818	20097	18555	17949	22098	17395	14236	13329	22863	27306
ENSMUSG00000001211|Agpat3	7696	7135	7336	5489	5588	4632	5766	6333	6785	6560	4964	5319	7368	7854	8777	6476	8446	7156	6986	5383	7841	12134
ENSMUSG00000001225|Slc26a3	7590	502	32	38	29	9	17	400	130	122	190	292	163	23	20	1100	19	672	13	24	20	66
ENSMUSG00000001227|Sema6b	3977	477	453	483	418	375	384	335	395	593	512	338	582	476	523	414	527	677	636	620	577	745
ENSMUSG00000001228|Uhrf1	4259	145	84	150	142	107	98	209	117	129	169	150	137	109	160	165	115	132	131	108	137	129
ENSMUSG00000001229|Dpp9	3509	1099	843	860	822	932	690	937	888	907	845	938	890	713	732	750	995	753	891	551	990	1136
ENSMUSG00000001240|Ramp2	3837	3200	2742	2337	2627	1681	2110	2435	2305	3124	2312	2228	2895	2895	3177	2322	3237	3009	2882	2528	3506	3786
ENSMUSG00000001247|Lsr	6618	534	387	406	369	213	257	555	399	390	329	445	442	313	390	563	527	520	300	251	329	469
ENSMUSG00000001248|Gramd1a	3006	1444	1387	1481	1538	1088	970	1245	1278	1655	1257	1154	1460	1427	2093	1159	1733	1758	1802	1507	1489	2073
ENSMUSG00000001249|Hpn	3323	198	36	39	34	22	18	218	39	55	46	108	55	44	99	413	31	298	60	86	24	46
ENSMUSG00000001260|Gabrg1	4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001270|Ckb	1478	3209	1409	1236	1167	717	1017	2649	1517	1465	1317	2089	1524	1759	1596	4641	2091	3424	1270	927	1823	2905
ENSMUSG00000001280|Sp1	8325	5074	5417	4776	3989	3571	4270	4921	5061	5697	3744	3747	5293	4738	4929	4270	4736	5406	5446	3499	4709	5705
ENSMUSG00000001281|Itgb7	2743	283	216	230	192	170	213	309	245	320	192	203	290	278	227	178	452	240	242	169	279	287
ENSMUSG00000001285|Myg1	2823	726	616	547	614	388	469	643	560	712	507	572	627	619	756	649	719	694	609	523	769	851
ENSMUSG00000001288|Rarg	4109	1201	993	1162	1130	813	819	998	912	1569	891	1027	1348	952	1052	810	1362	1140	1107	719	1193	1097
ENSMUSG00000001289|Pfdn5	1394	2767	2750	2250	2301	1598	2132	2715	2456	3049	2185	2240	2603	2933	3025	3006	3105	3012	2631	2256	3171	3911
ENSMUSG00000001300|Efnb2	4324	446	458	494	372	439	435	505	524	757	452	458	504	564	618	535	585	803	894	505	753	938
ENSMUSG00000001305|Rrp15	3239	528	357	361	412	265	344	491	345	523	359	341	425	384	372	411	462	426	371	367	561	635
ENSMUSG00000001313|Rnd2	2287	139	114	129	116	78	125	119	88	163	122	93	128	121	119	134	159	139	109	95	151	179
ENSMUSG00000001323|Srr	4849	1178	1148	898	1009	762	840	1034	960	1256	896	866	1166	1033	1352	1055	1093	1208	1164	991	1270	1805
ENSMUSG00000001333|Sync	3540	171	102	149	166	162	85	202	125	174	147	233	118	130	121	109	249	143	102	81	121	122
ENSMUSG00000001334|Fndc5	2763	380	294	41	179	20	254	292	224	257	205	104	162	149	66	247	17	275	144	205	245	214
ENSMUSG00000001348|Acp5	1612	8671	12835	7515	8398	6872	8728	7576	10922	7758	6411	8261	11971	7129	9972	6980	9853	8374	8346	7426	9714	13165
ENSMUSG00000001349|Cnn1	2368	176	62	37	82	48	269	199	111	176	77	98	149	115	127	194	83	208	66	74	102	2962
ENSMUSG00000001366|Fbxo9	3103	2129	1891	1429	1591	1239	1338	1854	1715	1884	1510	1385	1759	2053	2015	1760	2218	1956	1901	1679	2605	3275
ENSMUSG00000001376|Ccdc132	9936	1680	1455	1251	1228	803	1170	1468	1396	1754	1216	1177	1534	1633	1850	1442	1514	1666	1562	1336	1774	1963
ENSMUSG00000001379|Apbb3	2061	466	389	435	424	323	347	378	331	531	342	328	464	400	547	421	393	455	536	515	486	504
ENSMUSG00000001380|Hars	1990	1799	1630	1291	1473	966	1218	1656	1482	1690	1264	1327	1620	1870	1775	1575	2031	1608	1484	1275	1973	2690
ENSMUSG00000001383|Zmat2	2257	1578	1549	1316	1233	941	1144	1454	1374	1729	1145	1183	1560	1553	1569	1346	1724	1524	1284	1185	1843	1932
ENSMUSG00000001403|Ube2c	2629	39	49	67	39	42	24	29	35	40	42	71	94	21	35	37	49	25	40	35	55	41
ENSMUSG00000001415|Smg5	4447	2292	1613	1495	1854	1225	1404	2348	1579	2161	1816	1652	1943	1809	1795	2098	2282	1923	1955	1712	3044	3207
ENSMUSG00000001416|Cct3	4689	3757	3306	2438	2537	2167	2503	3509	3022	3082	2276	2586	2834	3671	3543	3093	3792	3401	2620	2252	4048	5530
ENSMUSG00000001417|Rhbg	2499	94	88	64	73	52	81	90	71	76	76	59	90	94	182	102	116	136	136	130	145	160
ENSMUSG00000001418|0610031J06Rik	5862	1505	1536	1347	1376	1102	1036	1502	1340	1497	1238	1384	1583	1333	1539	1412	1718	1340	1389	1106	1531	2013
ENSMUSG00000001419|Mef2d	5985	1527	1363	1594	1483	1324	1117	1499	1203	1751	1424	1237	1454	1036	1313	1019	1107	1298	1983	1078	1367	1591
ENSMUSG00000001420|Tmem79	4047	305	218	91	88	108	70	253	349	116	108	83	94	364	501	463	300	319	210	159	452	2286
ENSMUSG00000001424|Snd1	11552	4909	4403	3897	3973	3007	3561	4486	4189	4768	3846	3940	4612	4622	4867	4055	5365	4699	4391	3515	5001	6078
ENSMUSG00000001435|Col18a1	7380	6299	4943	6275	6093	4312	4897	6182	4775	7417	5645	6013	7263	4603	4044	4399	7737	4801	5015	3300	5482	4034
ENSMUSG00000001436|Slc19a1	6994	789	513	404	505	424	554	752	615	478	497	467	642	867	844	1044	913	991	734	548	1158	1608
ENSMUSG00000001440|Kpnb1	6590	9506	8532	7324	7655	5794	6757	8514	8267	9639	6873	7054	8816	9340	8565	7713	10255	9165	8219	6323	9761	11501
ENSMUSG00000001441|Npepps	7279	2790	2556	2131	2381	2296	2172	2402	2432	3024	2157	2503	2644	2192	2474	1958	2411	2600	3115	2104	2587	2333
ENSMUSG00000001444|Tbx21	2488	22	19	13	20	7	16	19	34	17	11	15	26	15	38	12	35	19	37	14	18	46
ENSMUSG00000001445|Mrpl10	1708	1836	1828	1516	1430	1023	1279	1560	1620	1754	1354	1242	1647	1912	2095	1575	2201	1814	1658	1545	2040	2555
ENSMUSG00000001467|Cyp51	4286	3483	1639	921	1018	755	1081	2995	2098	1179	1190	957	937	2322	3423	3062	2383	2630	1446	1801	4596	12293
ENSMUSG00000001472|Tcf25	4049	7977	7960	7220	7552	5466	5758	7254	7167	8684	6638	6696	8521	8333	9577	7669	9908	9102	8614	7162	9631	12897
ENSMUSG00000001473|Tubb6	1757	1166	751	1044	866	577	664	1199	728	918	889	1103	884	868	744	837	1530	1024	703	591	1136	1559
ENSMUSG00000001482|Def8	3988	1045	937	811	873	616	737	917	870	1037	834	814	1005	907	930	979	1084	934	830	714	1079	1435
ENSMUSG00000001493|Meox1	2638	181	113	96	123	82	150	213	100	258	97	147	155	204	178	145	294	227	227	104	204	235
ENSMUSG00000001494|Sost	2066	1	1	0	0	1	1	3	1	1	0	1	5	7	2	1	1	1	2	0	1	276
ENSMUSG00000001496|Nkx2-1	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001497|Pax9	5462	0	0	1	1	1	0	1	1	1	0	0	1	0	1	2	2	0	0	0	0	1
ENSMUSG00000001504|Irx2	3280	102	7	4	3	0	4	92	28	19	36	79	33	8	8	255	8	143	8	4	4	23
ENSMUSG00000001506|Col1a1	6563	11922	8625	8985	7945	5017	7680	12909	9945	11026	10303	7800	11694	3677	3971	5151	4400	5291	7083	2836	3617	3078
ENSMUSG00000001507|Itga3	5710	636	364	528	424	375	297	639	471	448	410	532	520	431	584	694	759	710	615	416	454	750
ENSMUSG00000001508|Sgca	2531	5	3	0	1	1	6	5	7	4	2	1	8	8	6	1	1	5	4	2	8	36
ENSMUSG00000001510|Dlx3	2637	12	1	2	1	0	1	3	2	3	4	3	0	2	0	3	1	2	1	0	0	3
ENSMUSG00000001517|Foxm1	5498	60	32	70	57	47	67	74	51	65	82	49	78	49	47	50	61	33	66	45	58	69
ENSMUSG00000001518|Itfg2	5069	417	357	247	271	233	267	388	334	337	283	267	336	305	340	353	332	358	271	266	428	602
ENSMUSG00000001520|Nrip2	3674	93	147	97	98	96	129	123	109	121	94	56	136	88	96	70	89	104	93	67	101	123
ENSMUSG00000001521|Tulp3	6704	854	469	455	468	458	446	792	473	612	533	625	635	457	340	618	669	460	417	295	529	476
ENSMUSG00000001524|Gtf2h4	3313	432	352	288	274	251	265	362	305	351	327	294	339	346	360	365	453	344	285	302	448	490
ENSMUSG00000001525|Tubb5	3322	8033	5781	5669	5570	4838	5345	8446	6805	6758	6107	5948	6194	7228	8530	6961	8326	7512	7100	5727	10339	14018
ENSMUSG00000001542|Ell2	3777	3068	2435	2051	2658	1773	2114	2388	2287	2848	2373	2152	2662	2543	2992	2310	2841	2445	2654	2901	3224	3448
ENSMUSG00000001552|Jup	6436	5059	4431	6529	6185	4045	3641	4139	3592	7991	5221	4987	5835	3925	4485	3728	6928	5595	7063	4269	4994	4502
ENSMUSG00000001555|Fkbp10	3367	655	636	647	619	276	498	727	640	791	610	495	683	588	612	559	712	733	644	424	536	515
ENSMUSG00000001558|Klhl10	2161	9	16	13	64	7	109	41	14	14	11	13	12	73	12	49	51	20	12	10	8	13
ENSMUSG00000001566|Mnx1	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001569|Nom1	4895	1337	1112	1024	1000	671	983	1221	1125	1410	969	831	1227	1261	1346	1171	1406	1452	1219	962	1414	1614
ENSMUSG00000001576|Ergic1	6992	4155	3763	3232	3174	2388	2729	3924	4083	3538	3068	3160	3302	4947	4307	3663	4661	4437	3983	2869	5028	8287
ENSMUSG00000001583|Tnk1	3492	146	85	86	61	46	50	139	89	139	115	82	104	123	152	214	146	199	144	97	140	164
ENSMUSG00000001588|Acap1	4878	102	106	88	70	58	71	114	122	149	66	75	116	96	86	126	135	89	146	79	116	142
ENSMUSG00000001604|Tcea3	1400	113	82	97	69	29	60	144	83	100	62	64	79	74	83	156	92	118	70	74	56	108
ENSMUSG00000001622|Csn3	4152	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ENSMUSG00000001627|Ifrd1	7741	4937	4924	3465	4205	3643	4092	4519	4959	4493	3737	3583	5112	4488	5852	4036	4986	5298	5535	4442	7423	7143
ENSMUSG00000001630|Stk38l	4571	1083	784	668	788	552	666	1019	776	1002	745	765	771	909	997	986	974	1014	926	722	1220	1503
ENSMUSG00000001632|Brpf1	6884	1764	1753	1476	1566	1205	1458	1499	1484	1986	1527	1199	1926	1551	1741	1326	1389	1633	1917	1581	1791	2079
ENSMUSG00000001642|Akr1b3	3933	2251	2476	1944	2017	1322	1813	2060	2453	2188	1777	1713	2220	2622	2977	2003	2709	2250	2363	1934	2892	3892
ENSMUSG00000001655|Hoxc13	2461	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000001656|Hoxc11	2021	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	3
ENSMUSG00000001657|Hoxc8	2299	3194	3331	2554	2339	2306	2354	2803	3270	3269	2275	2212	2875	2939	3080	2179	3188	2924	3176	2202	3429	4134
ENSMUSG00000001661|Hoxc6	2502	952	806	671	629	683	534	823	799	867	740	883	792	621	559	657	921	607	737	565	1129	1012
ENSMUSG00000001663|Gstt1	1528	2297	2062	2129	2469	1566	1982	2379	1869	3061	2407	2294	2765	2553	2708	2756	2452	2648	2422	2645	4152	3107
ENSMUSG00000001665|Gstt3	2627	743	673	885	892	488	581	675	494	1194	946	719	739	688	891	834	827	1046	936	843	1279	771
ENSMUSG00000001666|Ddt	773	1227	1419	938	985	726	1025	1120	1260	1300	910	902	1087	1558	2104	1292	1406	1711	1552	1429	2102	2425
ENSMUSG00000001670|Tat	2405	71	43	53	48	46	31	305	28	26	46	21	32	41	52	147	37	20	11	316	45	41
ENSMUSG00000001672|Marveld3	3284	71	22	37	27	16	16	52	42	28	36	60	24	24	31	83	27	83	19	16	19	49
ENSMUSG00000001674|Ddx18	2483	799	721	637	611	534	557	758	635	780	557	614	761	703	766	643	840	698	778	568	784	875
ENSMUSG00000001687|Ubl3	2668	4055	3713	3105	3711	2473	2976	3733	3859	4339	3364	3506	4121	4688	5844	4432	4854	5501	4738	4414	5318	6833
ENSMUSG00000001700|Gramd3	2605	549	516	475	476	278	338	514	492	595	388	394	475	610	642	489	661	539	530	401	553	672
ENSMUSG00000001707|Eef1e1	1032	542	359	310	419	304	349	456	345	463	366	485	407	371	338	389	516	298	339	377	653	719
ENSMUSG00000001729|Akt1	4098	3703	3044	3047	3273	2479	2790	3727	3048	4207	3188	3213	3774	3535	4068	3324	4399	4194	4016	3639	5107	5139
ENSMUSG00000001739|Cldn15	2124	1228	1269	1489	1318	988	937	1168	1027	1316	940	1169	1546	1309	1614	932	2403	1735	1510	1271	1286	1479
ENSMUSG00000001741|Il16	9389	1566	1667	1459	1135	980	950	1481	1507	1602	1085	1258	1477	1534	1446	1184	2222	1363	1358	1030	1555	1771
ENSMUSG00000001750|Tcirg1	4470	1155	1036	1224	938	693	940	1194	1023	1385	1017	911	1216	921	950	858	1173	1104	1032	760	1301	1435
ENSMUSG00000001751|Naglu	2658	1094	1065	985	1131	624	776	1034	1010	1203	1027	990	1118	926	1116	949	1234	1034	998	789	1186	1193
ENSMUSG00000001755|Coasy	2867	2005	2386	1303	1476	1031	1523	1630	2353	1599	1458	1244	1539	2512	3677	1884	2157	2456	2197	2109	2824	4529
ENSMUSG00000001761|Smo	4144	2671	2593	2607	2444	1635	1584	2530	2351	2844	2233	2055	2494	2129	2100	2006	3119	2157	1991	1551	1933	2016
ENSMUSG00000001763|Tspan33	5195	210	45	28	39	11	18	245	78	49	82	133	79	49	50	351	95	277	60	39	36	82
ENSMUSG00000001767|Crnkl1	3844	1199	943	803	895	623	738	1127	841	1137	792	833	1051	1058	1045	1049	1219	1076	900	812	1212	1257
ENSMUSG00000001768|Rin2	5587	2535	3380	2969	2636	1757	2229	2789	3127	3562	2675	2239	2896	3224	4187	2736	3081	4005	3628	2535	3715	4244
ENSMUSG00000001773|Folh1	2671	935	417	435	469	308	409	842	502	737	588	701	687	669	570	1308	872	1042	602	515	794	398
ENSMUSG00000001774|Chordc1	2205	2088	1297	1063	1424	1946	1055	1811	1356	1587	1286	2005	1329	1356	1623	1542	1784	1613	1413	1456	2578	2538
ENSMUSG00000001783|D10Wsu52e	2809	3442	3358	2905	3137	1958	2540	3277	3177	3896	2710	2627	3420	3755	4046	3550	4016	3972	3592	3071	4139	4786
ENSMUSG00000001785|Pwp1	2730	858	679	666	666	481	659	849	699	921	573	630	801	769	842	778	935	800	705	593	913	1067
ENSMUSG00000001786|Fbxo7	6328	671	707	657	627	505	609	645	603	800	548	536	699	732	840	651	752	832	771	638	694	893
ENSMUSG00000001794|Capns1	2397	7062	7247	6293	6543	4167	5474	6750	6304	7304	5469	6258	7568	7867	8757	6816	9478	7658	6894	6241	8997	11254
ENSMUSG00000001802|Lrp3	4772	588	644	381	410	350	381	584	556	501	448	365	432	596	785	427	568	623	761	369	557	982
ENSMUSG00000001804|Dsg4	3478	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
ENSMUSG00000001815|Evx2	4489	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819|Hoxd13	2483	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	21
ENSMUSG00000001823|Hoxd12	2619	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	6
ENSMUSG00000001827|Folr1	2297	209	20	50	36	10	12	199	67	44	72	156	86	25	34	422	104	325	17	47	26	147
ENSMUSG00000001829|Clpb	7855	2081	2182	1763	2061	1480	1811	1872	1961	1974	1524	1584	2218	1994	2470	1820	2412	1857	2196	1804	2384	3516
ENSMUSG00000001833|Sept7	2538	6303	5899	4527	4889	3653	4743	6175	5581	6753	4343	5089	5679	6393	6507	5414	6953	6619	5298	4678	7337	7556
ENSMUSG00000001844|Zdhhc4	2864	848	821	677	761	558	627	785	748	905	690	622	946	906	1036	910	1088	983	1010	804	1053	1413
ENSMUSG00000001847|Rac1	2652	7203	6689	6520	6849	5058	5836	6834	6604	8341	6100	6381	7427	7506	8047	6086	8791	8278	7896	6623	8716	9152
ENSMUSG00000001855|Nup214	12559	1602	1342	1411	1284	1211	1075	1397	1265	1564	1280	1126	1395	996	1135	998	1122	1060	1619	941	1047	1117
ENSMUSG00000001864|Aif1l	4406	135	156	132	134	58	93	174	83	125	102	118	159	185	125	185	202	204	155	102	174	197
ENSMUSG00000001865|Cpa3	1452	342	317	149	118	86	251	267	249	390	184	174	320	255	107	87	153	99	94	96	247	86
ENSMUSG00000001870|Ltbp1	11059	2618	2601	2327	2252	1472	2188	2963	2531	3179	2117	2124	2697	1888	1794	1712	1794	1949	2642	1552	2030	2042
ENSMUSG00000001891|Ugp2	3165	4784	4945	3889	4119	2986	3543	4471	5389	5478	3760	3974	4199	6097	7314	4812	5296	6310	5095	4291	6228	10107
ENSMUSG00000001901|Kcnh6	3549	6	1	0	1	0	0	9	0	4	4	10	4	0	2	17	1	10	0	3	0	3
ENSMUSG00000001909|Trmt1	6494	977	927	835	827	582	725	942	855	1052	731	757	939	845	1028	937	1094	1087	1006	830	1127	1438
ENSMUSG00000001910|Nacc1	4814	2617	1897	1885	1830	1603	1530	2262	1837	2177	1876	1745	1938	1884	2245	1944	2578	2108	2133	1705	2564	3011
ENSMUSG00000001911|Nfix	9731	3860	3012	3593	3609	3453	2566	3668	3242	4167	3746	3173	3353	2303	2429	2091	2626	2611	4632	2049	2675	2424
ENSMUSG00000001918|Slc1a5	4156	58667	49990	52941	63673	43841	41998	42813	42509	69909	59317	45870	60141	42654	66223	32174	45020	48020	65358	52582	62227	44964
ENSMUSG00000001924|Uba1	4819	9861	9574	7702	7739	5922	6750	8663	8931	8891	6801	6692	8566	9138	10867	7672	10383	9237	9461	7334	10581	13325
ENSMUSG00000001930|Vwf	16064	3025	3573	3427	2660	3053	5268	4301	4300	5553	3516	2594	3506	2756	2848	1184	1727	1853	3637	1796	2097	2194
ENSMUSG00000001942|Siae	3433	852	902	790	824	585	697	912	821	990	755	801	842	798	897	863	959	969	818	744	1062	968
ENSMUSG00000001943|Vsig2	1170	107	136	118	113	118	101	94	122	149	109	106	139	121	159	94	157	130	112	112	138	229
ENSMUSG00000001946|Esam	2867	1816	1828	1699	1795	1824	1395	1448	1641	1888	1670	1485	1881	1933	2286	1676	2564	2410	2121	2026	2302	3558
ENSMUSG00000001948|Spa17	689	121	62	64	91	35	164	129	68	91	79	100	73	128	84	289	94	154	54	62	86	81
ENSMUSG00000001962|Fam50a	2288	723	667	692	652	549	555	683	724	846	556	682	680	766	838	685	862	833	866	716	770	931
ENSMUSG00000001964|Emd	2517	710	571	544	562	388	460	620	522	713	456	469	619	602	681	588	726	689	606	502	620	774
ENSMUSG00000001983|Taco1	1383	447	356	291	317	247	293	340	401	350	281	249	344	395	448	428	456	431	374	317	528	657
ENSMUSG00000001985|Grik3	9543	42	26	19	15	16	21	21	20	33	22	20	22	43	47	23	19	28	23	22	30	57
ENSMUSG00000001986|Gria3	9859	800	675	465	475	242	467	703	704	780	555	430	603	486	490	610	368	534	522	421	455	517
ENSMUSG00000001988|Npas1	2210	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	1	2	0	0	1	1
ENSMUSG00000001995|Sipa1l2	6365	1212	880	1116	1250	772	698	1269	817	1473	1131	896	960	1014	1304	1015	1409	1466	1619	963	1750	1423
ENSMUSG00000001998|Ap4e1	9935	1598	1510	1215	1321	1168	995	1360	1278	1383	1246	1185	1505	1165	1404	1304	1544	1479	1194	1091	1388	1795
ENSMUSG00000001999|Blvra	2446	778	675	655	739	359	600	612	659	898	619	638	881	741	909	584	836	738	708	583	840	1009
ENSMUSG00000002006|Pdzd4	4246	123	103	84	102	54	82	118	97	136	81	111	104	113	88	103	122	132	99	90	124	143
ENSMUSG00000002007|Srpk3	2784	19	21	4	12	5	9	24	20	29	8	12	17	17	11	16	5	17	20	5	11	24
ENSMUSG00000002010|Idh3g	2701	5142	5880	3997	4227	3025	4302	4347	4778	5064	3790	3713	5568	6114	7533	4769	5647	5976	5922	5283	7595	9485
ENSMUSG00000002012|Pnck	1971	24	16	13	23	8	18	42	32	39	22	27	23	11	14	45	10	36	8	14	15	63
ENSMUSG00000002014|Ssr4	3096	1989	1874	1380	1442	935	1359	1842	1659	1721	1391	1371	1832	2063	2194	1784	2175	1937	1639	1421	2227	2986
ENSMUSG00000002015|Bcap31	1219	7383	8266	5783	6633	4781	6177	6242	6680	7553	5299	5986	8012	8131	9460	6406	8524	7792	7884	6548	9656	11662
ENSMUSG00000002017|Fam98a	3479	1098	707	771	736	696	646	1006	792	859	699	782	816	811	855	758	1010	853	706	653	980	1036
ENSMUSG00000002020|Ltbp2	8184	1041	589	583	661	466	797	949	708	775	675	742	944	647	801	681	792	538	821	773	683	986
ENSMUSG00000002028|Mll1	16670	3551	3301	3517	3064	3189	2466	3465	3162	4032	2995	2671	3231	1978	2258	1994	1848	2174	4215	1544	1876	2052
ENSMUSG00000002031|Ift46	5695	1206	990	935	860	631	778	1013	952	1187	853	878	1031	1062	1234	1139	1163	1169	1030	827	1252	1313
ENSMUSG00000002032|Tmem25	2902	99	19	31	20	10	8	92	31	31	55	65	43	25	26	173	21	87	26	29	29	29
ENSMUSG00000002033|Cd3g	1070	41	25	26	27	19	19	66	48	35	19	26	36	29	16	22	72	26	52	20	29	81
ENSMUSG00000002043|Trappc6a	1317	441	435	405	370	258	346	421	352	406	349	411	435	488	580	485	552	570	448	409	513	691
ENSMUSG00000002052|Supt6h	7095	5629	4551	4253	4050	3376	3457	4913	4137	5330	3805	3573	4708	3614	4350	3639	4533	4181	4505	3271	4482	4856
ENSMUSG00000002055|Spag5	5624	38	30	43	44	29	46	76	49	39	38	41	66	34	52	53	37	41	21	25	37	33
ENSMUSG00000002057|Foxn1	3214	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002058|Unc119	2448	761	670	674	927	471	441	863	1042	952	719	596	609	1381	1921	1026	1502	1652	1426	1098	1586	3422
ENSMUSG00000002059|Rab34	2385	2840	2819	2513	2747	1766	2079	2436	2474	3139	2415	2396	3014	2659	3757	2225	3180	3191	3122	2606	3653	3479
ENSMUSG00000002064|Sdf2	1515	923	839	822	786	537	629	913	796	873	719	757	912	930	1101	952	1169	968	855	741	1037	1219
ENSMUSG00000002068|Ccne1	2662	72	66	101	113	24	71	92	83	157	68	62	91	183	284	68	92	180	208	62	86	111
ENSMUSG00000002076|Hsf2bp	3664	5	11	3	10	2	6	8	5	15	6	4	7	5	4	12	7	6	5	10	6	10
ENSMUSG00000002083|Bbc3	2008	405	317	216	218	132	254	439	332	292	218	191	287	341	285	303	312	294	223	167	489	636
