	Cry_KO_Exon_ZT_02_1	Cry_KO_Exon_ZT_06_1	Cry_KO_Exon_ZT_10_1	Cry_KO_Exon_ZT_14_1	Cry_KO_Exon_ZT_18_1	Cry_KO_Exon_ZT_22_1	Cry_KO_Exon_ZT_02_2	Cry_KO_Exon_ZT_06_2	Cry_KO_Exon_ZT_10_2	Cry_KO_Exon_ZT_14_2	Cry_KO_Exon_ZT_18_2	Cry_KO_Exon_ZT_22_2
ENSMUSG00000001924|Uba1	8626	7924	7674	6492	7356	7525	6535	5762	7102	7741	7147	7448
ENSMUSG00000001930|Vwf	751	608	425	603	453	505	489	657	771	701	512	543
ENSMUSG00000001942|Siae	2219	1991	1329	1481	1432	1650	1786	1786	1867	1968	1498	1444
ENSMUSG00000001943|Vsig2	22	20	17	22	27	49	21	19	31	13	14	16
ENSMUSG00000001946|Esam	473	436	529	559	495	436	410	499	606	568	408	381
ENSMUSG00000001948|Spa17	23	12	11	13	23	21	8	9	14	10	13	7
ENSMUSG00000001962|Fam50a	502	428	575	491	462	451	378	362	521	608	470	500
ENSMUSG00000001964|Emd	342	296	441	412	369	320	357	332	424	477	357	351
ENSMUSG00000001983|Taco1	693	668	566	679	591	568	475	500	495	712	667	609
ENSMUSG00000001985|Grik3	70	64	78	54	70	60	39	37	51	53	80	67
ENSMUSG00000001986|Gria3	30	5	7	21	9	10	15	12	15	20	12	18
ENSMUSG00000001995|Sipa1l2	261	457	348	532	335	460	380	429	455	391	292	280
ENSMUSG00000001998|Ap4e1	489	443	548	400	386	384	415	342	469	466	345	368
ENSMUSG00000001999|Blvra	443	420	291	327	295	364	314	282	347	386	263	334
ENSMUSG00000002006|Pdzd4	9	10	9	5	20	14	18	8	18	10	15	8
ENSMUSG00000002007|Srpk3	8	8	3	1	6	4	7	3	3	3	7	2
ENSMUSG00000002010|Idh3g	2417	2258	1880	2166	2209	2147	1976	2050	2132	2251	1980	2026
ENSMUSG00000002012|Pnck	2	1	3	6	0	4	0	3	2	1	3	0
ENSMUSG00000002014|Ssr4	2903	2916	3173	2979	3263	3230	2470	2256	3148	3563	3108	3302
ENSMUSG00000002015|Bcap31	4326	3937	4003	3303	3686	3540	3014	3033	3982	4352	3613	3386
ENSMUSG00000002017|Fam98a	627	710	730	867	649	620	436	403	723	1078	720	562
ENSMUSG00000002020|Ltbp2	66	43	35	39	39	80	32	70	64	44	39	46
ENSMUSG00000002028|Mll1	833	978	981	827	772	728	772	915	1132	1002	849	843
ENSMUSG00000002031|Ift46	974	893	824	623	606	675	784	922	968	815	585	825
ENSMUSG00000002032|Tmem25	1218	1550	1353	1360	1520	1170	933	1037	1100	1046	1784	1417
ENSMUSG00000002033|Cd3g	25	12	19	16	15	21	26	19	19	9	16	38
ENSMUSG00000002043|Trappc6a	461	464	290	451	437	442	397	320	407	440	343	365
ENSMUSG00000002052|Supt6h	2465	2322	3013	3198	2316	2199	1907	1966	2819	3314	2192	2312
ENSMUSG00000002055|Spag5	62	31	21	26	20	36	29	13	26	41	45	42
ENSMUSG00000002058|Unc119	269	175	132	205	205	134	152	170	286	219	182	144
ENSMUSG00000002059|Rab34	125	80	60	142	176	106	72	96	152	120	79	87
ENSMUSG00000002064|Sdf2	872	803	973	884	759	764	745	748	966	865	864	891
ENSMUSG00000002068|Ccne1	93	100	195	107	144	103	90	88	170	117	114	150
ENSMUSG00000002076|Hsf2bp	30	37	6	25	38	39	28	18	15	42	78	50
ENSMUSG00000002083|Bbc3	496	262	108	136	286	141	267	309	94	155	261	312
ENSMUSG00000002100|Mybpc3	2	3	1	0	0	0	1	8	1	2	0	4
ENSMUSG00000002102|Psmc3	4156	4016	3763	3207	3887	3949	3334	2968	3510	4201	3793	4149
ENSMUSG00000002103|Acp2	2755	2327	2025	2016	2521	2438	1899	1947	1874	2427	2556	2467
ENSMUSG00000002104|Rapsn	0	0	1	0	1	0	1	1	2	1	0	1
ENSMUSG00000002105|Slc39a13	327	307	262	399	439	341	304	325	355	374	365	402
ENSMUSG00000002107|Celf2	436	446	415	389	497	483	393	436	504	517	521	500
ENSMUSG00000002108|Nr1h3	3338	3004	3220	3497	3322	3344	2744	2813	3221	3442	3554	3701
ENSMUSG00000002109|Ddb2	218	267	266	226	149	181	198	234	252	226	141	205
ENSMUSG00000002111|Sfpi1	230	171	163	153	188	151	127	186	201	141	141	207
ENSMUSG00000002129|Sf3a1	937	835	826	1447	911	860	647	759	1129	1255	905	852
ENSMUSG00000002147|Stat6	2741	2439	2530	2396	2782	2316	2525	2212	2773	2829	2379	2259
ENSMUSG00000002204|Napsa	30	18	2	9	16	30	16	15	25	11	13	17
ENSMUSG00000002205|Vrk3	696	625	703	482	522	535	617	503	639	575	548	659
ENSMUSG00000002210|Smg9	333	324	279	305	288	288	311	293	326	313	294	340
ENSMUSG00000002221|Paxip1	590	608	824	547	590	508	597	556	852	734	549	662
ENSMUSG00000002222|Rmnd5a	9286	10852	8368	5724	5297	6431	6931	7375	9096	8192	5155	6117
ENSMUSG00000002227|Mov10	1302	1108	672	812	816	843	1007	1054	967	935	748	1112
ENSMUSG00000002228|Ppm1j	15	12	17	20	25	14	14	14	14	17	15	13
ENSMUSG00000002233|Rhoc	289	224	280	374	455	277	244	323	446	380	293	304
ENSMUSG00000002249|Tead3	335	316	421	277	331	305	361	350	376	352	340	333
ENSMUSG00000002250|Ppard	142	122	141	135	140	100	116	94	134	127	103	122
ENSMUSG00000002257|Def6	18	11	9	8	12	18	5	14	25	17	10	22
ENSMUSG00000002265|Peg3	465	410	1141	442	366	366	472	414	675	596	372	351
ENSMUSG00000002266|Zim1	0	1	3	1	0	2	0	0	1	4	2	2
ENSMUSG00000002274|Metrn	252	174	196	178	192	171	189	136	159	178	171	196
ENSMUSG00000002279|Lmf1	1598	1552	1301	1350	1468	1421	1293	1263	1359	1654	1472	1447
ENSMUSG00000002280|Narfl	819	805	884	876	754	801	683	729	879	955	686	715
ENSMUSG00000002289|Angptl4	2474	1407	4171	935	1327	1148	3270	2988	1681	995	1949	1883
ENSMUSG00000002297|Dbf4	177	167	282	80	136	165	147	71	258	177	107	166
ENSMUSG00000002307|Daxx	566	484	650	467	549	575	547	584	699	657	591	538
ENSMUSG00000002308|Cd320	150	108	132	68	154	93	102	119	131	94	141	131
ENSMUSG00000002319|Ipo4	1781	1532	1794	1817	1725	1549	1426	1422	1869	1945	1771	1908
ENSMUSG00000002320|Tm9sf1	2090	1964	2082	1964	1836	1797	1721	1637	2000	2409	1847	2056
ENSMUSG00000002324|Rec8	107	94	98	77	81	58	113	59	91	83	60	88
ENSMUSG00000002325|Irf9	1452	990	1039	969	1446	1220	1022	969	1026	954	1432	1524
ENSMUSG00000002326|Gmpr2	339	318	297	250	312	302	243	217	238	309	333	304
ENSMUSG00000002329|Mdp1	484	449	388	483	463	502	299	344	421	544	429	414
ENSMUSG00000002332|Dhrs1	5098	4917	4476	2786	3898	3976	3964	3125	2978	4700	4206	4426
ENSMUSG00000002342|Tmem161a	604	540	579	623	616	559	506	509	602	631	533	597
ENSMUSG00000002343|Armc6	146	159	156	183	140	186	120	143	169	203	177	175
ENSMUSG00000002345|2310045N01Rik	346	331	352	394	449	370	296	324	330	423	370	411
ENSMUSG00000002346|Slc25a42	802	771	748	420	632	522	845	985	636	573	616	596
ENSMUSG00000002365|Snx9	2171	2082	1704	1518	1720	1772	1689	1787	1681	1872	1583	1830
ENSMUSG00000002372|Ranbp3	1171	1094	1271	1225	1208	977	1019	1098	1306	1367	1047	1194
ENSMUSG00000002379|Ndufa11	1408	1451	1308	1385	1486	1205	1103	1164	1265	1277	1274	1365
ENSMUSG00000002384|Bmp8b	7	3	4	4	10	1	4	7	4	10	2	5
ENSMUSG00000002393|Nr2f6	4795	4225	5257	4862	4910	4109	4173	4249	4428	5082	5094	4984
ENSMUSG00000002395|Use1	1292	1203	1203	1376	1340	1218	1227	1358	1437	1382	1151	1323
ENSMUSG00000002396|Ocel1	371	373	388	274	333	374	336	393	393	402	320	361
ENSMUSG00000002409|Dyrk1b	390	392	320	101	252	246	478	421	309	177	258	334
ENSMUSG00000002413|Braf	1155	1222	1599	1001	953	1087	1117	1115	1556	1264	929	983
ENSMUSG00000002416|Ndufb2	1648	1734	1607	1498	1295	1435	1225	1303	1586	1637	1383	1431
ENSMUSG00000002428|Hltf	1080	859	467	625	454	785	594	583	612	790	579	683
ENSMUSG00000002455|Prpf6	2985	2444	3081	2646	2594	2435	2218	2359	3050	3687	2034	2605
ENSMUSG00000002458|Rgs19	87	52	47	51	63	71	33	62	76	56	52	103
ENSMUSG00000002459|Rgs20	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002475|Abhd3	2894	2888	2986	1923	2024	2275	1992	1885	2420	2875	2238	2201
ENSMUSG00000002477|Snrpd1	335	303	287	392	280	328	203	246	329	472	316	288
ENSMUSG00000002486|Tchp	91	84	99	116	83	87	79	88	95	108	73	92
ENSMUSG00000002489|Tiam1	113	118	76	64	86	119	81	106	112	98	107	132
ENSMUSG00000002496|Tsc2	2073	1886	1805	1940	1794	1717	1733	1784	2151	2223	1798	1845
ENSMUSG00000002500|Rpl3l	0	4	1	1	1	0	0	3	0	2	0	2
ENSMUSG00000002504|Slc9a3r2	741	740	820	1134	760	635	712	745	962	1023	626	676
ENSMUSG00000002524|Puf60	2335	2125	1933	1897	1719	1993	1823	1700	1922	2086	1838	2049
ENSMUSG00000002546|Golga2	1805	1635	1660	1688	1403	1475	1677	1617	1752	1937	1350	1484
ENSMUSG00000002550|Uck1	1606	1797	1178	1973	1396	1150	903	1191	1123	1600	1266	1253
ENSMUSG00000002565|Scin	0	1	0	0	2	3	1	0	0	0	0	0
ENSMUSG00000002578|Ikzf4	16	7	23	22	27	66	20	9	104	88	15	20
ENSMUSG00000002580|Mien1	1073	940	958	796	908	900	748	720	776	1019	905	979
ENSMUSG00000002588|Pon1	43220	39148	36508	27235	25435	29834	31786	30847	35546	37984	26557	30602
ENSMUSG00000002602|Axl	1551	1094	1026	1095	1268	1159	1267	1211	1267	990	908	1300
ENSMUSG00000002603|Tgfb1	230	179	248	250	258	161	234	301	322	272	179	212
ENSMUSG00000002608|Ccdc97	307	307	349	327	312	268	292	222	334	325	290	313
ENSMUSG00000002617|Zfp40	163	110	143	124	90	140	113	121	171	163	93	88
ENSMUSG00000002625|Akap8l	1140	1148	1242	788	844	949	1183	1027	1065	1018	702	724
ENSMUSG00000002633|Shh	9	10	4	36	10	71	6	8	14	23	13	8
ENSMUSG00000002635|Pdcd2l	334	267	285	195	221	232	323	276	290	280	257	218
ENSMUSG00000002658|Gtf2f1	733	647	786	1234	973	773	497	547	796	1161	793	823
ENSMUSG00000002660|Clpp	1499	1406	1376	1620	1487	1437	1365	1276	1392	1691	1400	1401
ENSMUSG00000002661|Alkbh7	391	346	339	277	296	281	220	284	292	261	326	354
ENSMUSG00000002668|Dennd1c	44	32	22	19	33	45	36	33	36	24	23	28
ENSMUSG00000002679|Med6	321	276	352	327	293	298	251	283	339	338	295	293
ENSMUSG00000002688|Prkd1	4	11	4	9	9	11	11	17	12	8	14	2
ENSMUSG00000002699|Lcp2	341	238	253	190	251	215	213	198	234	215	153	307
ENSMUSG00000002718|Cse1l	1733	1480	1336	1184	1230	1436	1163	1045	1521	1527	1280	1456
ENSMUSG00000002728|Naa20	401	400	426	416	356	433	289	289	466	447	356	353
ENSMUSG00000002731|Prkra	575	576	402	398	329	453	412	592	544	452	391	439
ENSMUSG00000002732|Fkbp7	93	81	57	56	70	83	44	58	93	94	74	67
ENSMUSG00000002733|Plekha3	837	838	1064	927	811	795	729	788	1124	1107	813	886
ENSMUSG00000002741|Ykt6	2300	2100	2400	2322	2180	2174	1863	1813	2338	2660	2265	2444
ENSMUSG00000002748|Baz1b	4488	4723	5285	4952	4782	4367	3618	3696	5741	6748	4139	4509
ENSMUSG00000002763|Pex6	3171	2891	3214	3182	3661	2711	3394	3115	3089	3624	3396	3122
ENSMUSG00000002767|Mrpl2	1432	1407	1348	1346	1347	1301	1272	1444	1537	1452	1166	1378
ENSMUSG00000002768|Mea1	1217	1084	1191	1043	1133	1121	1036	1070	1149	1266	1082	1174
ENSMUSG00000002769|Gnmt	56239	72833	41314	45061	39343	40603	30084	42789	38362	51013	36440	41188
ENSMUSG00000002771|Grin2d	3	3	5	7	8	1	2	7	10	4	1	5
ENSMUSG00000002778|Kdelr1	2291	2267	2089	2288	2039	2197	1890	2073	2269	2515	2130	2374
ENSMUSG00000002781|Tmem143	890	884	851	792	795	830	1038	896	843	892	834	966
ENSMUSG00000002791|Pdxk-ps	3	1	2	4	2	6	6	8	1	4	3	4
ENSMUSG00000002797|Ggct	183	174	111	207	209	182	116	131	163	177	144	195
ENSMUSG00000002799|Jag2	5	4	5	14	16	19	3	3	8	9	4	5
ENSMUSG00000002803|Btbd6	415	395	396	393	362	444	390	443	564	432	324	370
ENSMUSG00000002804|Nudt14	230	211	163	194	170	200	188	205	241	216	161	194
ENSMUSG00000002808|Epdr1	23	19	6	27	6	19	12	26	19	14	8	7
ENSMUSG00000002812|Flii	2629	2704	2397	2498	2415	2305	2612	2747	2902	3031	2170	2263
ENSMUSG00000002814|Top3a	392	363	360	293	298	322	338	328	320	357	311	296
ENSMUSG00000002820|Atg4d	1010	949	1172	1175	1147	985	986	1097	1187	1138	1047	989
ENSMUSG00000002825|Qtrt1	114	96	89	122	84	77	106	94	107	91	111	104
ENSMUSG00000002831|Plin4	108	179	317	478	275	169	282	244	796	557	392	176
ENSMUSG00000002833|Hdgfrp2	1067	920	760	900	859	881	721	777	948	1100	821	888
ENSMUSG00000002835|Chaf1a	102	71	61	35	39	51	47	45	73	50	58	95
ENSMUSG00000002844|Adprh	288	231	220	200	238	243	210	142	148	187	331	338
ENSMUSG00000002845|Tmem39a	440	475	490	881	371	399	292	358	550	956	382	438
ENSMUSG00000002846|Timmdc1	1329	1387	1100	1207	1258	1234	978	974	1242	1422	1220	1225
ENSMUSG00000002847|Pla1a	2732	2182	2024	1648	1844	1899	1905	1682	1965	2130	1755	1867
ENSMUSG00000002870|Mcm2	261	208	124	115	214	199	115	88	106	137	206	315
ENSMUSG00000002871|Tpra1	668	613	572	689	632	585	644	671	688	687	637	666
ENSMUSG00000002881|Nab1	4268	4056	4050	2531	3145	3261	3442	3217	4641	3766	2985	3268
ENSMUSG00000002885|Cd97	1416	1070	1014	1367	1282	1083	1070	983	1243	1133	1037	1199
ENSMUSG00000002897|Il17ra	647	682	1059	789	611	608	651	623	964	777	502	661
ENSMUSG00000002900|Lamb1	618	623	485	563	648	724	536	588	722	670	533	520
ENSMUSG00000002908|Kcnn1	274	200	168	206	257	199	160	170	149	223	236	207
ENSMUSG00000002910|Arrdc2	350	269	180	185	247	217	335	338	222	233	248	238
ENSMUSG00000002944|Cd36	1962	1368	1576	1043	1215	1117	1369	1753	2239	1478	799	1162
ENSMUSG00000002948|Map2k7	1529	1350	1291	1071	1030	1055	1332	1316	1392	1243	1000	1163
ENSMUSG00000002949|Timm44	1767	1511	1495	1262	1192	1366	1466	1366	1715	1444	1132	1310
ENSMUSG00000002957|Ap2a2	6046	5552	6087	5825	6265	5298	4426	4543	5276	6143	5679	5703
ENSMUSG00000002963|Pnkp	909	856	911	939	959	884	708	686	877	1001	847	783
ENSMUSG00000002968|Med25	1000	922	976	938	961	845	838	891	977	981	942	952
ENSMUSG00000002980|Bcam	176	200	148	234	224	229	160	172	197	264	185	126
ENSMUSG00000002981|Clptm1	4223	4091	3981	3520	3723	3673	3477	3298	3803	4004	3579	3606
ENSMUSG00000002983|Relb	122	78	121	93	90	79	82	90	128	59	75	87
ENSMUSG00000002984|Tomm40	1201	1203	1052	1632	1320	1147	1034	1109	1264	1448	1246	1242
ENSMUSG00000002985|Apoe	563711	484275	566240	477939	470426	438417	540379	528637	533365	564629	428688	478167
ENSMUSG00000002992|Apoc2	31302	27725	25328	24054	27128	26500	21828	22234	24444	28161	25090	25342
ENSMUSG00000002996|Hbp1	4415	4299	4227	1873	2849	3198	3684	3218	3649	3142	2657	3127
ENSMUSG00000002997|Prkar2b	34	21	25	33	31	26	11	21	25	20	19	23
ENSMUSG00000003031|Cdkn1b	1170	1093	1351	1048	938	997	1019	934	1175	1378	911	930
ENSMUSG00000003032|Klf4	27	42	96	134	49	57	67	53	101	136	64	66
ENSMUSG00000003033|Ap1m1	722	619	646	590	571	614	564	582	616	671	590	715
ENSMUSG00000003037|Rab8a	2683	2369	2267	2288	2380	2393	1955	2046	2319	2657	2387	2449
ENSMUSG00000003038|Hmgn2	465	473	174	354	291	425	406	341	329	344	362	393
ENSMUSG00000003039|Fam32a	1470	1569	1711	1286	1629	1563	1395	1527	1651	1649	1470	1542
ENSMUSG00000003051|Elf3	24	17	25	36	39	75	18	11	27	22	46	18
ENSMUSG00000003053|Cyp2c29	110582	123436	69204	65291	75368	81162	74337	68490	57958	86565	78752	80136
ENSMUSG00000003062|Stard3nl	397	328	227	339	281	353	282	325	241	299	342	283
ENSMUSG00000003068|Stk11	2903	2695	2811	2561	2443	2404	2775	2879	3105	3050	2430	2592
ENSMUSG00000003070|Efna2	6	1	3	3	5	5	1	0	1	1	4	4
ENSMUSG00000003072|Atp5d	5797	5620	4995	5738	5468	4699	4936	5175	5301	5436	5010	5067
ENSMUSG00000003099|Ppp5c	1339	1258	1555	1228	1346	1138	1167	1164	1357	1390	1237	1293
ENSMUSG00000003119|Cdk12	1824	1791	1972	1541	1434	1481	1449	1433	2161	2058	1428	1567
ENSMUSG00000003123|Lipe	1032	750	735	803	839	624	543	688	575	700	788	651
ENSMUSG00000003131|Pafah1b2	1540	1541	1930	1539	1673	1467	1240	1360	2060	2243	1370	1576
ENSMUSG00000003134|Tbc1d8	672	774	1051	499	509	423	598	588	1199	688	488	520
ENSMUSG00000003135|D1Bwg0212e	868	815	941	654	684	789	708	780	826	851	687	783
ENSMUSG00000003153|Slc2a3	36	48	43	21	37	38	43	33	44	36	29	43
ENSMUSG00000003154|Foxj2	373	360	407	358	396	298	338	279	460	365	317	331
ENSMUSG00000003161|Sri	1340	1285	833	1000	956	1260	1139	1011	1099	1180	1011	1177
ENSMUSG00000003166|Dgcr2	3570	3280	3401	3194	3215	3287	2957	2755	3376	3400	3245	3590
ENSMUSG00000003178|Mical3	422	394	430	463	485	392	357	353	513	649	430	389
ENSMUSG00000003184|Irf3	2027	2041	1845	2256	1979	1946	1768	1971	1997	2353	1879	2048
ENSMUSG00000003190|Bcl2l12	207	160	184	205	169	182	145	190	175	212	160	255
ENSMUSG00000003198|Zfp959	194	197	233	181	204	141	163	135	298	275	168	160
ENSMUSG00000003199|Mpnd	2965	2807	2536	2980	3189	2910	2447	2281	2869	3008	2781	3104
ENSMUSG00000003200|Sh3gl1	827	720	668	862	821	688	548	554	711	853	735	720
ENSMUSG00000003206|Ebi3	35	14	14	20	34	10	21	17	26	17	21	20
ENSMUSG00000003208|Ccdc94	150	105	159	150	126	146	110	124	138	140	129	179
ENSMUSG00000003226|Ranbp2	8954	7853	10939	8708	6894	8041	6962	6877	10634	12264	7150	7075
ENSMUSG00000003227|Edar	2	1	3	0	4	5	0	5	3	0	1	0
ENSMUSG00000003228|Grk5	138	96	116	96	104	123	103	69	97	132	90	103
ENSMUSG00000003233|Dvl3	170	161	266	282	187	164	188	153	263	328	159	187
ENSMUSG00000003234|Abcf3	1834	1649	1858	2398	1674	1627	1385	1432	1971	2902	1674	1609
ENSMUSG00000003235|Eif2b5	1771	1637	1707	1696	1768	1706	1371	1400	1635	2000	1653	1748
ENSMUSG00000003269|Cyth2	569	649	893	470	545	543	659	604	728	676	517	674
ENSMUSG00000003271|Sult2b1	1	1	1	3	0	1	2	3	2	3	0	0
ENSMUSG00000003273|Car11	17	16	56	23	33	33	26	35	30	38	38	30
ENSMUSG00000003279|Dlgap1	34	80	73	63	62	72	93	116	131	79	49	63
ENSMUSG00000003282|Plag1	56	39	50	62	59	77	39	58	64	40	52	35
ENSMUSG00000003283|Hck	324	209	209	208	281	254	227	168	222	177	191	294
ENSMUSG00000003299|Mrpl4	871	882	945	982	1040	1001	736	717	774	919	986	969
ENSMUSG00000003308|Keap1	2396	2250	1997	2151	2068	1855	1822	1762	2081	2385	2038	2228
ENSMUSG00000003309|Ap1m2	9	12	4	14	8	35	14	8	16	4	10	2
ENSMUSG00000003316|Glg1	2611	2419	2507	2220	2022	2310	2076	2221	2609	2432	2057	2317
ENSMUSG00000003344|Btbd2	737	718	422	706	707	639	744	809	707	728	642	699
ENSMUSG00000003345|Csnk1g2	2468	2275	2081	2089	2238	2022	2080	2479	2693	2472	1844	2316
ENSMUSG00000003346|Fam108a	2018	1908	1580	1890	1772	1630	1638	1994	1954	2135	1865	1859
ENSMUSG00000003348|Mob3a	220	133	125	172	232	183	145	138	188	205	188	200
ENSMUSG00000003352|Cacnb3	25	16	22	14	37	25	23	24	29	20	29	28
ENSMUSG00000003354|Ccdc65	0	0	1	0	0	3	0	0	0	1	2	0
ENSMUSG00000003355|Fkbp11	287	129	175	258	320	260	105	82	142	229	239	345
ENSMUSG00000003360|Ddx23	2165	1994	2371	1949	1816	1727	1840	1831	2222	2173	1818	1955
ENSMUSG00000003363|Pld3	847	767	701	731	751	705	759	724	812	810	687	718
ENSMUSG00000003378|Grik5	101	127	45	89	70	61	66	124	83	92	88	56
ENSMUSG00000003379|Cd79a	33	22	17	11	30	26	24	34	33	24	23	42
ENSMUSG00000003380|Rabac1	1608	1610	2215	2154	1932	1483	1703	1822	2218	2329	1729	1832
ENSMUSG00000003382|Etv3	1086	928	1064	1140	874	768	860	807	1199	1230	1014	875
ENSMUSG00000003402|Prkcsh	4407	3932	4004	3757	3967	3810	3412	3215	3541	4243	4093	4349
ENSMUSG00000003411|Rab3b	21	5	5	4	11	18	16	6	9	10	11	13
ENSMUSG00000003418|St8sia6	12	5	3	2	5	5	4	1	9	3	9	1
ENSMUSG00000003420|Fcgrt	6202	6134	5187	5991	5291	4942	6265	6809	7394	6412	4820	5120
ENSMUSG00000003421|Nosip	549	530	462	460	519	493	505	552	480	522	386	504
ENSMUSG00000003423|Pih1d1	968	988	1001	1055	934	799	897	1051	1234	1038	903	1040
ENSMUSG00000003429|Rps11	4765	4492	4991	5625	4744	4742	4213	3934	5573	4862	4517	4916
ENSMUSG00000003435|Supt5h	2626	2434	2724	3511	2444	2339	2017	2067	2874	3704	2308	2287
ENSMUSG00000003437|Paf1	1176	1078	1153	1118	937	1028	1010	931	1202	1242	863	984
ENSMUSG00000003438|Timm50	1064	956	691	872	837	810	786	755	892	908	762	859
ENSMUSG00000003444|Med29	293	259	326	320	314	253	222	215	294	288	284	329
ENSMUSG00000003452|Bicd1	15	14	18	33	29	32	20	16	40	24	15	5
ENSMUSG00000003458|Ncstn	1705	1630	1559	1586	1392	1576	1471	1562	1843	1705	1339	1637
ENSMUSG00000003464|Pex19	4466	4176	3116	3775	3411	3484	3617	4325	4476	4251	3219	3229
ENSMUSG00000003469|Phyhip	1	2	10	5	4	5	5	2	2	5	2	2
ENSMUSG00000003476|Crhr2	4	10	6	6	6	7	13	9	5	7	8	7
ENSMUSG00000003477|Inmt	91465	79339	29193	48003	41330	39772	51824	48840	49592	46902	29886	41262
ENSMUSG00000003484|Cyp4f18	19	14	22	7	23	16	18	23	31	19	11	35
ENSMUSG00000003500|Impdh1	131	70	113	120	113	111	107	104	122	121	103	102
ENSMUSG00000003518|Dusp3	3068	2890	4382	3026	2902	2534	2657	2226	3789	3311	2749	2756
ENSMUSG00000003526|Prodh	8969	10341	5431	7266	7675	8743	6986	6219	6353	7234	7119	7219
ENSMUSG00000003527|Dgcr14	240	235	252	199	199	217	194	215	297	251	208	234
ENSMUSG00000003528|Slc25a1	8316	8944	4968	6273	6198	6508	5110	5991	7482	7282	6157	6547
ENSMUSG00000003531|Dgcr6	1034	1162	902	848	906	791	823	879	1106	979	811	817
ENSMUSG00000003534|Ddr1	75	64	48	87	95	86	56	99	119	108	87	63
ENSMUSG00000003541|Ier3	55	50	80	52	29	65	37	41	88	46	31	38
ENSMUSG00000003545|Fosb	5	2	7	4	4	8	1	4	6	2	3	2
ENSMUSG00000003546|Klc4	2408	2382	2246	2147	2021	1879	1836	1495	1885	2116	1982	1915
ENSMUSG00000003549|Ercc1	190	149	159	141	186	151	144	138	131	149	126	163
ENSMUSG00000003555|Cyp17a1	457	297	142	145	248	145	55	65	69	83	185	280
ENSMUSG00000003559|As3mt	2443	2219	1663	1525	1841	1920	1343	1296	1590	1545	1858	2219
ENSMUSG00000003573|Homer3	104	72	83	130	104	79	65	79	117	113	86	106
ENSMUSG00000003575|Crtc1	222	227	223	225	180	198	211	200	266	229	187	180
ENSMUSG00000003581|Rnf215	391	388	469	490	434	382	325	314	429	496	434	436
ENSMUSG00000003585|Sec14l2	32322	27957	17610	21173	25496	25285	21088	23826	20076	26439	25015	22086
ENSMUSG00000003604|Aven	509	429	580	469	417	465	397	399	589	640	484	515
ENSMUSG00000003617|Cp	57738	46587	53422	38275	45115	52164	42570	38388	51294	52071	41981	50584
ENSMUSG00000003623|Crot	26729	21677	24204	17694	15611	18477	29121	32607	37348	27115	15887	15923
ENSMUSG00000003644|Rps6ka1	917	820	697	934	898	682	642	771	973	947	638	753
ENSMUSG00000003660|Snrnp200	5346	4723	4236	4543	4276	4742	4500	4424	4297	5031	4264	4640
ENSMUSG00000003662|Ciao1	1669	1478	1490	1233	1106	1182	1214	1276	1359	1542	1157	1201
ENSMUSG00000003665|Has1	0	2	1	0	2	1	2	0	0	1	0	0
ENSMUSG00000003680|Taf6l	215	185	187	164	198	194	206	176	200	208	205	219
ENSMUSG00000003721|Insig2	10170	8348	4799	5285	7963	7414	5738	5099	5170	7330	8298	4588
ENSMUSG00000003731|Kpna6	2252	2176	2428	2703	2171	2248	1864	1852	2605	2908	2094	2096
ENSMUSG00000003746|Man1a	14668	13649	16420	10066	10842	12021	11767	11519	15334	14870	10896	11994
ENSMUSG00000003752|Itpkc	297	270	312	363	280	256	276	259	423	458	250	305
ENSMUSG00000003762|Adck4	806	892	637	779	583	677	664	814	766	889	602	752
ENSMUSG00000003778|Brd8	1060	879	912	649	671	878	809	817	890	780	701	788
ENSMUSG00000003779|Kif20a	69	70	34	36	47	49	28	31	37	38	80	41
ENSMUSG00000003808|Farsa	775	686	958	989	901	801	629	580	993	1109	815	836
ENSMUSG00000003809|Gcdh	27115	25727	18202	18946	18191	20942	20462	20787	21310	25088	18190	18651
ENSMUSG00000003810|Mast2	693	710	741	781	771	730	619	545	758	885	740	716
ENSMUSG00000003812|Dnase2a	667	543	782	493	569	465	514	515	771	623	491	602
ENSMUSG00000003813|Rad23a	1729	1801	1207	1451	1286	1359	1503	1457	1694	1591	1161	1183
ENSMUSG00000003814|Calr	33824	28649	32137	27251	37657	39546	22414	15810	18256	37580	43399	44979
ENSMUSG00000003824|Syce2	64	26	47	31	45	43	64	67	61	53	48	40
ENSMUSG00000003847|Nfat5	851	729	966	560	641	594	808	735	1138	1021	614	719
ENSMUSG00000003848|Nob1	173	161	254	240	182	135	92	154	305	363	170	208
ENSMUSG00000003849|Nqo1	501	614	267	307	198	216	308	256	305	318	194	242
ENSMUSG00000003863|Ppfia3	0	0	3	2	1	0	0	0	2	0	0	2
ENSMUSG00000003865|Gys1	147	119	123	232	126	147	106	147	185	197	164	148
ENSMUSG00000003868|Ruvbl2	415	388	481	543	521	430	397	417	489	502	479	446
ENSMUSG00000003872|Lin7b	0	0	2	0	2	2	0	0	0	1	0	2
ENSMUSG00000003873|Bax	423	390	506	434	457	332	358	406	473	442	385	434
ENSMUSG00000003882|Il7r	19	20	30	16	11	30	19	28	26	15	15	31
ENSMUSG00000003923|Tfam	1840	1594	1771	1277	1317	1510	1296	1521	1869	1780	1336	1383
