ovary_CV1	ovary_CV2	ovary_CV3	ovary_CV4	ovary_GF1	ovary_GF2	ovary_GF3	ovary_GF4	ovary_GF5	testis_CV1	testis_CV2	testis_CV3	testis_CV4	testis_GF1	testis_GF2	testis_GF3
ENSMUSG00000001444|Tbx21	10	1	2	2	4	8	8	2	6	2	6	5	2	5	9	3
ENSMUSG00000001445|Mrpl10	609	728	639	725	867	648	769	694	726	722	754	740	807	779	802	744
ENSMUSG00000001467|Cyp51	1955	1440	1089	982	2098	1191	1133	1627	941	3342	3389	3376	3286	3320	3953	3587
ENSMUSG00000001472|Tcf25	3622	3753	3101	3423	4002	3276	3491	3312	4116	1228	1272	1407	1345	1278	1411	1387
ENSMUSG00000001473|Tubb6	996	778	643	646	1242	890	679	553	869	1005	1199	1077	1060	904	984	978
ENSMUSG00000001482|Def8	398	424	381	400	462	350	411	371	478	116	110	103	111	109	98	123
ENSMUSG00000001493|Meox1	102	95	65	59	119	76	65	53	90	102	80	105	106	110	163	140
ENSMUSG00000001494|Sost	2	3	4	4	4	6	5	6	1	49	49	63	47	48	60	42
ENSMUSG00000001496|Nkx2-1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000001497|Pax9	0	0	0	0	1	0	0	0	0	108	113	98	100	91	95	108
ENSMUSG00000001504|Irx2	0	4	3	0	0	2	0	0	3	132	159	128	150	166	149	149
ENSMUSG00000001506|Col1a1	7675	15749	5373	5220	2273	12287	4598	3040	8833	213	113	417	400	234	187	186
ENSMUSG00000001507|Itga3	579	523	490	506	634	543	473	491	652	40	58	64	60	54	53	66
ENSMUSG00000001508|Sgca	3	6	7	5	8	8	6	6	16	611	489	542	454	438	597	478
ENSMUSG00000001510|Dlx3	1	3	1	1	4	2	1	0	1	0	2	2	3	3	3	1
ENSMUSG00000001517|Foxm1	189	199	191	184	261	192	174	232	253	2757	2768	2869	3304	2887	2737	2950
ENSMUSG00000001518|Itfg2	247	299	264	268	313	282	262	279	298	222	230	219	253	199	230	195
ENSMUSG00000001520|Nrip2	171	122	108	169	217	113	171	150	202	32	27	29	28	35	38	34
ENSMUSG00000001521|Tulp3	558	488	437	540	549	446	526	574	578	119	116	131	145	166	145	127
ENSMUSG00000001524|Gtf2h4	188	189	163	174	247	176	211	152	232	520	550	550	538	537	552	497
ENSMUSG00000001525|Tubb5	10082	8663	8020	9016	12778	8568	8300	9156	11366	1583	1632	1485	1645	1537	1802	1678
ENSMUSG00000001542|Ell2	376	311	285	403	383	312	367	300	288	3559	3724	3886	3884	3229	3449	3223
ENSMUSG00000001552|Jup	981	1604	1162	1318	968	1151	1289	885	1070	1621	1834	1815	1617	1818	1972	1750
ENSMUSG00000001555|Fkbp10	1093	1109	896	1176	1223	1132	1023	1030	1428	138	119	135	150	147	159	177
ENSMUSG00000001558|Klhl10	12	16	13	9	7	10	9	10	13	13781	13627	14596	14044	11857	12817	12591
ENSMUSG00000001566|Mnx1	0	1	0	0	1	0	0	0	0	7	13	17	14	14	23	13
ENSMUSG00000001569|Nom1	803	804	679	702	956	749	676	712	758	651	603	633	685	594	700	659
ENSMUSG00000001576|Ergic1	1318	1355	1008	1178	1465	1227	1111	1141	1171	1131	1149	1156	1154	1267	1185	1225
ENSMUSG00000001583|Tnk1	75	94	60	67	57	68	49	47	76	63	47	63	55	30	54	45
ENSMUSG00000001588|Acap1	25	30	20	22	21	26	12	14	23	125	144	148	131	137	157	138
ENSMUSG00000001604|Tcea3	123	101	117	108	132	69	98	113	127	16	14	26	18	10	33	21
ENSMUSG00000001622|Csn3	0	0	1	0	0	0	1	0	0	1	3	0	0	0	2	0
ENSMUSG00000001627|Ifrd1	832	826	787	753	851	764	721	702	887	577	552	632	652	477	562	522
ENSMUSG00000001630|Stk38l	429	461	391	386	397	475	408	391	456	385	406	435	406	349	378	398
ENSMUSG00000001632|Brpf1	729	696	635	573	679	631	669	628	719	902	903	937	1100	851	943	915
ENSMUSG00000001642|Akr1b3	996	1258	1020	1257	1214	1101	1483	1351	1470	2331	2491	2507	2643	2196	2550	2422
ENSMUSG00000001655|Hoxc13	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	1
ENSMUSG00000001656|Hoxc11	2	2	0	1	1	1	2	2	0	1	1	0	1	2	0	1
ENSMUSG00000001657|Hoxc8	281	325	259	210	269	232	306	256	315	10	11	10	18	9	7	10
ENSMUSG00000001661|Hoxc6	405	335	298	339	351	268	353	344	510	5	4	14	7	19	8	13
ENSMUSG00000001663|Gstt1	315	332	340	325	369	238	415	314	511	71	68	71	60	62	61	76
ENSMUSG00000001665|Gstt3	155	215	148	157	142	132	167	108	174	848	893	838	938	922	894	825
ENSMUSG00000001666|Ddt	197	229	180	188	231	162	223	173	215	2231	2461	2382	2452	2274	2285	2305
ENSMUSG00000001670|Tat	3	15	2	7	5	7	6	10	7	4	20	3	8	4	10	8
ENSMUSG00000001672|Marveld3	101	103	90	73	66	70	63	41	109	34	44	23	35	26	40	42
ENSMUSG00000001674|Ddx18	430	389	372	396	463	354	401	434	401	811	802	923	968	975	982	920
ENSMUSG00000001687|Ubl3	1521	1605	1333	1540	1422	1249	1317	1297	1373	5978	6323	6363	6421	6009	6501	6305
ENSMUSG00000001700|Gramd3	593	359	247	296	346	310	289	272	393	475	453	477	529	484	455	422
ENSMUSG00000001707|Eef1e1	258	233	201	206	232	213	183	258	190	231	225	218	275	188	232	196
ENSMUSG00000001729|Akt1	2737	2892	2327	2558	3057	2548	2824	2731	2372	851	825	849	918	762	684	774
ENSMUSG00000001739|Cldn15	162	290	213	216	217	231	226	118	302	9	8	7	7	2	11	9
ENSMUSG00000001741|Il16	298	453	280	281	306	412	403	230	396	50	29	40	62	32	46	53
ENSMUSG00000001750|Tcirg1	736	752	676	660	888	664	756	700	775	87	84	82	98	73	96	68
ENSMUSG00000001751|Naglu	862	1055	961	987	1018	778	1182	1083	1132	982	967	1016	1126	1016	1073	1020
ENSMUSG00000001755|Coasy	703	854	693	775	701	645	820	758	857	478	454	476	521	460	505	421
ENSMUSG00000001761|Smo	1966	1945	1804	1906	2366	1862	1901	1997	2249	86	79	69	107	95	87	113
ENSMUSG00000001763|Tspan33	119	129	97	118	131	117	93	114	143	273	321	366	301	341	311	302
ENSMUSG00000001767|Crnkl1	966	884	852	827	845	851	841	900	844	1880	1769	1951	2064	1863	2041	1938
ENSMUSG00000001768|Rin2	1166	1051	936	1040	1143	964	1052	937	1540	307	314	319	374	271	293	312
ENSMUSG00000001773|Folh1	21	38	24	13	25	33	37	15	35	181	188	178	209	159	150	160
ENSMUSG00000001774|Chordc1	959	941	831	860	1041	837	864	830	929	426	461	524	527	473	474	549
ENSMUSG00000001783|D10Wsu52e	1996	2019	1911	1794	2218	1949	1838	1867	1973	1132	1083	1243	1226	1154	1217	1113
ENSMUSG00000001785|Pwp1	652	594	523	638	679	569	539	610	626	932	835	948	874	917	923	865
ENSMUSG00000001786|Fbxo7	513	603	498	573	545	437	554	480	529	1034	1009	1065	1164	1072	1077	1044
ENSMUSG00000001794|Capns1	2630	3362	2686	3068	3003	2536	2981	2576	3291	5078	5090	5120	5559	4927	5085	5147
ENSMUSG00000001802|Lrp3	258	225	197	225	230	255	254	238	236	26	23	19	33	21	31	37
ENSMUSG00000001804|Dsg4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001815|Evx2	0	0	1	0	0	0	0	0	0	3	4	5	3	1	7	2
ENSMUSG00000001819|Hoxd13	0	0	0	0	0	0	0	1	1	1	2	2	3	5	3	2
ENSMUSG00000001823|Hoxd12	0	0	2	2	2	0	1	1	1	0	0	0	0	1	0	0
ENSMUSG00000001827|Folr1	544	599	646	686	600	455	797	716	614	320	314	299	342	277	293	292
ENSMUSG00000001829|Clpb	703	800	692	702	800	663	783	855	796	18416	18393	19297	19021	17536	17927	17941
ENSMUSG00000001833|Sept7	3290	3484	2860	3011	3312	2826	2704	2642	2961	1752	1577	1654	1749	1674	1717	1641
ENSMUSG00000001844|Zdhhc4	341	372	335	416	416	347	383	384	393	2744	2895	2967	2933	2874	3038	3000
ENSMUSG00000001847|Rac1	2942	3326	2566	2825	3129	2670	2733	2810	3251	728	714	744	820	710	742	740
ENSMUSG00000001855|Nup214	1120	901	792	852	1070	879	843	1058	1107	2946	3011	3036	3151	3295	3357	3179
ENSMUSG00000001864|Aif1l	1155	826	838	906	2871	742	812	1135	575	65	51	57	54	52	66	53
ENSMUSG00000001865|Cpa3	28	56	30	29	40	25	55	18	85	6	3	10	11	6	4	10
ENSMUSG00000001870|Ltbp1	7762	4160	3009	4895	6751	6607	2742	2020	2551	230	242	263	256	230	271	256
ENSMUSG00000001891|Ugp2	1806	1829	1464	1798	1449	1347	1546	1345	1676	1018	1029	1008	1052	1040	1015	1145
ENSMUSG00000001901|Kcnh6	11	17	10	13	11	5	7	15	10	10	5	10	8	8	3	9
ENSMUSG00000001909|Trmt1	846	726	720	753	1001	739	784	748	869	2105	2174	2361	2404	2245	2381	2405
ENSMUSG00000001910|Nacc1	1643	1778	1454	1659	1875	1534	1794	1866	1641	883	923	943	1054	927	1005	942
ENSMUSG00000001911|Nfix	877	1002	609	590	619	992	825	648	1021	123	104	142	114	134	84	115
ENSMUSG00000001918|Slc1a5	1106	2180	1119	992	903	1098	1560	643	1293	252	260	286	263	220	241	220
ENSMUSG00000001924|Uba1	5813	5995	4896	5801	6673	5050	5773	5769	6279	4761	4912	4955	4745	4398	4659	4478
ENSMUSG00000001930|Vwf	435	535	325	324	341	364	480	243	507	352	382	506	395	528	550	606
ENSMUSG00000001942|Siae	643	621	631	732	707	509	672	626	869	478	510	496	513	423	520	455
ENSMUSG00000001943|Vsig2	25	27	22	37	36	32	44	29	52	0	1	2	0	0	1	4
ENSMUSG00000001946|Esam	583	530	408	445	624	528	554	525	570	46	48	62	59	51	64	46
ENSMUSG00000001948|Spa17	117	97	81	134	149	98	103	131	101	17434	16662	17357	17558	16025	16802	16279
ENSMUSG00000001962|Fam50a	413	331	353	291	326	327	346	370	433	56	49	47	71	44	77	56
ENSMUSG00000001964|Emd	456	441	389	375	488	429	448	433	497	274	259	298	302	276	336	270
ENSMUSG00000001983|Taco1	136	128	128	128	126	134	159	119	115	79	63	78	62	74	82	67
ENSMUSG00000001985|Grik3	420	262	317	376	319	244	439	427	341	33	22	26	30	17	22	28
ENSMUSG00000001986|Gria3	415	415	323	380	275	256	319	252	395	78	41	49	72	50	60	80
ENSMUSG00000001988|Npas1	0	1	1	0	0	1	1	1	0	28	39	31	41	47	29	35
ENSMUSG00000001995|Sipa1l2	673	658	502	553	692	649	621	567	618	1876	1881	1898	2108	1947	2064	1939
ENSMUSG00000001998|Ap4e1	754	630	643	697	822	610	690	644	809	486	535	520	544	521	536	499
ENSMUSG00000001999|Blvra	241	266	246	290	275	227	310	211	284	151	148	159	180	166	173	186
ENSMUSG00000002006|Pdzd4	195	178	179	185	173	207	177	176	216	29	43	37	43	30	33	36
ENSMUSG00000002007|Srpk3	14	24	19	21	8	21	28	4	30	3	3	1	2	1	6	2
ENSMUSG00000002010|Idh3g	1559	1709	1492	1565	1746	1396	1584	1539	1609	310	322	326	316	318	352	365
ENSMUSG00000002012|Pnck	124	125	74	87	99	107	81	81	117	29	27	26	23	22	28	25
ENSMUSG00000002014|Ssr4	994	1183	972	1081	1259	961	1118	968	1103	268	287	262	278	254	295	249
ENSMUSG00000002015|Bcap31	1483	1466	1163	1332	1490	1268	1444	1169	1578	345	331	342	377	305	394	316
ENSMUSG00000002017|Fam98a	722	642	538	617	831	596	628	711	580	2399	2547	2534	2841	2457	2478	2446
ENSMUSG00000002020|Ltbp2	303	223	213	249	276	176	269	246	255	140	132	140	150	159	134	179
ENSMUSG00000002028|Mll1	2252	1894	1397	1596	2032	1794	1697	2127	2347	238	196	238	252	241	240	247
ENSMUSG00000002031|Ift46	705	768	691	752	824	697	739	663	865	2248	2290	2405	2601	2619	2738	2740
ENSMUSG00000002032|Tmem25	121	176	175	174	132	137	231	253	96	36	37	44	47	40	55	62
ENSMUSG00000002033|Cd3g	5	23	11	2	6	13	14	11	12	1	2	1	1	1	3	3
ENSMUSG00000002043|Trappc6a	295	311	274	332	328	246	339	300	278	526	554	503	582	497	510	522
ENSMUSG00000002052|Supt6h	2318	2273	1873	2111	2463	2071	2154	2416	2525	2662	2809	2809	3186	2896	2951	2799
ENSMUSG00000002055|Spag5	327	259	304	346	477	266	281	377	364	4677	4476	4766	5140	4769	5056	4854
ENSMUSG00000002057|Foxn1	0	1	0	0	0	1	0	0	0	2	1	1	4	2	2	0
ENSMUSG00000002058|Unc119	449	487	463	490	756	433	595	573	726	612	619	514	655	501	608	579
ENSMUSG00000002059|Rab34	686	720	534	631	799	642	716	601	791	124	128	127	173	118	133	126
ENSMUSG00000002064|Sdf2	610	644	510	589	715	515	519	500	669	250	240	278	283	241	267	239
ENSMUSG00000002068|Ccne1	57	54	43	40	65	46	50	45	63	156	162	172	194	166	201	197
ENSMUSG00000002076|Hsf2bp	20	8	16	24	11	13	25	33	12	1490	1552	1556	1585	1432	1586	1501
ENSMUSG00000002083|Bbc3	40	41	29	31	55	59	40	26	55	27	41	42	44	57	54	48
ENSMUSG00000002100|Mybpc3	158	76	97	112	234	108	96	195	210	4	1	0	0	4	1	7
ENSMUSG00000002102|Psmc3	1832	2120	1718	1874	2394	1950	2021	1897	2225	17505	17251	17843	18405	18451	19904	19411
ENSMUSG00000002103|Acp2	1132	1188	1072	1141	1201	993	1093	1115	1243	663	650	711	670	667	762	725
ENSMUSG00000002104|Rapsn	46	54	70	110	21	41	98	48	44	114	106	126	121	84	84	87
ENSMUSG00000002105|Slc39a13	416	402	371	434	420	444	421	384	456	805	864	867	946	846	923	904
ENSMUSG00000002107|Celf2	1307	1729	1077	1047	978	1124	1099	916	1541	695	632	726	830	646	780	750
ENSMUSG00000002108|Nr1h3	106	125	92	56	79	100	109	42	146	328	310	339	332	365	328	326
ENSMUSG00000002109|Ddb2	345	328	326	322	378	311	320	281	421	226	260	267	271	238	265	237
ENSMUSG00000002111|Sfpi1	68	105	61	72	88	75	99	43	69	29	20	21	11	31	27	36
ENSMUSG00000002129|Sf3a1	1155	1107	989	984	1216	1045	1002	1062	1079	1779	1822	1909	2013	1900	1896	1930
ENSMUSG00000002147|Stat6	1426	1318	1250	1301	1489	1183	1320	1168	1573	138	145	140	148	184	145	176
ENSMUSG00000002190|Clgn	6	1	0	1	3	3	1	0	1	18473	18627	19644	21770	19101	19606	20182
ENSMUSG00000002204|Napsa	107	159	79	144	112	88	87	43	120	12	3	7	8	7	4	10
ENSMUSG00000002205|Vrk3	339	348	313	331	408	334	340	345	451	2032	1984	2096	2223	2109	2174	2061
ENSMUSG00000002210|Smg9	250	261	200	236	271	258	220	215	261	3840	4046	4034	4142	4123	4124	3969
ENSMUSG00000002221|Paxip1	692	595	542	611	699	546	590	686	684	1362	1434	1385	1427	1341	1487	1301
ENSMUSG00000002222|Rmnd5a	3411	3216	2909	3168	3669	2536	3035	3160	3559	1332	1274	1232	1373	1345	1368	1420
ENSMUSG00000002227|Mov10	588	557	456	566	556	421	549	597	697	346	394	367	440	352	417	386
ENSMUSG00000002228|Ppm1j	15	34	18	12	21	25	15	16	18	3169	3350	3418	3205	2990	3098	2803
ENSMUSG00000002233|Rhoc	955	1468	1229	1390	975	1137	1231	1073	1128	56	54	51	89	64	63	59
ENSMUSG00000002240|4930432K09Rik	0	0	0	0	0	0	0	0	0	1193	1280	1318	1240	996	991	994
ENSMUSG00000002249|Tead3	323	353	221	241	276	285	265	229	327	32	41	38	39	35	34	51
ENSMUSG00000002250|Ppard	105	115	78	90	93	93	114	116	116	23	16	27	28	24	31	25
ENSMUSG00000002257|Def6	68	55	54	49	61	56	48	27	69	38	31	27	31	32	44	29
ENSMUSG00000002265|Peg3	1030	926	808	848	910	654	894	764	1641	265	322	288	337	286	277	269
ENSMUSG00000002266|Zim1	18	8	17	4	3	8	10	6	23	2	1	2	1	0	2	2
ENSMUSG00000002274|Metrn	112	203	139	201	165	143	271	209	204	132	110	105	99	86	106	108
ENSMUSG00000002279|Lmf1	408	398	355	409	412	360	389	382	462	2163	2238	2189	2387	2216	2231	2288
ENSMUSG00000002280|Narfl	225	262	230	288	325	287	273	260	336	615	675	609	788	703	736	657
ENSMUSG00000002289|Angptl4	899	1736	1398	1156	721	1316	1514	864	1943	73	90	63	84	95	71	106
ENSMUSG00000002297|Dbf4	432	387	357	404	515	318	325	435	395	2311	2214	2372	2472	2295	2528	2523
ENSMUSG00000002307|Daxx	492	406	388	422	510	383	420	432	528	3053	3038	3113	3461	2944	3191	3062
ENSMUSG00000002308|Cd320	391	439	372	374	433	373	414	415	473	2241	2366	2466	2585	2399	2633	2518
ENSMUSG00000002319|Ipo4	1252	1306	1024	1129	1336	1237	1180	1206	1303	7855	8401	8771	9387	8275	8317	8480
ENSMUSG00000002320|Tm9sf1	1020	1164	949	968	1132	975	1086	966	1094	356	341	337	384	331	393	375
ENSMUSG00000002324|Rec8	184	154	91	176	110	110	181	146	170	1576	1672	1748	1696	1633	1688	1791
ENSMUSG00000002325|Irf9	783	700	609	625	763	600	728	551	834	78	101	73	64	111	112	100
ENSMUSG00000002326|Gmpr2	247	218	193	235	239	231	235	197	235	593	598	632	705	567	630	548
ENSMUSG00000002329|Mdp1	507	559	470	489	575	420	533	491	520	115	147	155	127	118	117	128
ENSMUSG00000002332|Dhrs1	447	530	455	529	545	457	492	460	587	3562	3623	3435	3765	3481	3674	3579
ENSMUSG00000002341|Ncan	7	2	2	1	3	1	2	10	3	611	671	669	610	504	587	530
ENSMUSG00000002342|Tmem161a	445	504	440	488	556	450	532	483	534	181	164	143	153	152	184	152
ENSMUSG00000002343|Armc6	145	130	103	125	170	101	121	132	131	106	85	110	103	75	98	99
ENSMUSG00000002345|2310045N01Rik	253	255	245	273	289	241	298	255	310	759	694	723	824	675	743	647
ENSMUSG00000002346|Slc25a42	196	167	152	109	168	137	163	172	233	33	42	53	52	62	31	45
ENSMUSG00000002365|Snx9	1154	953	881	915	1359	917	893	776	1020	407	397	403	427	409	430	413
ENSMUSG00000002372|Ranbp3	943	945	842	934	1198	795	971	987	959	3307	3594	3334	3670	3502	3599	3432
ENSMUSG00000002379|Ndufa11	534	712	538	553	498	500	570	497	489	487	484	506	489	489	545	549
ENSMUSG00000002384|Bmp8b	6	4	5	9	5	14	0	5	2	4023	4338	4192	4294	4252	4198	4419
ENSMUSG00000002393|Nr2f6	980	979	780	891	968	898	922	796	869	154	171	172	187	158	217	179
ENSMUSG00000002395|Use1	928	943	865	941	1286	916	1009	718	968	1910	1931	2181	2013	2023	2154	2090
ENSMUSG00000002396|Ocel1	191	192	158	206	209	197	172	171	266	1183	1203	1250	1210	1181	1279	1203
ENSMUSG00000002409|Dyrk1b	256	256	244	234	249	208	250	249	347	5492	5969	6016	6452	5846	5113	5676
ENSMUSG00000002413|Braf	2262	2224	2006	1977	2290	2032	1826	2152	2349	2474	2476	2534	2684	2214	2258	2206
ENSMUSG00000002416|Ndufb2	472	590	443	477	548	484	512	510	564	476	446	561	516	451	530	520
ENSMUSG00000002428|Hltf	1158	1103	1112	1142	1255	1011	1002	1118	1189	336	344	372	389	333	347	351
ENSMUSG00000002455|Prpf6	1688	1839	1556	1697	1798	1518	1643	1604	1844	1761	1708	1749	1827	1694	1842	1765
ENSMUSG00000002458|Rgs19	292	293	282	285	278	272	320	249	303	167	193	192	180	185	166	172
ENSMUSG00000002459|Rgs20	16	13	8	23	23	11	9	8	16	9	7	6	7	5	6	5
ENSMUSG00000002475|Abhd3	261	310	282	230	330	248	314	393	410	247	245	231	246	248	251	221
ENSMUSG00000002477|Snrpd1	548	541	513	525	625	490	466	489	567	776	743	783	743	746	797	787
ENSMUSG00000002486|Tchp	240	207	176	186	216	215	211	230	221	2323	2478	2310	2564	2607	2639	2486
ENSMUSG00000002489|Tiam1	800	538	556	532	773	581	578	601	907	1427	1308	1482	1555	1315	1384	1457
ENSMUSG00000002496|Tsc2	1013	1071	831	918	998	869	959	944	1160	847	781	792	886	797	846	879
ENSMUSG00000002500|Rpl3l	0	0	0	0	0	0	0	1	3	3	6	3	5	4	6	4
ENSMUSG00000002504|Slc9a3r2	681	638	497	558	681	672	611	620	571	60	56	65	70	70	59	56
ENSMUSG00000002524|Puf60	1684	1716	1523	1682	1822	1599	1594	1692	1631	3486	3453	3643	3802	3212	3441	3467
ENSMUSG00000002546|Golga2	1452	1418	1205	1329	1483	1331	1270	1202	1618	2268	2303	2402	2388	2308	2536	2546
ENSMUSG00000002550|Uck1	1147	1106	1010	1166	1246	1106	1242	1221	1128	462	523	540	534	532	552	524
ENSMUSG00000002565|Scin	37	46	24	43	37	58	40	24	33	8	9	6	11	5	10	9
ENSMUSG00000002578|Ikzf4	35	19	24	26	35	29	23	23	45	16	27	33	33	17	17	28
ENSMUSG00000002580|Mien1	338	352	267	324	362	273	318	258	344	425	483	513	504	493	482	538
ENSMUSG00000002588|Pon1	18	17	16	5	5	5	25	3	10	3	10	0	1	2	3	5
ENSMUSG00000002602|Axl	3927	3478	3298	3653	3758	3798	3401	3203	4629	895	923	1021	1058	893	1082	993
ENSMUSG00000002603|Tgfb1	114	162	74	82	120	216	92	93	102	60	73	83	81	73	77	92
ENSMUSG00000002608|Ccdc97	213	205	161	222	219	237	212	167	268	542	610	621	661	745	665	701
ENSMUSG00000002617|Zfp40	471	482	433	441	483	410	481	462	469	84	98	81	100	112	82	111
ENSMUSG00000002625|Akap8l	1127	945	1017	1034	1297	905	1011	1103	1171	1663	1611	1640	1763	1410	1629	1627
ENSMUSG00000002633|Shh	3	0	0	0	1	0	0	1	0	0	0	0	1	1	4	0
ENSMUSG00000002635|Pdcd2l	197	181	203	205	211	175	220	214	201	698	704	745	780	674	776	727
ENSMUSG00000002658|Gtf2f1	726	738	638	651	875	750	667	660	843	5996	6139	5991	6247	5910	6292	6030
ENSMUSG00000002660|Clpp	436	461	452	468	580	445	516	463	489	260	217	217	231	205	241	231
ENSMUSG00000002661|Alkbh7	178	165	170	181	239	197	202	219	201	360	362	331	392	397	403	378
ENSMUSG00000002664|Pspn	0	0	1	2	0	0	0	2	1	0	0	0	1	0	0	0
ENSMUSG00000002668|Dennd1c	16	32	18	18	20	26	28	17	28	5	7	1	1	3	2	0
ENSMUSG00000002679|Med6	318	323	295	296	320	272	319	303	317	354	307	372	362	313	366	366
ENSMUSG00000002688|Prkd1	311	288	295	325	365	216	321	349	299	132	172	119	166	112	144	146
ENSMUSG00000002699|Lcp2	97	144	102	91	140	136	145	81	116	25	16	15	19	32	18	12
ENSMUSG00000002718|Cse1l	2016	1837	1759	1821	2177	1695	1809	1887	1794	3030	3113	3128	3340	2917	3018	2852
ENSMUSG00000002728|Naa20	520	601	498	516	555	507	501	516	550	715	760	783	856	683	786	726
ENSMUSG00000002731|Prkra	552	593	535	566	589	501	490	662	607	607	647	648	663	610	674	647
ENSMUSG00000002732|Fkbp7	306	342	276	319	294	284	302	274	343	535	509	550	477	482	461	487
ENSMUSG00000002733|Plekha3	729	745	679	646	670	628	630	576	618	1070	1167	1071	1201	1144	1002	1070
ENSMUSG00000002741|Ykt6	1312	1600	1238	1372	1384	1398	1498	1391	1162	1316	1313	1294	1460	1321	1312	1332
ENSMUSG00000002748|Baz1b	4267	3854	3497	3551	4335	3342	3517	3900	4061	1314	1159	1345	1511	1299	1330	1289
ENSMUSG00000002763|Pex6	583	556	477	594	680	510	591	574	695	1167	1128	1157	1209	1106	1194	1116
ENSMUSG00000002767|Mrpl2	400	464	372	482	501	443	444	412	433	604	524	582	556	545	557	580
ENSMUSG00000002768|Mea1	514	616	504	536	584	505	506	488	596	15926	16566	16992	17113	16206	16502	16496
ENSMUSG00000002769|Gnmt	12	8	14	11	10	10	6	12	3	29	46	33	24	23	26	32
ENSMUSG00000002771|Grin2d	15	22	11	13	16	19	11	15	14	471	516	527	550	608	560	572
ENSMUSG00000002778|Kdelr1	1204	1208	931	1075	1281	1049	1024	990	1286	408	415	427	428	443	451	405
ENSMUSG00000002781|Tmem143	237	231	204	199	233	184	249	172	188	104	99	100	123	79	103	122
ENSMUSG00000002791|Pdxk-ps	3	3	4	4	3	2	5	1	3	9	8	9	8	10	10	6
ENSMUSG00000002797|Ggct	284	286	270	271	232	293	305	346	185	444	390	451	434	417	484	485
ENSMUSG00000002799|Jag2	265	213	198	250	250	222	184	247	233	253	321	279	329	318	338	311
ENSMUSG00000002803|Btbd6	212	209	234	221	289	230	231	247	250	146	144	141	154	175	177	191
ENSMUSG00000002804|Nudt14	179	209	147	171	186	135	170	155	140	84	86	69	89	85	75	78
ENSMUSG00000002808|Epdr1	1896	1131	930	1524	2367	1336	839	645	669	17	3	10	15	16	15	10
ENSMUSG00000002812|Flii	2075	2202	1675	1942	2267	1872	1987	1907	2193	783	856	873	937	862	902	795
ENSMUSG00000002814|Top3a	395	353	337	373	436	377	380	374	445	1095	1021	1009	1139	1026	1047	990
ENSMUSG00000002820|Atg4d	267	210	172	202	241	218	227	200	251	598	675	702	658	686	744	729
ENSMUSG00000002825|Qtrt1	175	176	140	145	184	155	167	139	177	148	169	170	188	174	156	141
ENSMUSG00000002831|Plin4	6414	3560	1342	1546	7789	1626	2951	203	2023	60	43	98	43	123	48	57
ENSMUSG00000002833|Hdgfrp2	766	646	528	663	1063	626	658	691	646	3373	3481	3508	3754	3499	3801	3525
ENSMUSG00000002835|Chaf1a	316	254	287	284	316	272	257	341	365	4961	5269	5341	5614	4973	5163	4984
ENSMUSG00000002844|Adprh	635	578	525	567	643	569	611	537	750	714	770	781	802	820	792	812
ENSMUSG00000002845|Tmem39a	776	692	669	697	774	718	721	706	771	344	358	413	464	385	418	374
ENSMUSG00000002846|Timmdc1	373	369	306	330	437	308	375	391	365	220	209	251	269	243	235	249
ENSMUSG00000002847|Pla1a	112	217	161	143	114	233	134	84	164	103	115	138	91	106	119	103
ENSMUSG00000002870|Mcm2	722	726	606	667	816	631	645	871	843	289	240	270	298	258	283	306
ENSMUSG00000002871|Tpra1	527	480	488	513	536	401	502	526	540	84	90	97	118	76	115	94
ENSMUSG00000002881|Nab1	1605	1437	1222	1453	1638	1502	1244	1463	1611	293	279	243	340	259	316	273
ENSMUSG00000002885|Cd97	970	1126	799	812	952	784	907	783	1070	161	139	163	174	191	203	161
ENSMUSG00000002897|Il17ra	525	833	661	794	604	612	823	704	404	125	108	124	161	112	137	137
ENSMUSG00000002900|Lamb1	5678	5142	4360	4799	5420	4316	4716	5601	5945	450	429	383	506	466	428	472
ENSMUSG00000002908|Kcnn1	35	29	28	20	36	33	35	20	35	22	18	18	27	26	28	20
ENSMUSG00000002910|Arrdc2	185	209	193	233	241	157	209	230	220	238	208	169	240	242	261	218
ENSMUSG00000002930|Ppp1r17	0	0	0	0	0	0	0	0	0	4	5	1	2	5	3	7
ENSMUSG00000002944|Cd36	1610	4817	2558	1079	888	1371	4486	592	3542	830	725	852	805	915	937	955
ENSMUSG00000002948|Map2k7	1370	1470	1244	1400	1395	1295	1458	1482	1642	4436	4569	4662	4654	4116	3872	3727
ENSMUSG00000002949|Timm44	882	807	763	791	1015	817	861	819	943	1480	1420	1517	1564	1461	1472	1405
ENSMUSG00000002957|Ap2a2	1667	1780	1471	1650	1826	1542	1702	1527	1869	2222	2349	2380	2376	2163	2354	2379
ENSMUSG00000002963|Pnkp	342	336	268	350	402	355	386	358	387	520	518	505	563	556	591	560
ENSMUSG00000002968|Med25	560	611	515	518	662	515	541	511	645	1381	1429	1429	1580	1399	1302	1443
ENSMUSG00000002980|Bcam	1463	1535	1270	1260	1674	1448	1321	1113	1669	123	98	123	133	113	99	124
