geneID	Gho_TRT_Liver_male_1	Gho_TRT_Liver_male_2	Gho_TRT_Liver_male_3	Gho_TRT_Liver_male_4	Gho_TRT_Liver_male_5	Gho_TRT_Liver_male_6	Gho_CTR_Liver_male_1	Gho_CTR_Liver_male_2	Gho_CTR_Liver_male_3	Gho_CTR_Liver_male_4	Gho_CTR_Liver_male_5	Gho_CTR_Liver_male_6
ENSMUSG00000001755|Coasy	1937	1865	1984	1897	1966	1876	2228	1763	1609	1609	1937	2196
ENSMUSG00000001761|Smo	130	174	217	210	96	131	112	129	143	171	91	156
ENSMUSG00000001763|Tspan33	266	305	266	304	294	244	167	226	245	197	224	202
ENSMUSG00000001767|Crnkl1	368	431	348	368	350	385	382	426	511	522	385	479
ENSMUSG00000001768|Rin2	165	226	281	287	229	306	245	255	302	226	376	308
ENSMUSG00000001773|Folh1	0	1	2	3	3	0	1	0	0	1	6	2
ENSMUSG00000001774|Chordc1	457	415	430	549	484	555	630	691	710	800	663	794
ENSMUSG00000001783|D10Wsu52e	930	1049	1093	1078	1064	1091	1277	1094	1214	1087	1167	1296
ENSMUSG00000001785|Pwp1	272	318	240	267	323	299	367	320	349	336	331	382
ENSMUSG00000001786|Fbxo7	339	323	363	427	374	439	418	366	328	384	378	397
ENSMUSG00000001794|Capns1	1461	1636	1574	1538	1642	1762	1628	1444	1368	1363	1535	1594
ENSMUSG00000001802|Lrp3	250	347	266	293	330	334	295	286	278	175	335	269
ENSMUSG00000001804|Dsg4	0	0	0	1	0	0	1	0	0	1	0	0
ENSMUSG00000001815|Evx2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001819|Hoxd13	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001823|Hoxd12	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001827|Folr1	0	1	2	0	1	1	1	3	0	0	0	3
ENSMUSG00000001829|Clpb	402	423	591	490	496	451	520	483	398	481	504	541
ENSMUSG00000001833|Sept7	731	826	828	919	785	1025	1009	1210	1125	1302	1121	1206
ENSMUSG00000001844|Zdhhc4	217	270	264	275	246	270	303	293	247	240	282	264
ENSMUSG00000001847|Rac1	2230	2050	2036	2338	2115	2440	2503	2167	2105	1906	2135	2607
ENSMUSG00000001855|Nup214	185	224	223	229	220	276	246	256	227	188	241	273
ENSMUSG00000001864|Aif1l	8	6	3	2	10	6	3	7	7	1	5	3
ENSMUSG00000001865|Cpa3	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000001870|Ltbp1	55	82	69	68	96	78	86	58	66	58	81	65
ENSMUSG00000001891|Ugp2	10831	12383	11006	12504	14069	12489	14824	12642	10917	12737	7105	12419
ENSMUSG00000001901|Kcnh6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000001909|Trmt1	360	442	396	392	472	476	485	475	424	383	487	498
ENSMUSG00000001910|Nacc1	455	461	429	487	464	501	540	388	449	405	572	526
ENSMUSG00000001911|Nfix	620	670	663	698	664	812	805	611	506	415	639	679
ENSMUSG00000001918|Slc1a5	31	41	25	30	31	55	47	16	31	31	75	36
ENSMUSG00000001924|Uba1	3328	3369	3372	3345	3255	3467	3419	3191	3015	3131	3668	3713
ENSMUSG00000001930|Vwf	202	267	170	280	190	183	279	159	211	175	192	218
ENSMUSG00000001942|Siae	811	887	823	1076	912	1079	906	901	753	678	756	793
ENSMUSG00000001943|Vsig2	5	4	13	11	4	2	11	5	5	6	4	20
ENSMUSG00000001946|Esam	210	161	205	238	205	219	233	212	233	215	239	256
ENSMUSG00000001948|Spa17	5	8	6	4	13	3	6	6	3	3	4	9
ENSMUSG00000001962|Fam50a	183	187	207	199	175	230	224	218	207	237	264	265
ENSMUSG00000001964|Emd	156	173	166	200	217	204	227	184	211	175	213	234
ENSMUSG00000001983|Taco1	222	245	306	245	243	251	256	256	234	234	332	310
ENSMUSG00000001985|Grik3	7	1	7	0	3	0	2	2	3	1	3	4
ENSMUSG00000001986|Gria3	94	53	171	163	66	26	16	10	18	36	33	21
ENSMUSG00000001988|Npas1	1	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000001995|Sipa1l2	66	77	70	91	128	141	105	108	80	68	86	80
ENSMUSG00000001998|Ap4e1	186	189	209	223	202	212	211	218	187	206	204	233
ENSMUSG00000001999|Blvra	138	177	171	202	171	171	194	187	168	185	182	241
ENSMUSG00000002006|Pdzd4	6	6	10	5	8	7	9	9	2	6	6	11
ENSMUSG00000002007|Srpk3	0	1	1	1	0	2	2	2	1	0	0	2
ENSMUSG00000002010|Idh3g	1000	1028	994	969	1093	1103	1252	1036	1036	926	1031	1423
ENSMUSG00000002012|Pnck	0	2	0	3	0	3	4	0	2	1	1	1
ENSMUSG00000002014|Ssr4	1955	1893	2071	2174	1934	1647	1451	1306	1508	1443	1557	1542
ENSMUSG00000002015|Bcap31	1722	1803	1866	1987	2036	1895	2060	2014	1940	1901	1764	2245
ENSMUSG00000002017|Fam98a	236	177	211	196	207	233	272	273	212	270	308	308
ENSMUSG00000002020|Ltbp2	13	13	17	17	8	26	13	6	13	14	10	8
ENSMUSG00000002028|Mll1	391	375	457	449	395	463	443	443	313	335	388	403
ENSMUSG00000002031|Ift46	441	509	418	501	539	513	562	469	422	414	374	562
ENSMUSG00000002032|Tmem25	625	572	539	551	604	725	666	601	462	351	773	645
ENSMUSG00000002033|Cd3g	2	10	1	7	9	11	14	7	2	10	14	5
ENSMUSG00000002043|Trappc6a	226	212	207	221	259	226	227	149	161	169	222	212
ENSMUSG00000002052|Supt6h	814	929	920	918	922	1093	1078	1001	963	898	1080	1084
ENSMUSG00000002055|Spag5	9	13	8	6	4	9	3	2	10	8	6	15
ENSMUSG00000002057|Foxn1	0	0	0	0	0	0	0	0	1	0	2	0
ENSMUSG00000002058|Unc119	43	52	59	59	50	26	38	42	32	47	31	55
ENSMUSG00000002059|Rab34	40	46	63	50	53	39	45	25	38	41	34	36
ENSMUSG00000002064|Sdf2	500	508	505	504	500	515	516	334	440	417	493	461
ENSMUSG00000002068|Ccne1	6	2	8	10	18	22	12	26	5	3	1	12
ENSMUSG00000002076|Hsf2bp	1	2	6	4	0	5	2	0	2	1	2	4
ENSMUSG00000002083|Bbc3	97	82	95	88	139	197	156	88	51	90	90	111
ENSMUSG00000002100|Mybpc3	0	0	0	0	0	1	1	0	0	2	1	0
ENSMUSG00000002102|Psmc3	1745	1653	1830	1859	1701	1892	2080	1746	1786	1720	2060	2116
ENSMUSG00000002103|Acp2	1229	1391	1369	1442	1179	1279	1307	1203	1206	1158	1095	1361
ENSMUSG00000002104|Rapsn	0	0	0	0	0	2	0	0	0	0	1	0
ENSMUSG00000002105|Slc39a13	104	100	120	121	93	129	125	121	85	116	137	130
ENSMUSG00000002107|Celf2	237	247	276	254	207	228	245	240	238	267	216	288
ENSMUSG00000002108|Nr1h3	1596	1831	1756	1727	1784	1866	1716	1492	1648	1463	2067	1806
ENSMUSG00000002109|Ddb2	68	87	104	104	107	115	111	108	117	58	97	123
ENSMUSG00000002111|Sfpi1	57	71	67	84	79	69	105	61	86	56	99	61
ENSMUSG00000002129|Sf3a1	368	326	303	341	356	368	442	426	412	386	464	424
ENSMUSG00000002147|Stat6	809	1043	911	1019	1044	1270	1169	1145	1021	884	952	1142
ENSMUSG00000002190|Clgn	0	0	1	0	4	1	2	1	0	0	1	0
ENSMUSG00000002204|Napsa	1	9	4	6	4	5	5	2	2	4	12	9
ENSMUSG00000002205|Vrk3	319	302	297	338	350	370	380	290	260	265	384	364
ENSMUSG00000002210|Smg9	101	133	116	121	103	124	147	131	97	78	143	136
ENSMUSG00000002221|Paxip1	248	240	233	289	296	242	339	287	298	252	318	280
ENSMUSG00000002222|Rmnd5a	3339	3206	3882	3861	3870	4077	4533	4598	3719	4085	2878	4373
ENSMUSG00000002227|Mov10	359	371	397	429	351	535	418	319	314	290	326	362
ENSMUSG00000002228|Ppm1j	4	3	1	5	1	4	4	2	3	3	6	2
ENSMUSG00000002233|Rhoc	95	77	98	116	88	133	121	65	96	89	130	134
ENSMUSG00000002240|4930432K09Rik	0	0	0	0	1	1	0	0	0	0	0	0
ENSMUSG00000002249|Tead3	103	113	106	132	117	162	174	136	119	88	128	111
ENSMUSG00000002250|Ppard	133	166	163	176	83	75	67	39	121	90	294	166
ENSMUSG00000002257|Def6	5	4	4	3	1	11	6	2	5	5	5	3
ENSMUSG00000002265|Peg3	173	118	139	186	161	130	152	182	158	145	91	196
ENSMUSG00000002266|Zim1	0	0	4	4	0	0	0	2	0	0	2	2
ENSMUSG00000002274|Metrn	56	41	32	41	67	31	39	39	33	37	43	42
ENSMUSG00000002279|Lmf1	774	787	759	830	751	769	751	681	683	660	665	721
ENSMUSG00000002280|Narfl	306	309	313	345	302	433	444	331	321	316	347	366
ENSMUSG00000002289|Angptl4	2701	2362	1855	2772	3921	1548	3201	2646	3379	2835	638	4226
ENSMUSG00000002297|Dbf4	45	54	59	77	81	53	69	67	62	53	53	71
ENSMUSG00000002307|Daxx	193	213	179	200	295	298	303	277	218	221	252	264
ENSMUSG00000002308|Cd320	59	45	55	54	67	74	80	76	56	49	70	53
ENSMUSG00000002319|Ipo4	734	650	726	767	684	920	683	679	632	591	787	712
ENSMUSG00000002320|Tm9sf1	888	919	914	914	953	996	950	834	887	912	917	1060
ENSMUSG00000002324|Rec8	7	25	30	17	37	5	5	21	15	9	4	19
ENSMUSG00000002325|Irf9	558	574	574	699	624	742	764	731	644	751	628	655
ENSMUSG00000002326|Gmpr2	96	151	107	156	139	141	161	129	156	144	164	196
ENSMUSG00000002329|Mdp1	198	203	187	234	200	237	251	153	205	250	215	281
ENSMUSG00000002332|Dhrs1	2052	2269	2226	2245	2076	1687	2080	1832	1669	1740	1590	2062
ENSMUSG00000002341|Ncan	0	1	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000002342|Tmem161a	188	268	253	258	269	234	240	247	257	256	240	289
ENSMUSG00000002343|Armc6	86	112	88	87	72	90	93	66	83	76	104	81
ENSMUSG00000002345|2310045N01Rik	170	157	176	189	193	164	198	153	196	124	174	163
ENSMUSG00000002346|Slc25a42	350	380	336	363	423	413	366	339	230	199	283	283
ENSMUSG00000002365|Snx9	783	822	780	773	859	941	1005	889	839	768	873	1040
ENSMUSG00000002372|Ranbp3	392	449	479	453	550	525	552	398	485	409	528	581
ENSMUSG00000002379|Ndufa11	675	687	732	697	763	711	743	619	621	623	798	746
ENSMUSG00000002384|Bmp8b	3	3	2	0	0	3	5	0	2	1	3	8
ENSMUSG00000002393|Nr2f6	2328	2220	2105	2033	2166	2035	1971	1671	1706	1415	2363	2100
ENSMUSG00000002395|Use1	634	702	664	637	721	742	742	580	567	503	714	618
ENSMUSG00000002396|Ocel1	132	166	179	194	146	162	179	167	142	164	205	174
ENSMUSG00000002409|Dyrk1b	102	95	99	91	172	143	159	119	88	79	114	118
ENSMUSG00000002413|Braf	497	639	703	701	608	659	651	820	589	648	513	606
ENSMUSG00000002416|Ndufb2	678	688	731	841	816	801	823	575	776	755	994	869
ENSMUSG00000002428|Hltf	392	399	357	455	328	442	402	431	407	465	371	454
ENSMUSG00000002455|Prpf6	916	967	1004	1065	979	1114	1237	1160	1447	1231	1271	1192
ENSMUSG00000002458|Rgs19	17	45	26	39	17	37	25	26	41	18	41	31
ENSMUSG00000002459|Rgs20	0	0	0	1	1	0	0	0	0	2	0	0
ENSMUSG00000002475|Abhd3	840	797	809	828	922	979	1108	1009	826	864	812	1098
ENSMUSG00000002477|Snrpd1	118	149	138	182	102	142	161	133	162	187	177	201
ENSMUSG00000002486|Tchp	16	16	22	22	38	33	24	29	19	20	24	29
ENSMUSG00000002489|Tiam1	28	25	48	37	10	15	12	14	35	28	30	22
ENSMUSG00000002496|Tsc2	624	725	634	692	716	711	751	577	559	454	727	711
ENSMUSG00000002500|Rpl3l	1	0	0	0	1	0	1	0	1	0	0	0
ENSMUSG00000002504|Slc9a3r2	367	320	259	320	311	313	354	313	294	263	289	273
ENSMUSG00000002524|Puf60	926	927	948	952	1081	1124	1176	871	1023	983	1117	1222
ENSMUSG00000002546|Golga2	619	645	637	675	721	734	797	707	697	650	738	819
ENSMUSG00000002550|Uck1	363	345	387	288	366	344	502	384	433	456	355	544
ENSMUSG00000002565|Scin	3	0	0	0	0	2	2	0	0	0	2	2
ENSMUSG00000002578|Ikzf4	6	4	4	7	2	1	4	4	7	5	7	4
ENSMUSG00000002580|Mien1	416	431	471	492	473	595	528	407	442	466	500	551
ENSMUSG00000002588|Pon1	13962	14105	13004	15071	13984	12148	22627	17975	16902	15514	13073	22360
ENSMUSG00000002602|Axl	335	433	400	489	446	608	516	393	401	454	602	474
ENSMUSG00000002603|Tgfb1	88	94	85	103	59	94	81	61	78	65	98	65
ENSMUSG00000002608|Ccdc97	132	121	144	111	131	139	122	128	99	118	151	130
ENSMUSG00000002617|Zfp40	55	45	51	70	70	93	94	113	33	65	53	72
ENSMUSG00000002625|Akap8l	402	392	411	363	430	497	451	435	432	287	372	393
ENSMUSG00000002633|Shh	0	1	0	0	0	0	0	0	1	1	6	0
ENSMUSG00000002635|Pdcd2l	91	127	114	124	122	163	150	121	127	110	127	160
ENSMUSG00000002658|Gtf2f1	214	259	268	250	256	296	341	338	361	345	369	355
ENSMUSG00000002660|Clpp	654	678	704	711	765	744	666	550	590	565	698	729
ENSMUSG00000002661|Alkbh7	160	139	166	156	173	182	162	138	156	135	260	195
ENSMUSG00000002664|Pspn	0	0	0	0	0	5	0	1	2	0	0	2
ENSMUSG00000002668|Dennd1c	14	15	17	10	13	20	14	9	10	11	6	16
ENSMUSG00000002679|Med6	149	182	147	198	185	163	196	170	207	160	128	214
ENSMUSG00000002688|Prkd1	8	6	10	5	5	14	10	0	2	4	4	5
ENSMUSG00000002699|Lcp2	88	92	80	87	105	149	150	107	148	97	95	133
ENSMUSG00000002718|Cse1l	784	862	785	939	780	880	906	814	867	878	883	1060
ENSMUSG00000002728|Naa20	149	185	197	190	184	237	230	199	222	241	203	270
ENSMUSG00000002731|Prkra	332	366	381	355	416	400	339	340	300	308	274	349
ENSMUSG00000002732|Fkbp7	35	58	64	64	41	45	45	53	57	37	39	40
ENSMUSG00000002733|Plekha3	383	369	303	351	382	410	439	468	350	366	379	468
ENSMUSG00000002741|Ykt6	872	981	925	924	874	853	909	834	927	1000	971	1110
ENSMUSG00000002748|Baz1b	1372	1545	1451	1553	1607	1774	1523	1627	1576	1353	1464	1441
ENSMUSG00000002763|Pex6	1069	1121	1026	1041	1169	1192	1355	1017	1044	906	1089	1235
ENSMUSG00000002767|Mrpl2	528	621	594	567	672	636	738	544	614	514	701	682
ENSMUSG00000002768|Mea1	546	527	595	582	601	731	557	509	548	508	730	652
ENSMUSG00000002769|Gnmt	28838	24160	27251	26557	33387	42175	33141	27811	27522	28699	40864	34593
ENSMUSG00000002771|Grin2d	5	4	2	3	1	1	0	8	2	0	2	0
ENSMUSG00000002778|Kdelr1	931	1010	1044	1020	1047	1102	1110	994	930	1000	965	1155
ENSMUSG00000002781|Tmem143	343	340	353	329	401	381	431	326	308	268	438	399
ENSMUSG00000002791|Pdxk-ps	0	1	0	0	2	1	0	1	0	4	0	0
ENSMUSG00000002797|Ggct	80	83	76	111	83	99	134	86	111	75	73	111
ENSMUSG00000002799|Jag2	1	2	1	1	2	4	1	0	1	1	6	0
ENSMUSG00000002803|Btbd6	132	160	130	186	117	141	160	168	123	128	173	154
ENSMUSG00000002804|Nudt14	154	141	112	141	125	152	180	109	131	126	141	155
ENSMUSG00000002808|Epdr1	1	2	1	1	4	8	11	4	4	2	3	10
ENSMUSG00000002812|Flii	1093	1181	1019	1209	1141	1210	1264	1043	1007	868	944	1154
ENSMUSG00000002814|Top3a	79	126	139	130	144	151	170	150	114	120	138	129
ENSMUSG00000002820|Atg4d	312	324	306	298	502	451	395	374	290	261	383	344
ENSMUSG00000002825|Qtrt1	35	42	41	60	32	44	30	57	39	31	72	60
ENSMUSG00000002831|Plin4	196	159	92	218	113	182	180	111	148	57	157	194
ENSMUSG00000002833|Hdgfrp2	330	335	289	371	378	334	498	308	346	296	404	431
ENSMUSG00000002835|Chaf1a	20	15	35	19	20	19	32	17	17	21	23	12
ENSMUSG00000002844|Adprh	169	167	255	175	144	100	96	94	97	107	138	119
ENSMUSG00000002845|Tmem39a	183	220	153	199	143	158	220	230	327	460	255	270
ENSMUSG00000002846|Timmdc1	530	580	616	598	648	589	629	604	611	607	693	691
ENSMUSG00000002847|Pla1a	1112	1216	1158	1311	1324	1295	1072	1147	1086	935	1057	1167
ENSMUSG00000002870|Mcm2	40	50	59	68	32	52	56	33	54	42	72	52
ENSMUSG00000002871|Tpra1	255	284	216	245	264	303	296	274	228	196	301	303
ENSMUSG00000002881|Nab1	1094	936	1173	1241	1096	1252	1286	1699	1123	1176	869	1303
ENSMUSG00000002885|Cd97	483	547	415	555	583	574	608	560	462	519	531	502
ENSMUSG00000002897|Il17ra	252	300	253	297	456	388	421	331	254	257	247	292
ENSMUSG00000002900|Lamb1	233	246	283	302	216	306	243	241	280	215	275	247
ENSMUSG00000002908|Kcnn1	54	60	76	79	50	92	69	59	41	40	60	76
ENSMUSG00000002910|Arrdc2	459	459	423	654	327	143	356	184	281	264	150	563
ENSMUSG00000002930|Ppp1r17	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000002944|Cd36	776	948	757	928	775	2509	2373	780	1050	832	1535	2223
ENSMUSG00000002948|Map2k7	482	457	551	570	679	628	639	587	475	508	559	577
ENSMUSG00000002949|Timm44	699	669	644	753	719	891	740	721	765	660	745	807
ENSMUSG00000002957|Ap2a2	1989	2098	2196	2238	2068	2256	2014	2163	1855	1838	2597	2345
ENSMUSG00000002963|Pnkp	391	432	416	354	420	369	463	373	364	362	436	477
ENSMUSG00000002968|Med25	277	265	253	254	302	285	378	271	249	228	322	294
ENSMUSG00000002980|Bcam	70	64	60	64	104	93	58	62	69	65	55	64
ENSMUSG00000002981|Clptm1	1742	1824	1675	1960	2062	2055	1885	1603	1584	1476	1897	1974
ENSMUSG00000002983|Relb	36	31	56	59	43	50	30	30	61	38	52	46
ENSMUSG00000002984|Tomm40	357	363	385	326	439	489	427	360	363	357	522	447
ENSMUSG00000002985|Apoe	215192	210459	222299	220610	251839	270117	311482	247759	225095	207745	277699	299661
ENSMUSG00000002992|Apoc2	10878	11330	11477	11073	13316	12843	15028	11009	10959	10835	14396	14628
ENSMUSG00000002996|Hbp1	1957	2049	2092	2334	2381	2439	2708	2677	2429	2444	1761	2429
ENSMUSG00000002997|Prkar2b	5	8	10	12	9	6	9	21	10	10	5	12
ENSMUSG00000003031|Cdkn1b	427	464	416	457	518	635	603	699	472	467	386	519
ENSMUSG00000003032|Klf4	26	47	37	30	30	7	25	16	47	39	46	52
ENSMUSG00000003033|Ap1m1	217	242	250	277	279	347	311	270	247	289	328	346
ENSMUSG00000003037|Rab8a	1053	1028	1102	1113	1006	1122	1295	1133	1092	1112	1280	1334
ENSMUSG00000003038|Hmgn2	181	188	218	183	158	268	153	138	166	179	152	194
ENSMUSG00000003039|Fam32a	558	584	721	672	611	794	733	706	637	504	828	629
ENSMUSG00000003051|Elf3	4	4	4	4	12	8	16	14	5	5	21	3
ENSMUSG00000003053|Cyp2c29	16781	14407	14802	21086	14967	11803	49239	40640	34537	28911	25552	46371
ENSMUSG00000003062|Stard3nl	151	186	184	175	188	185	203	182	156	200	148	222
ENSMUSG00000003068|Stk11	968	968	931	978	1002	1233	1217	1062	1034	803	1295	1147
ENSMUSG00000003070|Efna2	0	2	1	2	2	0	0	2	1	1	0	3
ENSMUSG00000003072|Atp5d	2481	2392	2509	2420	2673	2667	2864	2172	2427	2154	3135	2965
ENSMUSG00000003099|Ppp5c	501	576	557	615	588	678	646	572	478	515	614	712
ENSMUSG00000003119|Cdk12	919	849	922	955	998	1041	1095	1261	980	1077	915	1104
ENSMUSG00000003123|Lipe	129	154	130	156	222	303	268	235	148	125	177	157
ENSMUSG00000003131|Pafah1b2	567	599	598	657	623	684	737	741	690	719	590	727
ENSMUSG00000003134|Tbc1d8	522	335	314	457	509	489	511	378	463	688	440	581
ENSMUSG00000003135|D1Bwg0212e	279	291	345	376	354	374	373	364	271	316	343	438
ENSMUSG00000003153|Slc2a3	12	21	17	15	14	31	10	11	6	15	11	29
ENSMUSG00000003154|Foxj2	158	130	117	160	168	226	170	202	124	97	134	200
ENSMUSG00000003161|Sri	456	435	569	516	450	398	532	527	509	476	381	509
ENSMUSG00000003166|Dgcr2	1459	1396	1438	1403	1503	1687	1617	1379	1345	1184	1595	1544
ENSMUSG00000003178|Mical3	117	122	98	137	127	150	150	147	155	105	153	147
ENSMUSG00000003184|Irf3	878	979	938	904	995	1018	1187	897	999	870	1053	1110
ENSMUSG00000003190|Bcl2l12	69	85	82	72	75	90	116	65	72	67	82	101
ENSMUSG00000003198|Zfp959	80	114	112	132	61	85	153	127	134	176	116	167
ENSMUSG00000003199|Mpnd	1072	992	1105	1139	1144	1296	1256	1014	1170	1018	1292	1195
ENSMUSG00000003200|Sh3gl1	234	258	282	245	322	296	316	306	276	277	373	298
ENSMUSG00000003206|Ebi3	4	12	6	5	4	18	3	6	17	9	8	10
ENSMUSG00000003208|Ccdc94	34	59	47	60	60	59	63	76	73	77	88	59
ENSMUSG00000003226|Ranbp2	3725	4163	3650	4399	4155	4929	4768	5128	4714	4709	4368	4834
ENSMUSG00000003227|Edar	1	0	0	0	1	0	1	2	0	1	0	0
ENSMUSG00000003228|Grk5	367	443	604	417	272	472	134	121	266	285	786	375
ENSMUSG00000003233|Dvl3	73	95	90	62	67	88	102	91	75	80	88	104
ENSMUSG00000003234|Abcf3	691	751	682	726	727	742	950	821	901	975	983	942
ENSMUSG00000003235|Eif2b5	691	741	710	791	782	803	862	720	793	844	829	859
ENSMUSG00000003269|Cyth2	271	291	245	341	352	330	386	319	270	271	281	366
ENSMUSG00000003271|Sult2b1	0	0	1	1	0	2	0	0	0	2	1	0
ENSMUSG00000003273|Car11	0	5	1	2	3	4	5	3	4	3	5	8
ENSMUSG00000003279|Dlgap1	54	48	62	66	42	36	90	127	97	67	78	78
ENSMUSG00000003282|Plag1	18	16	20	19	10	16	31	13	21	9	6	8
ENSMUSG00000003283|Hck	103	115	57	103	105	112	107	63	168	94	105	78
ENSMUSG00000003299|Mrpl4	470	442	520	391	459	406	454	383	414	388	490	444
ENSMUSG00000003308|Keap1	596	663	747	642	693	718	827	637	682	621	906	874
ENSMUSG00000003309|Ap1m2	6	0	3	2	1	3	1	1	3	5	9	4
ENSMUSG00000003316|Glg1	1033	1064	1126	1129	1026	1139	1058	968	951	902	854	1031
ENSMUSG00000003341|Atp8b3	1	0	2	3	6	13	3	3	0	1	4	3
ENSMUSG00000003344|Btbd2	286	335	325	257	315	390	364	274	272	228	287	373
ENSMUSG00000003345|Csnk1g2	933	1009	1080	1016	1053	1087	1140	991	1006	738	1116	1080
ENSMUSG00000003346|Fam108a	681	677	823	688	731	830	840	680	610	535	846	777
ENSMUSG00000003348|Mob3a	59	80	71	82	61	82	94	75	55	87	113	90
ENSMUSG00000003352|Cacnb3	3	8	6	7	4	6	10	5	5	10	7	3
ENSMUSG00000003354|Ccdc65	0	0	1	0	0	0	0	0	0	2	0	1
ENSMUSG00000003355|Fkbp11	245	188	257	211	165	103	88	63	94	132	97	72
ENSMUSG00000003360|Ddx23	728	797	891	951	882	962	910	869	857	833	900	1065
ENSMUSG00000003363|Pld3	262	240	282	276	255	281	243	238	182	221	270	300
ENSMUSG00000003378|Grik5	62	91	82	56	41	67	74	51	47	35	65	61
ENSMUSG00000003379|Cd79a	4	10	6	10	5	7	5	6	5	1	9	0
ENSMUSG00000003380|Rabac1	674	789	731	677	806	892	789	629	578	557	808	844
ENSMUSG00000003382|Etv3	367	375	416	438	527	416	557	525	425	386	421	481
ENSMUSG00000003402|Prkcsh	1649	1698	1625	1769	1785	1884	1837	1489	1493	1421	1627	1826
ENSMUSG00000003410|Elavl3	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000003411|Rab3b	2	2	6	3	12	1	4	12	0	2	1	0
ENSMUSG00000003418|St8sia6	1	4	6	0	0	6	0	1	0	0	3	1
ENSMUSG00000003420|Fcgrt	2384	2595	2702	2523	2942	2510	2931	2358	2235	1944	2005	2642
ENSMUSG00000003421|Nosip	250	257	267	268	300	263	287	247	245	234	246	258
ENSMUSG00000003423|Pih1d1	481	448	459	495	523	566	592	467	450	401	487	591
ENSMUSG00000003429|Rps11	2785	2465	2638	2663	2572	2599	2404	2011	2560	2272	2907	2689
ENSMUSG00000003435|Supt5h	968	1050	1034	959	1122	1669	1306	1044	1145	1026	1669	1238
ENSMUSG00000003436|Dll3	6	2	2	0	4	2	1	3	1	1	2	1
ENSMUSG00000003437|Paf1	450	489	420	499	482	528	536	533	483	475	490	557
ENSMUSG00000003438|Timm50	401	374	433	329	443	431	371	291	340	353	417	414
ENSMUSG00000003444|Med29	138	125	128	113	147	144	134	146	105	122	171	179
ENSMUSG00000003452|Bicd1	14	24	17	17	10	34	21	15	20	27	9	21
ENSMUSG00000003458|Ncstn	827	864	759	949	866	894	920	815	813	758	885	923
ENSMUSG00000003464|Pex19	1528	1652	1631	1744	1681	1615	2306	1846	1812	1696	1614	2127
ENSMUSG00000003469|Phyhip	0	1	0	0	0	0	3	0	1	0	1	0
ENSMUSG00000003476|Crhr2	1	1	3	1	0	0	6	0	0	0	2	0
ENSMUSG00000003477|Inmt	5066	4521	6190	5891	4602	4261	7897	5927	7474	4945	5084	8429
ENSMUSG00000003484|Cyp4f18	3	8	6	9	2	12	8	8	7	2	4	11
ENSMUSG00000003500|Impdh1	39	47	45	28	64	43	38	35	42	41	44	52
ENSMUSG00000003505|Psg18	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000003518|Dusp3	903	821	863	967	935	924	899	925	925	936	934	932
ENSMUSG00000003526|Prodh	3085	3185	3175	3101	4608	4773	4611	3626	2830	3195	2878	3719
ENSMUSG00000003527|Dgcr14	108	108	121	92	134	123	141	109	103	75	124	109
ENSMUSG00000003528|Slc25a1	3615	3226	3959	3705	3498	2647	4019	3292	3726	3449	3634	4003
ENSMUSG00000003531|Dgcr6	419	420	393	449	449	477	529	403	421	385	459	514
ENSMUSG00000003534|Ddr1	24	17	12	14	13	32	21	11	18	16	22	31
ENSMUSG00000003541|Ier3	4	8	9	13	8	13	21	16	12	14	11	11
ENSMUSG00000003545|Fosb	2	6	12	8	12	6	5	11	13	11	14	10
ENSMUSG00000003546|Klc4	1013	874	979	927	1262	1242	1096	1020	785	870	903	1002
ENSMUSG00000003549|Ercc1	48	65	59	65	53	67	61	45	54	68	91	86
ENSMUSG00000003555|Cyp17a1	127	102	111	94	230	1897	992	695	283	263	1772	1184
ENSMUSG00000003559|As3mt	673	602	830	717	790	1121	1144	1027	801	929	1350	1298
ENSMUSG00000003573|Homer3	40	23	41	42	34	61	30	27	25	30	41	40
ENSMUSG00000003575|Crtc1	65	62	62	71	63	67	63	70	49	55	84	80
ENSMUSG00000003581|Rnf215	162	200	227	177	261	194	230	157	243	154	218	228
ENSMUSG00000003585|Sec14l2	9187	9647	10404	10375	9538	10134	10684	8450	9815	8166	10225	12105
ENSMUSG00000003604|Aven	221	240	249	263	245	254	218	217	212	236	289	260
ENSMUSG00000003617|Cp	37314	40085	38146	45788	42147	38692	45064	45868	42521	42802	30695	43267
ENSMUSG00000003623|Crot	10993	12192	9937	15089	10879	13182	14483	16178	14096	10202	10475	14228
ENSMUSG00000003644|Rps6ka1	77	140	114	73	116	73	89	78	110	92	60	84
ENSMUSG00000003657|Calb2	0	0	0	0	1	0	0	0	0	0	0	0
