"","Gene_name","Sample_CTR1_liver_ZT02","Sample_CTR1_liver_ZT06","Sample_CTR1_liver_ZT10","Sample_CTR1_liver_ZT14","Sample_CTR1_liver_ZT18","Sample_CTR1_liver_ZT22","Sample_CTR2_liver_ZT02","Sample_CTR2_liver_ZT06","Sample_CTR2_liver_ZT10","Sample_CTR2_liver_ZT14","Sample_CTR2_liver_ZT18","Sample_CTR2_liver_ZT22"
"344","ENSMUSG00000001943|Vsig2",27,8,9,11,27,13,14,18,15,12,25,8
"345","ENSMUSG00000001946|Esam",340,337,358,482,366,344,387,463,683,360,416,323
"346","ENSMUSG00000001948|Spa17",20,10,8,9,3,15,7,15,7,4,8,10
"347","ENSMUSG00000001962|Fam50a",393,342,395,431,552,397,457,423,896,512,534,356
"348","ENSMUSG00000001964|Emd",445,327,258,355,418,243,408,377,597,311,395,272
"349","ENSMUSG00000001983|Taco1",725,674,520,680,651,653,668,684,1017,550,692,596
"350","ENSMUSG00000001985|Grik3",70,53,32,46,48,45,41,57,100,42,53,43
"351","ENSMUSG00000001986|Gria3",40,70,26,16,31,62,55,50,40,28,5,58
"353","ENSMUSG00000001995|Sipa1l2",276,352,542,510,270,236,250,309,944,337,445,238
"354","ENSMUSG00000001998|Ap4e1",451,483,431,528,400,438,443,391,885,438,388,405
"355","ENSMUSG00000001999|Blvra",413,417,318,358,312,420,375,495,647,369,315,321
"356","ENSMUSG00000002006|Pdzd4",11,7,11,13,11,14,16,10,13,9,10,14
"357","ENSMUSG00000002007|Srpk3",1,6,5,2,0,11,5,10,11,2,1,6
"358","ENSMUSG00000002010|Idh3g",2103,1807,1632,1942,1592,1811,1885,2138,3426,1751,1664,1518
"360","ENSMUSG00000002014|Ssr4",3455,3088,2387,3202,3605,3389,3363,3035,5964,3216,3547,3026
"361","ENSMUSG00000002015|Bcap31",4443,3916,3475,3864,4027,4026,3593,4162,7302,3286,4076,3361
"362","ENSMUSG00000002017|Fam98a",838,618,692,732,773,612,828,639,1339,945,780,595
"363","ENSMUSG00000002020|Ltbp2",55,62,47,64,46,77,59,107,64,48,49,69
"364","ENSMUSG00000002028|Mll1",1166,775,609,830,860,769,690,842,1096,746,822,624
"365","ENSMUSG00000002031|Ift46",680,889,812,826,538,872,748,925,1708,772,595,716
"366","ENSMUSG00000002032|Tmem25",2022,1549,1287,1387,1820,1020,1117,1518,1807,1195,1934,927
"367","ENSMUSG00000002033|Cd3g",13,19,11,30,10,14,12,17,21,13,14,17
"368","ENSMUSG00000002043|Trappc6a",517,467,294,443,394,416,399,458,678,397,401,382
"369","ENSMUSG00000002052|Supt6h",2861,2220,2175,2465,2682,2294,2900,2138,4174,2582,2798,2054
"370","ENSMUSG00000002055|Spag5",18,44,21,22,25,70,43,32,52,17,29,40
"372","ENSMUSG00000002058|Unc119",117,218,170,179,204,172,188,197,407,200,232,160
"373","ENSMUSG00000002059|Rab34",196,212,166,217,184,186,190,229,378,173,153,164
"374","ENSMUSG00000002064|Sdf2",937,874,645,844,991,821,887,969,1657,881,941,772
"375","ENSMUSG00000002068|Ccne1",26,36,83,98,34,29,35,27,321,100,23,34
"376","ENSMUSG00000002076|Hsf2bp",20,22,6,8,17,32,8,19,7,8,22,32
"377","ENSMUSG00000002083|Bbc3",301,531,198,112,363,400,215,574,412,157,304,298
"379","ENSMUSG00000002102|Psmc3",4058,3773,3067,3564,3565,3961,3878,4419,6904,3335,3883,3478
"380","ENSMUSG00000002103|Acp2",2555,2270,1802,2160,2115,2895,2086,2949,3115,1757,2302,2396
"382","ENSMUSG00000002105|Slc39a13",359,306,245,251,323,387,276,401,445,270,318,308
"383","ENSMUSG00000002107|Celf2",535,563,595,695,420,624,464,598,1154,537,510,554
"384","ENSMUSG00000002108|Nr1h3",4191,3573,2738,3611,3999,3494,3659,3821,5654,3240,4363,3349
"385","ENSMUSG00000002109|Ddb2",137,140,186,270,178,170,186,159,327,198,189,124
"386","ENSMUSG00000002111|Sfpi1",112,184,148,146,132,161,129,226,255,154,182,200
"387","ENSMUSG00000002129|Sf3a1",1101,740,730,904,995,863,1030,852,1456,881,1053,673
"388","ENSMUSG00000002147|Stat6",2994,2784,2533,2402,2891,2645,2596,3200,5108,2293,3032,2355
"390","ENSMUSG00000002204|Napsa",7,16,18,14,7,28,27,27,36,6,12,18
"391","ENSMUSG00000002205|Vrk3",615,643,600,589,590,649,582,617,1030,525,554,587
"392","ENSMUSG00000002210|Smg9",285,330,248,249,252,263,273,329,455,277,321,267
"393","ENSMUSG00000002221|Paxip1",546,528,616,744,637,543,551,466,1259,654,716,508
"394","ENSMUSG00000002222|Rmnd5a",8111,8357,9847,10091,7087,7286,7946,10915,18002,8112,7191,5884
"395","ENSMUSG00000002227|Mov10",1053,1206,967,878,557,1052,860,1254,1684,752,650,773
"396","ENSMUSG00000002228|Ppm1j",7,14,9,10,17,8,7,15,14,12,18,4
"397","ENSMUSG00000002233|Rhoc",198,266,211,241,205,264,257,328,410,211,233,236
"399","ENSMUSG00000002249|Tead3",368,322,323,342,389,290,242,306,527,296,375,247
"400","ENSMUSG00000002250|Ppard",237,136,80,112,244,225,190,156,188,175,172,144
"401","ENSMUSG00000002257|Def6",7,16,10,6,5,12,11,25,14,8,10,16
"402","ENSMUSG00000002265|Peg3",490,414,290,364,706,563,313,406,593,344,540,422
"404","ENSMUSG00000002274|Metrn",150,149,116,147,159,181,116,182,268,137,187,170
"405","ENSMUSG00000002279|Lmf1",1982,1791,1461,1582,1599,1605,1413,1780,2846,1414,1528,1412
"406","ENSMUSG00000002280|Narfl",908,729,628,874,810,794,859,799,1454,708,879,673
"407","ENSMUSG00000002289|Angptl4",1572,1524,3182,3403,4770,2844,765,1075,4679,3234,2321,2966
"408","ENSMUSG00000002297|Dbf4",125,161,195,197,136,187,126,138,542,190,109,156
"409","ENSMUSG00000002307|Daxx",555,537,489,519,458,623,586,642,1102,437,538,587
"410","ENSMUSG00000002308|Cd320",106,136,119,123,136,129,93,192,278,115,147,133
"411","ENSMUSG00000002319|Ipo4",2050,1738,1518,1639,1819,1801,1847,1865,3168,1707,1951,1541
"412","ENSMUSG00000002320|Tm9sf1",2092,2006,1937,2102,2002,2278,2154,2249,4163,2122,2008,1915
"413","ENSMUSG00000002324|Rec8",86,84,75,82,64,54,71,79,197,86,52,58
"414","ENSMUSG00000002325|Irf9",1803,1482,958,1258,964,1578,1234,1448,1751,941,1112,1325
"415","ENSMUSG00000002326|Gmpr2",343,267,249,210,249,314,313,357,414,248,221,267
"416","ENSMUSG00000002329|Mdp1",528,498,329,431,442,509,501,502,744,429,550,505
"417","ENSMUSG00000002332|Dhrs1",4341,4312,4106,4536,4452,4090,4367,4577,7714,3711,4874,3793
"419","ENSMUSG00000002342|Tmem161a",603,560,425,494,539,570,608,641,934,492,642,556
"420","ENSMUSG00000002343|Armc6",242,168,139,151,188,185,239,198,221,115,187,185
"421","ENSMUSG00000002345|2310045N01Rik",421,318,267,336,440,331,415,347,571,316,434,336
"422","ENSMUSG00000002346|Slc25a42",761,889,647,681,892,878,746,829,1150,460,753,793
"423","ENSMUSG00000002365|Snx9",1698,1592,1635,1614,1536,1651,1671,2146,3050,1477,1650,1515
"424","ENSMUSG00000002372|Ranbp3",1279,1045,900,1099,1206,1074,1099,1039,2164,1066,1402,1006
"425","ENSMUSG00000002379|Ndufa11",1480,1318,1155,1448,1538,1176,1496,1541,2631,1348,1594,1240
"427","ENSMUSG00000002393|Nr2f6",5162,4799,3679,4729,4973,4767,5277,5274,8449,4117,6057,5027
"428","ENSMUSG00000002395|Use1",1175,1220,907,1224,1185,1273,1126,1504,2227,1120,1137,1116
"429","ENSMUSG00000002396|Ocel1",425,399,359,380,411,376,343,445,564,318,423,359
"430","ENSMUSG00000002409|Dyrk1b",263,473,368,237,222,371,213,501,604,191,221,283
"431","ENSMUSG00000002413|Braf",1086,1029,1200,1232,987,1148,1065,1161,2228,1081,914,1009
"432","ENSMUSG00000002416|Ndufb2",1683,1627,1187,1840,1722,1509,1531,1690,3335,1490,1665,1313
"433","ENSMUSG00000002428|Hltf",1093,850,740,702,588,926,858,1060,1325,754,655,742
"434","ENSMUSG00000002455|Prpf6",3150,2854,2555,2426,2865,2720,3693,2993,5618,2469,3078,2403
"435","ENSMUSG00000002458|Rgs19",49,57,48,80,53,66,59,72,111,54,49,58
"437","ENSMUSG00000002475|Abhd3",2555,2561,2206,2634,2595,2562,2252,2966,4785,2065,2573,2314
"438","ENSMUSG00000002477|Snrpd1",341,269,191,263,336,351,386,333,534,307,310,243
"439","ENSMUSG00000002486|Tchp",129,81,60,62,99,79,78,88,72,74,96,69
"440","ENSMUSG00000002489|Tiam1",67,93,118,82,117,118,97,133,236,95,103,68
"441","ENSMUSG00000002496|Tsc2",2014,1731,1730,1820,1959,1659,1651,1801,3307,1800,1912,1364
"442","ENSMUSG00000002500|Rpl3l",0,3,2,1,4,4,1,0,39,0,1,1
"443","ENSMUSG00000002504|Slc9a3r2",742,672,672,975,808,573,925,720,1574,756,897,600
"444","ENSMUSG00000002524|Puf60",2365,2160,2002,1992,1948,2102,2211,2514,3952,1977,1933,1972
"445","ENSMUSG00000002546|Golga2",1934,1764,1585,1577,1503,1582,1700,1869,3218,1558,1655,1556
"446","ENSMUSG00000002550|Uck1",1754,1371,865,1516,1483,1305,1380,1696,2091,1454,2044,1332
"447","ENSMUSG00000002565|Scin",15,11,12,8,7,10,3,5,9,5,4,4
"448","ENSMUSG00000002578|Ikzf4",14,12,7,66,11,25,23,11,15,11,9,12
"449","ENSMUSG00000002580|Mien1",1130,943,771,835,1018,911,957,1094,1383,766,968,807
"450","ENSMUSG00000002588|Pon1",24248,23034,21253,29880,23602,24202,25778,28719,49419,21392,22693,18346
"451","ENSMUSG00000002602|Axl",1017,1388,1061,1352,896,1538,1082,1866,2142,1055,1076,1450
"452","ENSMUSG00000002603|Tgfb1",192,274,207,194,180,203,165,222,332,172,212,161
"453","ENSMUSG00000002608|Ccdc97",359,322,259,295,336,314,339,317,541,322,361,279
"454","ENSMUSG00000002617|Zfp40",96,121,116,133,105,126,104,128,250,106,112,117
"455","ENSMUSG00000002625|Akap8l",1007,955,854,808,834,895,834,902,1862,645,901,855
"456","ENSMUSG00000002633|Shh",16,2,4,11,21,6,6,2,14,16,40,8
"457","ENSMUSG00000002635|Pdcd2l",232,272,285,285,186,277,301,351,582,232,211,294
"458","ENSMUSG00000002658|Gtf2f1",879,550,503,708,838,654,875,662,1093,837,950,597
"459","ENSMUSG00000002660|Clpp",1542,1197,1041,1303,1342,1378,1498,1383,2118,1169,1511,1179
"460","ENSMUSG00000002661|Alkbh7",388,367,176,243,323,311,326,476,476,225,320,344
"462","ENSMUSG00000002668|Dennd1c",35,31,35,22,29,46,29,51,32,25,28,31
"463","ENSMUSG00000002679|Med6",305,275,252,275,264,290,276,290,466,262,291,255
"464","ENSMUSG00000002688|Prkd1",7,13,3,6,10,8,7,7,8,1,6,3
"465","ENSMUSG00000002699|Lcp2",168,217,163,187,181,283,151,341,276,149,187,296
"466","ENSMUSG00000002718|Cse1l",1542,1297,1303,1532,1235,1527,1519,1590,2933,1473,1187,1238
"467","ENSMUSG00000002728|Naa20",444,353,318,444,383,392,389,395,687,349,436,281
"468","ENSMUSG00000002731|Prkra",600,640,507,533,422,691,468,769,895,445,465,521
"469","ENSMUSG00000002732|Fkbp7",104,104,78,75,72,106,81,101,142,83,82,76
"470","ENSMUSG00000002733|Plekha3",915,784,939,1108,904,846,882,829,1954,972,956,792
"471","ENSMUSG00000002741|Ykt6",2161,1962,1935,2469,2386,2040,2179,2160,4650,2281,2359,1926
"472","ENSMUSG00000002748|Baz1b",4581,2905,4076,4741,4434,3921,4288,3168,8254,3895,4928,3311
"473","ENSMUSG00000002763|Pex6",3678,3343,3017,3426,3348,3056,3573,3456,6030,2781,3571,3009
"474","ENSMUSG00000002767|Mrpl2",1331,1267,1188,1506,1252,1256,1426,1394,2703,1272,1487,1302
"475","ENSMUSG00000002768|Mea1",1188,1005,841,1017,1079,954,981,1096,1875,889,1135,893
"476","ENSMUSG00000002769|Gnmt",52122,50345,39106,44730,50434,37578,45943,73489,71618,47847,49582,31094
"477","ENSMUSG00000002771|Grin2d",6,8,2,6,3,5,2,7,16,2,10,6
"478","ENSMUSG00000002778|Kdelr1",2535,2192,2021,2291,2205,2309,2291,2526,3953,2108,2135,2057
"479","ENSMUSG00000002781|Tmem143",867,788,672,707,682,762,807,776,1328,689,827,654
"481","ENSMUSG00000002797|Ggct",332,218,104,139,199,227,213,261,196,186,231,183
"482","ENSMUSG00000002799|Jag2",14,1,5,8,9,4,2,2,7,2,8,1
"483","ENSMUSG00000002803|Btbd6",408,387,367,430,463,381,426,414,840,383,486,319
"484","ENSMUSG00000002804|Nudt14",233,231,211,260,254,235,256,317,478,239,259,193
"485","ENSMUSG00000002808|Epdr1",25,11,15,13,6,20,15,27,35,17,17,7
"486","ENSMUSG00000002812|Flii",2623,2477,2601,2544,2286,2411,2621,3011,5075,2231,2655,2105
"487","ENSMUSG00000002814|Top3a",314,424,350,314,267,388,333,456,681,278,322,378
"488","ENSMUSG00000002820|Atg4d",1020,1092,1235,1357,1154,1067,1047,1061,2572,1058,1266,1034
"489","ENSMUSG00000002825|Qtrt1",102,110,81,75,96,94,119,113,143,92,104,115
"490","ENSMUSG00000002831|Plin4",510,171,401,910,515,206,305,93,813,1163,622,260
"491","ENSMUSG00000002833|Hdgfrp2",939,1069,775,897,913,895,835,1059,1531,905,911,710
"492","ENSMUSG00000002835|Chaf1a",46,73,54,43,33,86,62,110,158,63,52,69
"493","ENSMUSG00000002844|Adprh",246,262,142,115,253,253,242,334,257,160,171,242
"494","ENSMUSG00000002845|Tmem39a",803,296,278,613,394,332,1131,323,965,667,527,312
"495","ENSMUSG00000002846|Timmdc1",1610,1212,1110,1339,1229,1267,1334,1440,2377,1290,1351,1149
"496","ENSMUSG00000002847|Pla1a",1640,1642,1436,1592,1415,1745,1572,2093,2999,1347,1329,1303
"497","ENSMUSG00000002870|Mcm2",206,208,105,119,199,271,171,304,225,118,260,220
"498","ENSMUSG00000002871|Tpra1",688,735,480,534,602,587,559,678,880,499,717,478
"499","ENSMUSG00000002881|Nab1",2874,3391,3790,4117,2709,2605,2940,3641,7660,3020,2682,2388
"500","ENSMUSG00000002885|Cd97",1135,1083,968,1205,1175,1174,961,1410,2015,1132,1215,1097
"501","ENSMUSG00000002897|Il17ra",880,926,782,857,908,744,732,832,1688,766,967,677
"502","ENSMUSG00000002900|Lamb1",653,639,531,538,541,715,637,776,1072,451,529,600
"503","ENSMUSG00000002908|Kcnn1",205,188,130,173,143,179,121,211,172,108,219,173
"504","ENSMUSG00000002910|Arrdc2",260,368,323,396,388,308,234,352,669,759,355,270
"506","ENSMUSG00000002944|Cd36",1413,1326,2036,2453,1172,1794,1327,1970,4545,1570,1572,1439
"507","ENSMUSG00000002948|Map2k7",1219,1277,1084,1127,929,1147,1199,1534,2222,1007,990,1051
"508","ENSMUSG00000002949|Timm44",1416,1374,1306,1557,1275,1370,1380,1477,3078,1177,1273,1171
"509","ENSMUSG00000002957|Ap2a2",5744,5432,3878,4503,6337,5053,5106,5276,8076,4319,6110,4614
"510","ENSMUSG00000002963|Pnkp",909,994,655,830,1023,945,954,1144,1499,781,1035,794
"511","ENSMUSG00000002968|Med25",895,892,725,823,720,727,816,864,1202,725,846,669
"512","ENSMUSG00000002980|Bcam",178,163,137,153,144,137,153,177,284,142,154,138
"513","ENSMUSG00000002981|Clptm1",4252,3868,3403,3839,3864,3825,3793,4065,7027,3458,4185,3344
"514","ENSMUSG00000002983|Relb",50,93,55,72,60,52,52,81,142,52,80,68
"515","ENSMUSG00000002984|Tomm40",1486,1051,1073,1292,1155,1077,1172,1192,2062,1146,1326,1012
"516","ENSMUSG00000002985|Apoe",476490,487937,470540,546596,525095,433373,510125,576105,1025170,452835,584025,408020
"517","ENSMUSG00000002992|Apoc2",25052,23953,19214,24078,24877,22390,23805,27597,44474,21928,26322,19013
"518","ENSMUSG00000002996|Hbp1",3245,3822,3624,3667,3031,3991,3170,4766,7656,2969,3148,3161
"519","ENSMUSG00000002997|Prkar2b",40,38,27,26,25,64,29,25,52,30,14,35
"520","ENSMUSG00000003031|Cdkn1b",1197,1084,1094,1194,1137,1144,1237,1305,2372,1165,1228,970
"521","ENSMUSG00000003032|Klf4",72,76,56,137,56,72,53,76,105,102,68,35
"522","ENSMUSG00000003033|Ap1m1",559,511,522,532,546,579,593,707,999,553,621,510
"523","ENSMUSG00000003037|Rab8a",2325,2172,1887,2140,2057,2296,2094,2443,3963,1944,2361,2133
"524","ENSMUSG00000003038|Hmgn2",424,290,276,273,217,409,387,486,461,278,249,264
"525","ENSMUSG00000003039|Fam32a",1414,1435,1273,1279,1362,1267,1592,1808,2702,1152,1554,1274
"526","ENSMUSG00000003051|Elf3",46,26,24,25,43,27,32,25,29,29,35,26
"527","ENSMUSG00000003053|Cyp2c29",50938,48257,56697,54746,39863,52478,64487,61315,88549,39534,45307,40677
"528","ENSMUSG00000003062|Stard3nl",363,338,232,263,344,423,337,502,383,255,264,306
"529","ENSMUSG00000003068|Stk11",2944,2698,2750,2844,2475,2627,2866,3289,5194,2456,2858,2295
"530","ENSMUSG00000003070|Efna2",1,4,4,5,4,2,6,4,12,1,5,6
"531","ENSMUSG00000003072|Atp5d",5236,4801,4555,5306,5237,4162,5374,5378,9444,4782,6016,3913
"532","ENSMUSG00000003099|Ppp5c",1396,1339,1249,1526,1276,1185,1331,1343,2798,1274,1439,1287
"533","ENSMUSG00000003119|Cdk12",1914,1445,1544,1497,1491,1672,1703,1509,3039,1404,1369,1231
"534","ENSMUSG00000003123|Lipe",738,672,709,642,746,805,406,841,1169,477,913,593
"535","ENSMUSG00000003131|Pafah1b2",1524,1332,1574,1854,1377,1477,1754,1502,3444,1553,1418,1416
"536","ENSMUSG00000003134|Tbc1d8",823,652,713,1217,1190,579,506,636,1140,951,973,549
"537","ENSMUSG00000003135|D1Bwg0212e",870,788,752,765,775,806,804,856,1461,724,830,666
"538","ENSMUSG00000003153|Slc2a3",22,38,22,30,32,41,15,30,44,19,38,34
"539","ENSMUSG00000003154|Foxj2",343,316,314,362,328,318,266,350,544,276,320,241
"540","ENSMUSG00000003161|Sri",1345,1175,1053,1165,884,1421,1224,1398,1703,1048,879,984
"541","ENSMUSG00000003166|Dgcr2",3460,3277,3037,3272,3162,3088,3028,3730,6119,2675,3491,2844
"542","ENSMUSG00000003178|Mical3",613,367,374,399,496,448,496,362,630,398,503,403
"543","ENSMUSG00000003184|Irf3",2120,1825,1581,1949,1910,1894,2127,2199,3288,1633,2112,1772
"544","ENSMUSG00000003190|Bcl2l12",194,169,123,202,185,163,209,207,238,149,184,179
"545","ENSMUSG00000003198|Zfp959",196,157,194,255,172,164,235,191,411,218,171,173
"546","ENSMUSG00000003199|Mpnd",2957,2805,2290,2812,2949,3236,2539,3132,5104,2431,2967,2914
"547","ENSMUSG00000003200|Sh3gl1",848,702,526,702,662,682,780,782,1185,579,892,606
"548","ENSMUSG00000003206|Ebi3",20,8,18,11,13,12,10,26,20,23,15,18
"549","ENSMUSG00000003208|Ccdc94",180,122,111,99,146,120,138,156,251,110,140,125
"550","ENSMUSG00000003226|Ranbp2",8655,7001,9257,10175,7441,8523,9903,7807,20610,9804,7695,7264
"552","ENSMUSG00000003228|Grk5",326,266,97,96,166,285,243,314,166,100,132,236
"553","ENSMUSG00000003233|Dvl3",256,170,128,246,238,136,212,152,341,217,216,119
"554","ENSMUSG00000003234|Abcf3",2320,1629,1535,1995,1997,1618,2154,1810,3696,2360,2154,1543
"555","ENSMUSG00000003235|Eif2b5",1843,1642,1420,1638,1789,1731,1799,1887,3086,1612,1780,1594
"556","ENSMUSG00000003269|Cyth2",635,615,680,765,573,590,643,687,1412,604,635,570
"558","ENSMUSG00000003273|Car11",9,17,20,16,40,15,11,17,28,14,35,13
"559","ENSMUSG00000003279|Dlgap1",127,66,126,127,93,116,100,94,201,80,66,61
"560","ENSMUSG00000003282|Plag1",70,43,32,53,54,42,39,54,92,31,28,36
"561","ENSMUSG00000003283|Hck",186,232,169,238,209,316,170,294,345,192,174,290
"562","ENSMUSG00000003299|Mrpl4",949,898,624,805,989,894,865,855,1340,799,1026,922
"563","ENSMUSG00000003308|Keap1",2082,1927,1699,1811,2165,1976,2154,2318,3891,1789,2300,1898
"564","ENSMUSG00000003309|Ap1m2",12,10,14,4,13,7,11,5,9,3,10,9
"565","ENSMUSG00000003316|Glg1",2578,2284,2172,2299,2283,2538,2362,2633,4389,2033,2306,2186
"567","ENSMUSG00000003344|Btbd2",883,765,654,681,692,698,748,932,1199,650,751,591
"568","ENSMUSG00000003345|Csnk1g2",2103,2229,2249,2468,2021,2274,2341,2621,4883,2139,2262,2131
"569","ENSMUSG00000003346|Fam108a",1841,1753,1534,1899,1798,1616,1792,1986,3515,1773,1940,1556
"570","ENSMUSG00000003348|Mob3a",217,182,155,160,158,201,112,293,263,159,193,172
"571","ENSMUSG00000003352|Cacnb3",11,19,20,14,12,22,15,24,28,15,10,13
"573","ENSMUSG00000003355|Fkbp11",612,543,254,242,251,457,338,436,611,357,253,362
"574","ENSMUSG00000003360|Ddx23",2003,1844,1918,1946,1917,2000,1931,2141,3597,1712,1930,1794
"575","ENSMUSG00000003363|Pld3",738,745,581,539,635,684,580,823,889,543,638,673
"576","ENSMUSG00000003378|Grik5",138,144,119,111,93,115,63,130,176,99,78,74
"577","ENSMUSG00000003379|Cd79a",8,24,14,5,3,27,19,34,43,16,17,20
"578","ENSMUSG00000003380|Rabac1",1562,1520,1421,1891,1929,1428,1522,1489,3478,1617,2032,1604
"579","ENSMUSG00000003382|Etv3",1137,883,1011,1029,1022,968,1034,1035,1998,1064,1085,949
"580","ENSMUSG00000003402|Prkcsh",4184,3603,3305,3381,3827,3835,3689,4005,6249,3292,4012,3605
"582","ENSMUSG00000003411|Rab3b",5,17,10,6,11,11,19,19,22,12,8,38
"584","ENSMUSG00000003420|Fcgrt",5413,5659,5850,7396,5946,5044,5988,6681,12744,5761,6245,4899
"585","ENSMUSG00000003421|Nosip",544,507,475,476,478,517,522,661,1047,427,536,518
"586","ENSMUSG00000003423|Pih1d1",959,898,927,1047,1014,848,876,1018,1881,1028,1029,866
"587","ENSMUSG00000003429|Rps11",5003,4281,3356,4330,4474,4518,4622,4737,8655,3845,4196,4085
"588","ENSMUSG00000003435|Supt5h",2820,1997,2048,2169,2451,2181,2741,2251,4317,2664,2844,2025
"590","ENSMUSG00000003437|Paf1",1126,936,959,1040,919,925,1018,968,1823,977,1033,774
"591","ENSMUSG00000003438|Timm50",984,806,640,752,737,796,828,1012,1408,690,798,681
"592","ENSMUSG00000003444|Med29",358,242,220,304,293,269,316,277,506,265,367,243
"593","ENSMUSG00000003452|Bicd1",38,21,15,18,21,21,13,14,33,17,10,26
"594","ENSMUSG00000003458|Ncstn",1483,1546,1552,1486,1445,1608,1505,1726,2899,1543,1383,1345
"595","ENSMUSG00000003464|Pex19",3935,3683,4516,5124,3209,4006,4179,4630,8515,4180,3614,3783
"598","ENSMUSG00000003477|Inmt",12465,17639,28593,22890,23010,12510,27246,29833,71300,31020,30126,7397
"599","ENSMUSG00000003484|Cyp4f18",11,17,19,13,14,27,19,30,40,12,12,37
"600","ENSMUSG00000003500|Impdh1",100,105,84,108,100,110,117,152,183,112,129,93
"602","ENSMUSG00000003518|Dusp3",2244,2056,2464,2668,2635,2016,2054,2287,5033,2413,2700,2069
"603","ENSMUSG00000003526|Prodh",9664,7913,8490,9234,7005,8110,7497,12845,11755,8412,7999,6880
"604","ENSMUSG00000003527|Dgcr14",236,189,205,227,191,185,173,194,393,184,214,217
"605","ENSMUSG00000003528|Slc25a1",7321,6845,6073,6322,5872,6369,6651,8412,12716,6083,6036,5439
"606","ENSMUSG00000003531|Dgcr6",924,901,857,916,1004,787,925,1066,1867,977,1029,742
"607","ENSMUSG00000003534|Ddr1",68,61,46,51,68,78,63,60,108,59,70,38
"608","ENSMUSG00000003541|Ier3",24,34,34,35,23,28,29,44,79,28,28,21
"610","ENSMUSG00000003546|Klc4",2774,2558,1934,2445,2760,2022,2041,2612,4055,2155,3173,1917
"611","ENSMUSG00000003549|Ercc1",155,151,110,123,153,147,133,149,229,114,148,125
"612","ENSMUSG00000003555|Cyp17a1",383,247,120,116,175,337,208,391,178,150,154,316
"613","ENSMUSG00000003559|As3mt",1678,1538,1278,1325,1501,2183,1541,1818,2093,1327,1513,1833
"614","ENSMUSG00000003573|Homer3",112,69,58,120,89,77,87,79,143,93,132,88
"615","ENSMUSG00000003575|Crtc1",233,209,135,199,229,170,199,192,230,182,203,149
"616","ENSMUSG00000003581|Rnf215",555,385,363,493,456,406,420,458,764,473,475,410
"617","ENSMUSG00000003585|Sec14l2",26149,23777,20447,20636,23225,24238,25565,31636,38386,19631,24116,19406
"618","ENSMUSG00000003604|Aven",529,560,480,600,651,616,520,524,1093,454,635,495
"619","ENSMUSG00000003617|Cp",58078,54688,46803,50428,43664,95044,49859,74620,98834,42379,41999,67483
"620","ENSMUSG00000003623|Crot",17553,22689,19022,17365,16512,31583,27162,32266,36302,12657,14434,23357
"621","ENSMUSG00000003644|Rps6ka1",605,627,770,731,580,600,601,787,1654,674,723,602
"623","ENSMUSG00000003660|Snrnp200",5243,4835,4674,4694,4264,5580,5157,5693,8322,4131,4100,4401
"624","ENSMUSG00000003662|Ciao1",1393,1454,1253,1555,1421,1488,1293,1485,2698,1349,1445,1232
"626","ENSMUSG00000003680|Taf6l",224,198,139,153,213,224,197,237,282,134,221,184
"627","ENSMUSG00000003721|Insig2",7810,7063,2619,3353,4965,8742,8113,11971,4396,3303,4758,6588
"628","ENSMUSG00000003731|Kpna6",2697,1970,2249,2402,2181,2090,2611,2089,4401,2246,2269,1828
"629","ENSMUSG00000003746|Man1a",12008,11048,11980,13932,11762,13030,10467,12432,23647,10781,11562,10514
"630","ENSMUSG00000003752|Itpkc",296,236,259,295,272,256,318,259,551,285,284,242
"631","ENSMUSG00000003762|Adck4",581,523,622,667,551,562,549,647,1219,528,526,532
