Gene_name	Exon_length	Sample_CTR2_liver_ZT14_F	Sample_CTR2_liver_ZT18_F	Sample_CTR2_liver_ZT22_F	Sample_CTR1_liver_ZT02_F	Sample_CTR1_liver_ZT06_F	Sample_CTR1_liver_ZT10_F	Sample_CTR1_liver_ZT14_F	Sample_CTR1_liver_ZT18_F	Sample_CTR1_liver_ZT22_F	Sample_CTR2_liver_ZT02_F	Sample_CTR2_liver_ZT06_F	Sample_CTR2_liver_ZT10_F	Sample_GFM2_liver_ZT14_F	Sample_GFM2_liver_ZT18_F	Sample_GFM2_liver_ZT22_F	Sample_GFM1_liver_ZT02_F	Sample_GFM1_liver_ZT06_F	Sample_GFM1_liver_ZT10_F	Sample_GFM1_liver_ZT14_F	Sample_GFM1_liver_ZT18_F	Sample_GFM1_liver_ZT22_F	Sample_GFM2_liver_ZT02_F	Sample_GFM2_liver_ZT06_F	Sample_GFM2_liver_ZT10_F
170	ENSMUSG00000001016|Ilf2	1973	457	506	599	567	537	627	561	509	468	620	569	524	436	500	541	568	555	547	503	415	433	405	616	576
171	ENSMUSG00000001017|Chtop	3637	2130	2025	2577	2327	2339	2353	2137	2199	2164	2591	2266	2104	1991	2097	2447	2438	1900	2171	1804	1816	1935	1911	2466	2233
172	ENSMUSG00000001018|Snapin	2290	398	471	618	479	539	686	409	488	482	536	763	583	501	321	519	516	430	700	445	371	412	442	649	720
173	ENSMUSG00000001020|S100a4	587	23	22	11	14	26	10	15	10	13	19	11	14	12	3	6	11	21	18	6	4	8	10	13	11
174	ENSMUSG00000001021|S100a3	712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
175	ENSMUSG00000001023|S100a5	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
176	ENSMUSG00000001025|S100a6	719	47	44	48	29	48	60	55	32	30	47	43	42	51	40	62	45	51	48	50	35	54	25	45	53
177	ENSMUSG00000001027|Scn4a	7041	1	0	2	2	0	0	3	3	5	4	2	2	2	0	0	3	2	4	1	2	0	0	1	1
178	ENSMUSG00000001029|Icam2	1904	119	119	147	163	141	137	128	120	116	186	104	141	114	120	153	178	141	157	138	102	129	125	138	144
179	ENSMUSG00000001034|Mapk7	4394	135	82	111	122	130	127	93	105	99	134	95	129	98	77	88	106	90	112	68	72	77	82	113	95
180	ENSMUSG00000001036|Epn2	5561	484	513	474	531	543	532	412	459	435	527	521	578	425	409	495	472	380	479	344	440	446	377	450	470
181	ENSMUSG00000001039|B9d1	1593	11	7	14	24	15	17	6	18	8	27	17	16	8	10	10	22	3	12	9	6	11	9	11	11
182	ENSMUSG00000001052|Sec24b	6020	520	422	473	569	543	630	536	476	433	500	475	527	553	396	441	493	495	503	390	504	465	564	513	453
183	ENSMUSG00000001053|N4bp3	2728	174	216	253	272	196	111	148	282	178	287	196	156	163	306	268	244	154	151	133	153	218	168	200	189
184	ENSMUSG00000001054|Rmnd5b	2161	342	446	574	625	443	452	426	497	491	635	419	371	418	526	584	630	433	450	481	329	448	466	658	525
185	ENSMUSG00000001056|Nhp2	1146	382	491	540	390	355	335	429	449	401	507	336	363	309	460	448	448	371	332	400	329	413	311	403	451
186	ENSMUSG00000001062|1300018I17Rik	5153	621	533	557	639	584	817	478	545	456	583	620	677	585	491	533	537	399	590	599	644	421	443	508	486
187	ENSMUSG00000001065|Zfp276	5757	1232	947	1076	1163	843	2013	1122	1172	739	1158	932	1197	1402	832	758	918	566	970	1453	938	606	945	897	894
188	ENSMUSG00000001076|C1ql4	874	2	7	0	1	7	1	0	4	4	1	0	0	0	7	1	1	2	1	4	0	0	0	1	1
189	ENSMUSG00000001082|Mfsd10	2752	128	150	109	127	131	134	132	137	92	112	157	124	136	79	126	108	102	123	80	106	102	129	125	106
190	ENSMUSG00000001089|Luzp1	10833	1170	964	1294	1400	1171	1066	1191	1158	1077	1408	1055	963	1016	1036	1028	1121	904	986	936	835	977	978	1081	998
191	ENSMUSG00000001095|Slc13a2	5046	33	81	79	61	68	18	24	94	75	64	56	37	44	68	168	88	193	59	32	109	198	47	37	43
192	ENSMUSG00000001098|Kctd10	4046	671	620	818	772	692	758	644	685	623	908	733	587	697	643	625	726	612	681	649	499	618	679	779	664
193	ENSMUSG00000001100|Poldip2	3783	3255	3046	3398	3239	3444	3341	3393	3141	2658	3511	3161	3042	3840	3132	3108	3068	2459	3256	3349	2962	2658	2478	3202	3878
194	ENSMUSG00000001103|Sebox	1357	23	23	29	21	2	13	33	17	15	29	7	13	15	15	17	22	21	11	15	16	4	8	11	8
195	ENSMUSG00000001105|Ift20	1525	1052	1186	1090	1026	1118	1033	1089	1165	1020	1109	964	895	942	1124	1035	1162	860	1371	968	1180	922	788	1085	1019
196	ENSMUSG00000001119|Col6a1	4380	545	471	494	611	616	654	534	443	437	585	532	532	552	507	652	485	424	609	450	312	508	332	425	474
197	ENSMUSG00000001120|Pcbp3	2933	43	38	35	31	42	51	33	40	23	21	25	45	33	27	23	41	18	48	42	43	30	24	42	42
198	ENSMUSG00000001123|Lgals9	2137	5377	5804	10554	13726	9758	10474	5116	6437	8645	13508	12989	8596	5382	6437	9245	12648	7986	10583	6543	3683	8272	7590	11266	10988
199	ENSMUSG00000001127|Araf	7094	1996	1778	2132	2223	2153	2809	2044	2008	1744	2433	2501	2095	2472	1649	1753	2169	1315	2133	1779	1612	1732	1749	2319	2218
200	ENSMUSG00000001128|Cfp	1736	1554	1237	1291	1127	1181	1185	1090	1280	1036	1478	1190	1286	862	1151	1518	1019	1511	1213	1346	666	795	1757	1495	1344
201	ENSMUSG00000001131|Timp1	888	3	1	1	6	3	3	5	3	2	3	3	2	0	4	0	3	2	3	3	2	0	1	5	0
202	ENSMUSG00000001134|Uxt	1826	381	378	412	388	409	387	378	407	350	406	387	382	427	409	375	394	363	421	407	404	406	284	412	424
203	ENSMUSG00000001138|Cnnm3	5558	418	666	749	755	483	614	367	619	608	687	652	457	455	452	663	704	404	586	416	448	558	591	683	581
204	ENSMUSG00000001143|Lman2l	5995	439	490	460	425	489	323	446	520	454	447	356	303	258	446	583	399	367	356	279	431	438	437	511	435
205	ENSMUSG00000001150|Mcm3ap	6382	1100	1169	1251	1363	1114	1255	1124	1381	1209	1485	921	1178	1079	1111	1063	1129	1154	1074	1008	1120	968	997	1425	1116
206	ENSMUSG00000001151|Pcnt	9530	909	807	912	800	1014	1237	804	725	740	907	1003	980	845	531	721	612	792	944	522	762	735	760	1050	944
207	ENSMUSG00000001155|Ftcd	3192	8671	7936	11005	9931	9997	11644	8374	8533	9243	10079	13132	9898	11714	9391	10156	12074	7889	11858	9273	8267	11006	8750	10081	10325
208	ENSMUSG00000001156|Mxd1	4662	362	258	142	221	310	296	249	213	163	190	269	249	318	180	264	227	204	301	151	282	227	231	350	341
209	ENSMUSG00000001157|Gmcl1	3823	465	357	438	484	449	409	404	434	419	508	387	363	419	340	438	446	339	393	367	338	326	386	442	479
210	ENSMUSG00000001158|Snrnp27	1767	377	333	451	406	416	533	357	441	346	505	428	455	504	315	381	432	347	395	445	305	316	346	414	407
211	ENSMUSG00000001166|Oas1c	2405	22	30	47	48	30	64	14	33	38	39	87	39	25	31	26	37	25	58	32	15	34	14	49	66
212	ENSMUSG00000001168|Oas1h	1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
213	ENSMUSG00000001173|Ocrl	9486	222	282	348	350	254	402	185	280	226	304	359	286	258	190	246	232	182	269	253	176	225	179	256	254
214	ENSMUSG00000001175|Calm1	4698	8005	8141	10020	9761	9042	8753	8917	8130	8220	10556	9546	7797	6280	9512	10001	9627	5438	9285	8115	8662	9522	7092	9380	8309
215	ENSMUSG00000001211|Agpat3	7696	7179	6991	8687	7408	7360	6777	7525	6391	6704	7828	6453	6015	6965	6457	7358	7208	5211	7799	5965	7661	6960	6566	8001	8538
216	ENSMUSG00000001225|Slc26a3	7590	0	2	6	0	2	4	2	0	1	0	2	2	0	2	1	2	1	2	3	12	2	3	0	4
217	ENSMUSG00000001227|Sema6b	3977	224	205	236	217	137	205	222	228	181	235	175	207	243	147	172	175	148	159	186	191	171	217	217	168
218	ENSMUSG00000001228|Uhrf1	4259	46	98	66	71	30	39	57	128	37	59	116	93	11	71	25	27	8	9	14	2	13	33	35	24
219	ENSMUSG00000001229|Dpp9	3509	958	1489	2365	2050	1573	1027	1219	1535	2017	2177	1519	1057	790	1520	1916	2333	1961	1973	1052	1286	1861	2115	2657	2152
220	ENSMUSG00000001240|Ramp2	3837	1624	1530	1797	1809	1571	1865	1677	1584	1401	1849	1807	1628	1771	1712	1669	1698	1225	1775	1696	1565	1621	1441	1726	1860
221	ENSMUSG00000001247|Lsr	6618	8876	8952	9337	10557	9300	9667	7293	11854	7333	10529	8903	7980	8154	11402	10630	7009	3535	6344	6324	5058	11609	6391	7471	6759
222	ENSMUSG00000001248|Gramd1a	3006	519	340	396	473	506	481	442	436	366	491	492	534	397	327	377	410	290	426	289	380	347	371	447	480
223	ENSMUSG00000001249|Hpn	3323	12812	10760	12218	11279	10593	14989	13169	10590	9718	12054	11426	13231	15702	11451	12650	12158	6112	14447	13177	12298	12642	10447	12476	13189
224	ENSMUSG00000001260|Gabrg1	4771	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0
225	ENSMUSG00000001270|Ckb	1478	221	227	287	348	258	239	179	245	242	369	264	285	156	196	237	276	157	235	181	95	180	228	257	262
226	ENSMUSG00000001280|Sp1	8325	2066	2306	2561	2413	2901	2610	1966	2423	2192	2541	2845	2386	2184	2015	2446	2153	2701	2782	1585	2348	2498	1763	2788	2653
227	ENSMUSG00000001281|Itgb7	2743	172	104	82	79	81	86	72	90	91	89	83	81	65	72	71	81	98	92	45	50	66	91	165	139
228	ENSMUSG00000001285|Myg1	2823	488	534	582	514	493	605	485	571	475	516	520	564	564	458	442	490	483	609	582	433	404	374	603	707
229	ENSMUSG00000001288|Rarg	4109	335	323	315	288	351	332	230	336	205	323	308	381	288	188	191	211	143	257	227	211	209	193	268	219
230	ENSMUSG00000001289|Pfdn5	1394	1734	1513	1778	1634	1702	1812	1626	1639	1438	1852	1793	1626	1626	1697	1744	1495	1374	1579	1415	1280	1660	1421	1699	1869
231	ENSMUSG00000001300|Efnb2	4324	186	138	173	127	207	165	159	152	139	162	154	118	211	185	164	172	209	182	145	208	159	208	201	182
232	ENSMUSG00000001305|Rrp15	3239	297	346	396	369	298	332	332	318	332	396	309	289	331	272	295	361	247	272	372	262	264	247	325	290
233	ENSMUSG00000001313|Rnd2	2287	306	431	430	475	309	529	283	414	300	451	450	410	331	454	410	442	183	462	350	305	548	193	258	301
234	ENSMUSG00000001323|Srr	4849	2635	3177	3482	3624	3471	2977	2416	3295	3051	3648	2846	2594	2205	2713	3373	2839	2418	3388	2368	2880	2605	2619	3241	3067
235	ENSMUSG00000001333|Sync	3540	3	1	1	3	4	5	2	2	1	4	2	1	1	2	1	9	0	0	1	4	0	3	2	2
236	ENSMUSG00000001334|Fndc5	2763	36	34	31	27	70	53	37	43	25	44	54	45	22	16	23	13	10	9	23	2	15	10	12	25
237	ENSMUSG00000001348|Acp5	1612	2927	2941	3007	2805	2800	2562	2261	3096	2712	3054	2437	2650	2827	2873	3235	2640	3145	2967	2715	2565	2961	2451	2725	3057
238	ENSMUSG00000001349|Cnn1	2368	16	16	28	23	19	9	30	4	17	5	6	17	18	16	18	26	26	25	12	11	38	12	23	26
239	ENSMUSG00000001366|Fbxo9	3103	2473	1873	2204	2195	2389	2327	2399	1878	2039	2286	1961	2312	2731	1687	2053	2041	1878	2604	1858	2074	1942	1915	2319	2245
240	ENSMUSG00000001376|Ccdc132	9936	504	497	628	611	555	641	524	549	538	595	484	577	546	413	506	501	468	549	400	471	430	429	606	530
241	ENSMUSG00000001379|Apbb3	2061	552	357	425	374	259	782	425	427	300	331	435	406	568	253	257	280	214	292	553	328	206	340	280	236
242	ENSMUSG00000001380|Hars	1990	1041	1364	1366	1210	1276	1096	1149	1244	1158	1304	1131	1021	1038	1017	1064	1251	992	1077	1018	987	928	897	1198	1126
243	ENSMUSG00000001383|Zmat2	2257	654	777	974	840	733	858	719	778	806	845	791	647	674	550	709	783	619	777	682	668	619	596	851	832
244	ENSMUSG00000001403|Ube2c	2629	15	15	14	24	14	12	19	18	13	38	33	28	8	11	9	15	17	8	3	3	7	8	23	15
245	ENSMUSG00000001415|Smg5	4447	1708	1274	1455	1343	1270	1181	1644	1274	1255	1591	817	1255	1019	1288	1375	1330	1028	1060	1045	1454	1025	1056	1553	1192
246	ENSMUSG00000001416|Cct3	4689	2843	3865	4244	3673	3761	3127	2946	3767	3275	4053	3424	2366	2233	3909	3783	3379	2000	3166	2863	3625	3321	2448	3675	3595
247	ENSMUSG00000001417|Rhbg	2499	435	566	490	494	512	714	677	533	390	679	498	667	452	732	926	532	217	719	565	481	684	405	398	518
248	ENSMUSG00000001418|0610031J06Rik	5862	1393	1321	1381	1429	1329	1262	1226	1288	1236	1322	1314	1353	1423	1214	1370	1371	1167	1463	1147	1082	1311	1156	1394	1394
249	ENSMUSG00000001419|Mef2d	5985	714	651	773	941	626	822	527	738	609	804	486	661	655	581	632	700	556	767	617	692	576	682	655	629
250	ENSMUSG00000001420|Tmem79	4047	67	68	65	65	37	30	54	73	56	58	20	37	43	39	47	46	49	32	32	49	47	73	68	48
251	ENSMUSG00000001424|Snd1	11552	5690	7573	7087	6259	8053	5767	6230	6205	6287	6132	7258	5966	4578	6637	6156	7383	5561	8144	5499	6580	5509	4768	6046	6835
252	ENSMUSG00000001435|Col18a1	7380	35747	40671	49089	48113	48259	49303	43097	40528	39447	48903	54969	42311	43744	39870	48616	46882	38165	51188	38741	44522	49578	39843	48118	50547
253	ENSMUSG00000001436|Slc19a1	6994	349	218	214	208	195	322	277	254	245	304	231	413	493	189	327	325	199	430	379	412	254	356	405	505
254	ENSMUSG00000001440|Kpnb1	6590	4387	5760	6679	5991	6059	4391	4444	5786	5159	6609	5883	3636	3796	6151	7673	6786	4594	4907	3722	5121	6024	4167	5480	5045
255	ENSMUSG00000001441|Npepps	7279	883	654	720	753	864	717	847	688	768	922	582	780	735	630	769	610	759	745	544	895	696	710	779	767
256	ENSMUSG00000001444|Tbx21	2488	22	13	24	16	14	10	12	11	18	15	11	14	9	7	5	13	12	20	2	9	9	6	21	14
257	ENSMUSG00000001445|Mrpl10	1708	1343	1417	1626	1646	1430	1422	1405	1374	1332	1701	1390	1297	1228	1374	1570	1492	1106	1513	1372	1216	1296	1245	1514	1612
258	ENSMUSG00000001467|Cyp51	4286	5581	5143	8325	11575	8380	11056	6814	6274	4317	16130	11964	9805	5839	7329	8957	10828	1397	4998	4960	3217	8351	4571	6791	14445
259	ENSMUSG00000001472|Tcf25	4049	5286	5121	5241	4861	5370	5596	5522	4714	4414	4993	4613	4994	5609	4533	4544	4663	3975	5145	4351	4324	3909	4060	5242	5587
260	ENSMUSG00000001473|Tubb6	1757	185	370	296	302	286	183	178	355	218	313	289	208	180	458	576	435	264	193	262	204	291	165	337	305
261	ENSMUSG00000001482|Def8	3988	991	1361	1824	1521	1042	1309	915	1552	1434	1563	1393	945	947	1439	1532	1604	1221	1466	1209	1249	1255	1064	1477	1654
262	ENSMUSG00000001493|Meox1	2638	4	12	13	16	14	11	9	3	8	6	10	8	5	4	14	33	21	13	4	2	13	3	8	3
263	ENSMUSG00000001494|Sost	2066	1	1	3	3	0	1	1	1	2	0	0	0	0	1	2	0	1	1	1	1	0	0	4	3
264	ENSMUSG00000001496|Nkx2-1	2855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
265	ENSMUSG00000001497|Pax9	5462	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
266	ENSMUSG00000001504|Irx2	3280	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	1	3	0	0	0	0
267	ENSMUSG00000001506|Col1a1	6563	280	304	324	383	383	306	375	261	252	310	392	369	279	411	341	337	243	440	260	90	359	199	295	314
268	ENSMUSG00000001507|Itga3	5710	294	458	426	403	417	339	233	471	323	466	430	347	328	318	348	358	329	422	251	340	410	260	340	379
269	ENSMUSG00000001508|Sgca	2531	0	1	0	0	0	0	1	0	0	0	2	1	1	0	1	1	0	0	0	0	2	0	0	0
270	ENSMUSG00000001510|Dlx3	2637	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
271	ENSMUSG00000001517|Foxm1	5498	25	20	24	51	16	14	20	19	17	42	33	40	10	13	10	13	7	11	6	5	9	16	28	9
272	ENSMUSG00000001518|Itfg2	5069	265	288	323	333	280	327	310	279	289	354	291	279	263	267	280	381	187	270	193	293	224	227	321	300
273	ENSMUSG00000001520|Nrip2	3674	2	1	4	7	5	10	1	4	3	2	8	3	2	2	0	3	4	6	7	2	6	3	5	4
274	ENSMUSG00000001521|Tulp3	6704	59	64	78	72	65	57	50	53	60	67	47	53	61	50	60	63	53	37	40	44	48	45	60	48
275	ENSMUSG00000001524|Gtf2h4	3313	320	320	499	402	390	403	373	341	378	463	398	343	362	315	437	407	351	356	331	314	368	369	475	440
276	ENSMUSG00000001525|Tubb5	3322	2607	3025	2991	3189	4151	2312	2658	2636	2824	3408	3304	2777	2513	2840	3141	3476	2804	2641	1608	2607	2519	2564	3764	3888
277	ENSMUSG00000001542|Ell2	3777	3086	2253	3103	2576	2138	2784	3332	2283	2400	2662	2180	2339	3273	1808	2440	2199	1648	2416	2160	2747	2374	3125	2384	2201
278	ENSMUSG00000001552|Jup	6436	1971	2470	2379	2251	2010	2268	1784	2611	1938	2535	2027	2027	2078	2284	2418	2314	2174	2849	1986	2229	2374	1758	2491	2458
279	ENSMUSG00000001555|Fkbp10	3367	67	45	62	41	57	62	52	38	39	46	63	64	63	45	39	47	50	59	39	21	31	48	43	68
280	ENSMUSG00000001558|Klhl10	2161	1	0	4	0	1	5	2	0	0	0	3	2	0	0	0	0	0	0	1	1	0	2	1	2
281	ENSMUSG00000001566|Mnx1	2295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	ENSMUSG00000001569|Nom1	4895	904	806	905	791	807	883	937	710	802	874	713	728	824	591	854	748	828	817	681	797	673	673	972	817
283	ENSMUSG00000001576|Ergic1	6992	1815	2286	2807	2902	2217	2349	1770	2210	2374	2934	2460	2032	1590	2325	3009	3032	1627	2402	1865	1945	2350	1833	1910	1914
284	ENSMUSG00000001583|Tnk1	3492	7	2	4	2	2	5	4	7	4	4	6	6	3	1	5	1	7	4	3	1	7	4	8	5
285	ENSMUSG00000001588|Acap1	4878	115	106	135	153	141	111	105	133	101	124	107	134	120	105	101	133	87	125	73	78	105	131	96	108
286	ENSMUSG00000001604|Tcea3	1400	1769	1834	2075	2133	2357	2506	1689	2135	1860	2177	2148	1900	2047	2106	2186	1993	1892	2613	2047	2158	2014	1522	1591	1912
287	ENSMUSG00000001622|Csn3	4152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	ENSMUSG00000001627|Ifrd1	7741	797	500	731	634	540	968	834	470	445	668	502	897	855	396	577	316	252	503	809	653	359	571	482	555
289	ENSMUSG00000001630|Stk38l	4571	1219	990	1068	1178	1267	917	972	969	881	1672	1033	1155	824	932	1084	1033	531	592	873	835	787	700	786	958
290	ENSMUSG00000001632|Brpf1	6884	840	560	856	746	549	695	882	685	578	866	489	715	825	526	632	606	554	615	609	649	525	684	771	589
291	ENSMUSG00000001642|Akr1b3	3933	228	239	289	287	270	308	264	295	202	313	357	253	207	282	294	289	213	316	281	166	236	218	289	259
292	ENSMUSG00000001655|Hoxc13	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
293	ENSMUSG00000001656|Hoxc11	2021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
294	ENSMUSG00000001657|Hoxc8	2299	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
295	ENSMUSG00000001661|Hoxc6	2502	4	0	0	0	0	3	0	0	0	0	0	0	2	3	0	0	0	0	1	1	0	2	1	1
296	ENSMUSG00000001663|Gstt1	1528	9108	9282	10988	9677	10425	11783	10176	9661	8307	11039	11094	9464	9027	10075	10000	8630	3111	6638	6694	3501	8705	8412	8646	8838
297	ENSMUSG00000001665|Gstt3	2627	3405	3745	4877	4627	4877	6675	3488	4717	3193	5050	6119	4634	6054	5541	7316	6881	3451	7959	6404	5721	7076	5091	5411	5612
298	ENSMUSG00000001666|Ddt	773	7436	7112	8811	7590	7595	8926	7536	8162	7005	8206	8391	7088	10015	10251	9655	8328	5520	8359	8271	7601	10723	7094	7765	8597
299	ENSMUSG00000001670|Tat	2405	65183	46528	44858	59488	62460	53241	57186	67485	44443	55868	31406	32568	67457	66855	81672	78161	48745	56148	77531	77023	56902	105094	40956	36815
300	ENSMUSG00000001672|Marveld3	3284	22	36	25	15	19	17	11	28	13	16	16	12	12	19	16	31	28	21	8	23	18	4	11	5
301	ENSMUSG00000001674|Ddx18	2483	389	433	564	533	363	531	392	425	383	503	382	431	472	366	450	478	355	392	459	352	351	407	541	407
302	ENSMUSG00000001687|Ubl3	2668	4013	3392	3049	3115	3818	3474	3822	3266	2922	3362	2775	3114	3788	3280	3433	3074	2890	3533	2862	3805	3074	2925	3319	3337
303	ENSMUSG00000001700|Gramd3	2605	1279	1278	1233	1377	2017	1542	1348	1235	1294	1455	1988	1678	1430	1135	1194	1035	845	1162	1001	1307	1329	943	979	1352
304	ENSMUSG00000001707|Eef1e1	1032	270	222	347	329	228	357	303	277	252	323	178	280	321	305	243	287	218	253	419	259	217	223	312	283
305	ENSMUSG00000001729|Akt1	4098	3049	2823	3094	2457	2844	2802	3146	2809	2192	2813	2203	2719	2498	2615	2532	1922	1898	2404	2679	1804	2130	1774	2494	2334
306	ENSMUSG00000001739|Cldn15	2124	7	14	27	20	21	28	19	19	16	21	22	15	22	24	41	33	17	37	13	48	23	36	14	22
307	ENSMUSG00000001741|Il16	9389	326	298	284	302	350	300	217	301	309	320	318	313	257	235	268	324	339	322	196	208	251	321	402	311
308	ENSMUSG00000001750|Tcirg1	4470	1754	2033	1833	2210	1593	1682	1333	2292	1527	2176	1675	1651	1296	1455	1793	1561	1027	1518	1467	1445	1249	1057	1327	1346
309	ENSMUSG00000001751|Naglu	2658	962	1143	1258	1238	1143	1559	1096	1164	942	1281	1418	1206	1447	1311	1312	1210	822	1385	1342	974	1344	921	1123	1413
310	ENSMUSG00000001755|Coasy	2867	4061	3865	4153	4157	4354	4548	4135	3709	3386	4424	4229	4143	4039	3283	4080	3938	3246	4973	3918	4038	3591	3141	4565	5340
311	ENSMUSG00000001761|Smo	4144	164	179	387	374	294	292	198	242	241	387	385	221	146	123	176	188	97	153	122	89	138	203	291	275
312	ENSMUSG00000001763|Tspan33	5195	242	402	444	253	253	98	252	319	399	245	203	139	171	283	289	406	388	305	157	289	333	380	488	439
313	ENSMUSG00000001767|Crnkl1	3844	579	646	775	825	466	673	648	657	700	941	487	553	526	598	616	663	559	430	636	660	474	510	804	532
314	ENSMUSG00000001768|Rin2	5587	768	784	1267	890	959	1006	713	870	999	920	975	1029	714	711	822	660	638	746	539	509	719	738	871	852
315	ENSMUSG00000001773|Folh1	2671	0	0	2	3	2	1	0	1	0	0	1	0	0	1	3	0	0	2	0	1	0	0	0	2
316	ENSMUSG00000001774|Chordc1	2205	2188	1864	1709	2075	1237	1197	2106	2382	1781	2052	949	1219	1286	2322	1497	1605	857	913	1578	2586	1099	1022	1662	1015
317	ENSMUSG00000001783|D10Wsu52e	2809	1976	2010	2423	2393	2380	2551	2071	2177	1987	2655	2415	2179	2177	1908	2235	2279	1782	2348	2127	1707	1884	1722	2556	2588
318	ENSMUSG00000001785|Pwp1	2730	582	606	696	720	593	680	595	627	577	696	540	541	579	504	562	619	482	488	569	451	498	458	683	540
319	ENSMUSG00000001786|Fbxo7	6328	736	621	625	649	800	940	644	644	543	729	725	740	743	534	713	635	608	836	590	591	642	501	753	785
320	ENSMUSG00000001794|Capns1	2397	2319	2178	2372	2215	2388	2563	2351	2170	1971	2541	2492	2348	2262	2299	2669	2371	1919	2753	2092	2047	2443	2322	2704	2873
321	ENSMUSG00000001802|Lrp3	4772	1066	1151	1130	741	912	794	978	1081	872	782	593	742	913	935	933	700	512	736	720	736	766	792	894	1009
322	ENSMUSG00000001804|Dsg4	3478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
323	ENSMUSG00000001815|Evx2	4489	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
324	ENSMUSG00000001819|Hoxd13	2483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
325	ENSMUSG00000001823|Hoxd12	2619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
326	ENSMUSG00000001827|Folr1	2297	2	3	3	4	4	3	5	1	1	2	4	4	3	0	2	1	0	5	3	1	2	1	3	5
327	ENSMUSG00000001829|Clpb	7855	1375	1462	1534	1505	1478	1259	1316	1437	1439	1649	1308	1271	1034	1244	1292	1414	1088	1388	1176	1261	1370	1167	1406	1283
328	ENSMUSG00000001833|Sept7	2538	2310	2038	3093	3077	2641	2462	2392	2487	2625	3207	2435	2487	2225	2210	2539	2722	1817	2157	1867	1951	2279	2045	3146	2367
329	ENSMUSG00000001844|Zdhhc4	2864	430	514	579	527	468	607	506	523	432	614	547	485	559	493	543	495	348	536	476	388	425	397	468	540
330	ENSMUSG00000001847|Rac1	2652	4671	4340	4813	4929	4641	4915	4760	4377	4219	5114	4544	4543	4782	4191	4645	4814	3399	5025	4238	4337	4222	3872	5043	5170
331	ENSMUSG00000001855|Nup214	12559	485	452	589	622	431	556	488	508	470	630	452	546	502	426	491	489	591	605	542	440	428	533	615	556
332	ENSMUSG00000001864|Aif1l	4406	10	6	12	14	7	8	14	7	7	5	7	9	13	8	11	11	12	4	9	11	11	5	6	17
333	ENSMUSG00000001865|Cpa3	1452	0	0	0	0	0	1	0	0	1	0	3	3	2	0	2	1	0	4	1	0	0	1	0	0
334	ENSMUSG00000001870|Ltbp1	11059	220	204	206	216	222	204	233	193	214	195	211	230	235	222	264	239	183	235	189	187	240	177	178	199
335	ENSMUSG00000001891|Ugp2	3165	15613	11224	11298	13238	18993	26053	14874	14155	10516	14701	14171	18067	27362	14115	13843	16942	16223	23413	17807	12309	13058	12621	18376	18552
336	ENSMUSG00000001901|Kcnh6	3549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
337	ENSMUSG00000001909|Trmt1	6494	948	900	987	955	871	947	954	953	797	908	750	879	1031	765	826	789	834	857	812	786	689	721	922	929
338	ENSMUSG00000001910|Nacc1	4814	1092	1336	1493	1308	1048	933	1242	1312	1140	1271	965	914	857	1298	1457	1332	961	963	1028	1132	1117	997	1144	978
339	ENSMUSG00000001911|Nfix	9731	2327	1905	2193	2003	2019	2340	2070	2034	1714	2022	2406	2524	2321	1598	1859	1737	1458	2519	2236	1660	1857	1676	1876	2390
340	ENSMUSG00000001918|Slc1a5	4156	135	212	128	161	127	170	188	169	73	154	122	119	123	115	172	92	81	120	89	116	173	67	79	74
341	ENSMUSG00000001924|Uba1	4819	6338	6591	7615	7687	7393	6450	6109	6466	6879	7577	6889	5859	5547	6202	6938	7823	5389	8023	6415	6194	6419	6008	7342	7559
